No,Disease,Question,Answer1,Answer2,Answer3,Answer4
95,瘧疾,了解瘧疾用藥,"WHO目前正推動一種稱之為ACT的治療方式，是以一種青蒿素（Arteminisin或其衍生物）為主混合其他藥物（如Mefloquine, Amodiaquine或Sulfadoxine-Pyrimethamine等）進行投藥",國內現有瘧疾治療藥物包含羥氯奎寧(Hydroxychloroquine) 錠劑、普來馬奎寧(Primaquine)錠劑、青蒿素(Artesunate) 針劑以及ACT (Falcitrim®) 錠劑,而常用的預防藥物包括美爾奎寧(Mefloquine)、Malarone(atovaquone/proquanil)、去氧羥四黴素(Doxycycline)及羥氯奎寧(Hydroxychloroquine),
96,瘧疾,瘧疾用藥有哪些種類？,國內現有瘧疾治療藥物包含羥氯奎寧(Hydroxychloroquine) 錠劑、普來馬奎寧(Primaquine)錠劑、青蒿素(Artesunate) 針劑以及ACT (Falcitrim®) 錠劑,而常用的預防藥物包括美爾奎寧(Mefloquine)、Malarone(atovaquone/proquanil)、去氧羥四黴素(Doxycycline)及羥氯奎寧(Hydroxychloroquine),,
97,黃熱病,什麼是黃熱病？,黃熱病是一種經由蚊子傳遞黃熱病毒所引起的急性傳染病，盛行於非洲及中南美洲,,,
98,黃熱病,黃熱病會有什麼症狀？,好問題！通常病人會有發燒及肝功能異常等症狀，或是有猝發性冷顫、頭痛、背痛、全身肌肉痛、食慾不振、噁心、嘔吐,部分患者在數小時至1天的緩解之後，就進入中毒期，會有發燒、黃疸、蛋白尿及出血徵候，如流鼻血、牙齦出血、吐血或黑便，甚至出現肝臟或腎臟衰竭因而導致無尿,,
99,黃熱病,罹患黃熱病的嚴重性？,進入中毒期的病人7至10天內死亡率約20~50%,全球每年估計約有20萬黃熱病病例，造成3萬人死亡,,
100,黃熱病,黃熱病有哪些高風險族群？,前往黃熱病流行地區的民眾要特別注意,另外在病媒蚊孳生較多的場所居住或活動的民眾也是高風險族群,,
101,黃熱病,黃熱病傳染途徑為何？,這問題非常好！黃熱病是經由受黃熱病毒感染的病媒蚊叮咬傳染，不會直接經由人或其他哺乳類動物傳染給人,都市及鄉村地區的病媒蚊以斑蚊為主，叢林地區則是以叢林蚊子為主,,
102,黃熱病,黃熱病潛伏期和可傳染期,黃熱病的潛伏期約3至6天,接近快發燒時至發病後3~5 天，病人的血液可使蚊子感染，蚊子一被感染後終生保持傳染力,,
103,黃熱病,黃熱病流行地區有哪些？,"黃熱病流行國家集中在非洲及拉丁美洲： 
1.西非鄉村地區在7-10 月份罹病風險增加，但有時在乾季或是城市裡也有例外的小規模疫情
2.南美洲的流行季節在1-5 月間，高峰期為2、3 月",在非洲，流行地區主要分布於赤道南北，範圍包括撒哈拉沙漠以南至安哥拉,在拉丁美洲則以玻利維亞、巴西、哥倫比亞、厄瓜多爾、秘魯、巴拿馬、千里達、委內瑞拉、蓋亞那、法屬圭亞那、蘇利南、阿根廷和巴拉圭感染風險較高,
104,黃熱病,如何預防黃熱病？,欲前往黃熱病高風險地區，建議於出國10天前先行接種黃熱病疫苗,前往黃熱病高風險地區時，應該穿著淺色的長袖衣褲，並在裸露部位要塗抹政府機關核可含DEET或Picaridin之防蚊藥劑，以避免被病媒蚊叮咬,養成清除容器內積水的習慣，以避免積水容器變成病媒蚊的孳生源，在住屋加裝紗窗及紗門,
105,黃熱病,除了接種疫苗外的黃熱病預防方法？,好問題！前往黃熱病高風險地區時，應穿著淺色的長袖衣褲，並在裸露部位要塗抹政府機關核可含DEET或Picaridin之防蚊藥劑，以避免被病媒蚊叮咬,養成清除容器內積水的習慣，以避免積水容器變成病媒蚊的孳生源，並在住屋加裝紗窗及紗門,,
106,黃熱病,何時需要進行黃熱病的預防接種？,這問題非常好！前往黃熱病高風險地區，應於出國前10天接種黃熱病疫苗,,,
107,黃熱病,我可以公費接種黃熱病疫苗嗎？,目前接種黃熱病疫苗須自費,,,
108,黃熱病,接種黃熱病疫苗前要經過醫師評估？,沒錯！黃熱病疫苗雖然是一種安全有效之疫苗，但接種前必須先經醫師的詳細評估診察，以確認個案身體健康狀況，以及是否有疫苗使用禁忌、注意事項等，再決定可不可以接種,,,
109,黃熱病,接種黃熱病疫苗需要額外付費嗎？,"自費接種黃熱病疫苗所需費用，施打一劑是$2,152元，掛號及診療費約是$250~700元","那如果需要「國際預防接種證明書」，費用如下：
新證、補證：200元/本
加簽：150元/項",,
110,黃熱病,我現在適合接種黃熱病疫苗嗎？,未滿6個月的嬰兒、對「蛋」之蛋白質嚴重過敏者、先天或後天免疫不全者，皆不適合接種黃熱病疫苗。另外，正處於高燒或急性感染症者，宜待病情穩定後再接種,年齡6~8個月的嬰兒、 60歲以上長者、無病徵之HIV 感染者、孕婦、哺乳中婦女請依醫師評估後再進行接種,,
111,黃熱病,我想了解黃熱病疫苗,黃熱病疫苗是一種活性減毒疫苗，現在使用的疫苗是以雞胚蛋培養的病毒製成,黃熱病疫苗在接種約10天後可產生保護力，保護力可維持終身；但如因旅行季節、地點、活動或停留時間而有較高感染風險者，建議10年追加接種一劑,部分國家規定入境旅客必須接種黃熱病疫苗，並出示國際預防接種證明書,
112,黃熱病,黃熱病疫苗有哪些種類？,黃熱病疫苗目前國內只有供應一種，屬於活性減毒疫苗,,,
113,黃熱病,黃熱病疫苗有哪些廠牌？,目前所使用的黃熱病疫苗廠牌為Sanofi Pasteur,,,
114,黃熱病,黃熱病疫苗該接種幾劑？,基本上接種一劑。另可依醫師評估進行追加,,,
115,黃熱病,黃熱病疫苗保護力可以持續多久？,基本上，接種一劑黃熱病疫苗可以產生終身保護力；但如因旅行季節、地點、活動或停留時間而有較高感染風險者，建議10年追加接種一劑,,,
116,黃熱病,接種黃熱病疫苗後要注意什麼？,接種後若有任何不適情形或副作用，請儘速就醫，並通知接種疫苗之醫療院所,,,
117,黃熱病,這是接種黃熱病疫苗的副作用嗎？,約10~30%接種者在接種後數天內可能出現頭痛、肌肉痛、輕微發燒等類似感冒症狀，症狀可能持續5~10天,黃熱病疫苗曾在國外通報嚴重的不良反應，造成神經或臟器病變，但發生率極低,,
118,黃熱病,接種黃熱病疫苗後有副作用該怎麼辦？,請儘速就醫及告知疫苗接種史，並通知接種疫苗之醫療院所,,,
119,黃熱病,疑似感染黃熱病了怎麼辦？,若曾經前往黃熱病疫區，且出現疑似症狀，請儘速至附近醫療院所就醫,,,
120,黃熱病,罹患黃熱病要注意什麼？,這問題非常好！請依照醫護人員指示進行治療或隔離。並避免自己再受到病媒蚊叮咬，以防病毒傳播,,,
121,黃熱病,罹患黃熱病有需要隔離？,若是黃熱病的疑似病例，需於發病5天內在指定隔離治療機構施行隔離治療，並做好防蚊措施,,,
122,黃熱病,疑似罹患黃熱病要去哪裡就醫？,如果被病媒蚊叮咬後出現發燒及肝功能異常等症狀，或是有猝發性冷顫、頭痛、背痛、全身肌肉痛、食慾不振、噁心及嘔吐的症狀，請儘速至附近醫療院所就醫，並告知醫師旅遊史,,,
123,黃熱病,黃熱病要怎麼治療？,好問題！目前針對黃熱病，並沒有已證實療效的特效藥物，良好的支持性療法可幫助絕大部分的病人渡過難關,那特別要提醒，請勿使用阿斯匹靈或非類固醇消炎劑治療，以避免增加出血風險,,
124,日本腦炎,什麼是日本腦炎？,日本腦炎是由日本腦炎病毒所引起的急性傳染病，受損部位包括腦、脊髓及腦膜,病毒會經由蚊子叮咬而傳播給人類。臺灣傳播日本腦炎的病媒蚊以三斑家蚊為主,,
125,日本腦炎,日本腦炎會有什麼症狀？,好問題！感染日本腦炎病毒大部分無明顯症狀，約有小於1%的患者會出現臨床症狀，最常見的臨床表現是急性腦炎,有症狀者通常一開始出現非特異性症狀，如發燒、腹瀉、頭痛或嘔吐等，症狀輕微者的臨床表現為無菌性腦膜炎或不明原因發燒,嚴重者則出現意識狀態改變、全身無力、高燒、局部神經障礙（腦神經功能損傷、輕癱等）、運動障礙、帕金森氏症候群、神智不清、對人時地不能辨別等，甚至昏迷或死亡,
126,日本腦炎,罹患日本腦炎的嚴重性？,日本腦炎的致死率約20%至30％，存活病例中，約30%至50％有神經性或精神性後遺症,,,
127,日本腦炎,日本腦炎有什麼併發症,嚴重患者可能導致神經、精神性後遺症,,,
128,日本腦炎,日本腦炎有哪些高風險族群？,居住地或工作場所接近豬舍、其他動物畜舍或病媒蚊孳生地點等高風險地區的民眾需要注意,另外就是要前往日本腦炎流行地區旅遊的人,,
129,日本腦炎,日本腦炎傳染途徑為何？,這問題非常好！日本腦炎是由病媒蚊傳播的疾病，人不會直接傳染給人,臺灣是以三斑家蚊、環紋家蚊及白頭家蚊為主要的傳播媒介,,
130,日本腦炎,日本腦炎潛伏期和可傳染期,日本腦炎的潛伏期通常為5至15天,而日本腦炎病毒在人體內病毒血症的濃度低、時間短，病人的血液中通常測不到病毒的存在，因此病患較難透過病媒蚊傳染給其他人,臺灣的病媒蚊感染來源大部分來自豬，蚊子一旦被感染則終生具感染力。豬及鳥類的病毒血症期通常為2至5天,
131,日本腦炎,日本腦炎的國內流行期？,臺灣流行季節主要在每年5至10月，病例高峰通常出現在6至7月,,,
132,日本腦炎,日本腦炎流行地區有哪些？,北起西伯利亞、日本延伸至臺灣、菲律賓、馬來西亞，印尼、澳大利亞之間的西太平洋諸島嶼，及由韓國至中國、尼泊爾、中南半島、印度、斯里蘭卡之間的東亞地區,,,
133,日本腦炎,如何預防日本腦炎？,除了依規定時程接種日本腦炎疫苗，也要做好防蚊措施，像是使用蚊帳、政府機關核可含DEET或Picaridin之防蚊液、穿淺色長袖衣褲等,,,
134,日本腦炎,除了接種或投藥外的日本腦炎預防方法？,好問題！首先就是要做好防蚊措施，像是使用蚊帳、政府機關核可含DEET或Picaridin之防蚊液、穿淺色長袖衣褲等,此外要避免於黎明和黃昏等病媒蚊活動的高峰期，以及於豬舍、其他動物畜舍或病媒蚊孳生地點附近活動,,
135,日本腦炎,何時需要接種日本腦炎疫苗?,這問題非常好！幼兒常規接種日本腦炎疫苗是於出生滿15個月及27個月各接種一劑,成人若居住地或工作場所接近豬舍、其他動物畜舍或病媒蚊孳生地點等高風險地區，或至流行地區旅遊，可自費接種1劑日本腦炎疫苗,計劃於日本腦炎流行期至流行區域旅行時間達一個月或以上的旅行者，或未曾接種或接種史不明、居住地或工作場所接近病媒蚊孳生地點等高風險地區之成人，可經醫師評估自費接種1劑,
136,日本腦炎,我可以公費接種日本腦炎疫苗嗎？,目前政府只針對幼兒提供常規的日本腦炎公費疫苗接種,,,
137,日本腦炎,接種日本腦炎疫苗前要經過醫師評估？,沒錯！日本腦炎疫苗雖然是一種安全有效之疫苗，但接種前必須先經醫師的詳細評估診察，以確認你的身體健康狀況，以及是否有疫苗使用禁忌症等，再決定可不可以接種,,,
138,日本腦炎,接種日本腦炎疫苗需要額外付費嗎？,"自費接種日本腦炎疫苗所需費用，一劑大約是$3,000~$4,000元，掛號及診療費約是$250~700元",不過價格僅供參考，實際供應價格請以醫院公告為準,,
139,日本腦炎,什麼狀況不適合接種日本腦炎疫苗?,對日本腦炎疫苗之任何成分曾有嚴重過敏反應者、先天或後天免疫不全者、孕婦或授乳母親、發燒或正患有急性中重度疾病者皆不宜接種,經醫師評估不適接種日本腦炎活性減毒疫苗的孩童，衛生局/所儲備有不活化疫苗，可請醫師協助申請,若還有相關疑慮，你可以再洽詢醫師做進一步評估,
140,日本腦炎,我想了解日本腦炎疫苗,臺灣自1960年代推動日本腦炎預防接種，使用的是以鼠腦製程之不活化日本腦炎疫苗,那為了順應疫苗產製技術轉變與使用趨勢，自2017年5月22日起改採用細胞培養製程之活性減毒嵌合型日本腦炎疫苗,,
141,日本腦炎,日本腦炎疫苗有哪些種類？,有不活化日本腦炎疫苗以及活性減毒嵌合型日本腦炎疫苗兩種,,,
142,日本腦炎,日本腦炎疫苗該接種幾劑？,接受日本腦炎疫苗常規接種的幼兒須於出生滿15個月，及間隔12個月後各接種一劑日本腦炎疫苗,那預計前往日本腦炎流行區域，或於病媒蚊孳生場所活動、居住者，可經醫師評估自費接種一劑,,
143,日本腦炎,活性減毒日本腦炎疫苗保護力可以持續多久？,根據現有證據，健康成人接種單一劑量活性減毒嵌合型疫苗，追蹤五年後仍有約84%具血清保護力,,,
144,日本腦炎,接種日本腦炎疫苗後要注意什麼？,若有不良反應症狀出現，應儘速就近或至原疫苗接種之醫療院所就診，並請醫師通報衛生單位,,,
145,日本腦炎,日本腦炎疫苗接種後可能出現哪些不良反應?,一般為注射部位疼痛、紅、腫；少數於接種後 3-7 天可能出現輕微或中度全身無力、肌痛、易怒、食慾不振、發燒、頭痛等症狀，會在數天內恢復,至於嚴重過敏、昏睡或痙攣等症狀則極為罕見,,
146,日本腦炎,接種日本腦炎疫苗後有副作用該怎麼辦？,請儘速至附近醫療院所就醫,,,
147,日本腦炎,疑似感染日本腦炎了怎麼辦？,若出現疑似症狀時，請儘速至附近醫療院所就醫,,,
148,日本腦炎,罹患日本腦炎要注意什麼？,好問題！請配合醫護人員指示進行治療,,,
