縣市,鄉鎮市區,機構類別,醫事機構代碼,合約醫療院所名稱,接種時間,聯絡電話,地址,公費疫苗,自費疫苗
南投縣,竹山鎮,合約院所,3538041443,智瑤小兒科診所,每週一到六全天,049-2652288,南投縣竹山鎮集山路3段879 號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感(Flu，每年10月份起)
南投縣,集集鎮,衛生所,2338050018,南投縣集集鎮衛生所,除卡介苗外每週二下午2-4時,049-2762015,南投縣集集鎮民生路106號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,名間鄉,衛生所,2338060014,南投縣名間鄉衛生所,"(一)、常規:每星期三上午9-11點；
(二)、卡介苗:每月第二星期四上午9:00-11:00)",049-2732135,名間鄉中正村彰南路42號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,名間鄉,合約院所,3538061338,正安診所,週三全日休診，週日休午夜診；其餘看診時間是上午08:00--12:00、下午14:30--18:00、夜診18:30--21:00,049-2737666,名間鄉中正村南雅街124 號,各項常規疫苗、幼兒A肝、流感疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
南投縣,鹿谷鄉,衛生所,2338070010,南投縣鹿谷鄉衛生所,"W四下午14:00~16:00
每個月第1個之星期四下午14：00-16：00接種卡介苗
",049-2752002,南投縣鹿谷鄉鹿谷村中正路2段20號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,鹿谷鄉,衛生室,2338070010,秀峰衛生室,"W二上午9:00~11:00

",049-2671484,南投縣鹿谷鄉仁愛路154之1號,"各項常規疫苗、A型肝炎疫苗
",
南投縣,中寮鄉,衛生所,2338080016,南投縣中寮鄉衛生所,每週二上午8:30-11:00,049-2691404,南投縣中寮鄉永平村永平路102號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,中寮鄉,衛生室,2338080016,爽文村衛生室,每週二下午14:00-16:00,049-2601508,南投縣中寮鄉龍岩村龍南路160-8號,各項常規疫苗、卡介苗,
南投縣,魚池鄉,衛生所,2338090012,南投縣魚池鄉衛生所,每週四下午2-4點,049-2895513,魚池鄉東池村魚池街194號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,魚池鄉,衛生室,2338090012,共和衛生室,每週二上午11:00-12:00,049-2880770,魚池鄉共和村五馬巷47-6號,各項常規疫苗,
南投縣,魚池鄉,衛生室,2338090012,頭社衛生室,每週四上午08:30--10:00,049-2861374,魚池鄉頭社村平和巷146號,各項常規疫苗,
南投縣,魚池鄉,衛生室,2338090012,日月村巡迴醫療點,每週四上午10:30-12:00,049-2850595,魚池鄉日月村豐年街3號,各項常規疫苗,
南投縣,魚池鄉,合約院所,3538091096,楊順喜小兒科診所,"每週一~五
上午08:30-12:00
下午03:00-05:00
晚上07:00-09:00",049-2898591,魚池鄉魚池村魚池街125-2號,各項常規疫苗,
南投縣,國姓鄉,衛生所,2338100013,南投縣國姓鄉衛生所,每週三上午8：30-11：30每個月第3週之星期五上午09：00-11：00接種卡介苗,049-2721009,南投縣國姓鄉國姓村民族街42號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,國姓鄉,衛生室,2338100013,長豐衛生室,每週一下午1：30-3：30,049-2431472,南投縣國姓鄉長豐村大長路277號,各項常規疫苗,
南投縣,國姓鄉,衛生室,2338100013,乾溝衛生室,每週二下午1：30-3：30,049-2722384,南投縣國姓鄉乾溝村西東巷5號之1,各項常規疫苗,
南投縣,國姓鄉,衛生室,2338100013,北港衛生室,每週四下午1：30-3：30,049-2461009,南投縣國姓鄉北港村國姓路62號之2,各項常規疫苗,
南投縣,水里鄉,衛生所,2338110019,南投縣水里鄉衛生所,每週四下午2-4點,049-2770079,水里鄉博愛路205號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,水里鄉,合約院所,3538111468,瑞斌診所,"每週一、二、四、五
上午8點-12點
下午3點-6點
晚上6點半-8點半
",049-2778866,水里鄉民權路230號,各項常規疫苗,"B型肝炎疫苗、HPV、大人MMR
"
南投縣,信義鄉,衛生所,2338120015,南投縣信義鄉衛生所,每週一下午13:30~16:00卡介苗每月第一個星期一下午,049-2791148,南投縣信義鄉明德村玉山路145號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,信義鄉,衛生室,2338120015,東埔衛生室,每週三下午14:00~15:30,049-2701573,南投縣信義鄉東埔村開高巷53號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,同富衛生室,每週五上午09:00~11:00,049-2701449,南投縣信義鄉同富村桐和巷76號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,神木衛生室,每週五上午09:00~11:00於同富衛生室,049-2701831,南投縣信義鄉神木村神木巷4號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,望鄉衛生室,每週二上午09:00~11:00,049-2791148,南投縣信義鄉望美村望和巷2號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,久美衛生室,每週二下午15:00~16:00,049-2831331,南投縣信義鄉望美村美信巷80號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,羅娜衛生室,每週二上午09:00~11:00,049-2831332,南投縣信義鄉羅娜村信筆巷62-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,新鄉衛生室,每週二下午14:00~15:00,049-2831142,南投縣信義鄉新鄉村新鄉路100號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,人和衛生室,每週四9:00~11:00,049-2773271,南投縣信義鄉人和村民生巷6號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,地利衛生室,每月第二、四週星期四上午9:00~11:00,049-2741172,南投縣信義鄉地利村開信巷2號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,潭南衛生室,"每月第1、2、4、5週
下午13:30~15:00",049-2741262,南投縣信義鄉潭南村和平巷36-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,信義鄉,衛生室,2338120015,雙龍衛生室,每週四上午09:00~11:00,049-2741285,南投縣信義鄉雙龍村光復巷34號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR,
南投縣,仁愛鄉,衛生所,2338130011,南投縣仁愛鄉衛生所,1.周二上午8：30-11：302.每月第二周上午09：00-11：30接種卡介苗,049-2802341,南投縣仁愛鄉大同村五福巷17號,各項常規疫苗、卡介苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、HPV、23PPV,
南投縣,仁愛鄉,衛生室,2338130011,春陽衛生室,周二下午14：00-16：00,049-2802547,南投縣仁愛鄉春陽村龍山巷13-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,廬山衛生室,周二周三上午09：00-11：00,049-2970842,南投縣仁愛鄉精英村中華巷19-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,合作衛生室,周五上午09：00-11：00,049-2970062,南投縣仁愛鄉合作村平生路23號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,都達衛生室,周五下午13：30-15：00,049-2970061,南投縣仁愛鄉都達村法觀路13-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,親愛衛生室,周三下午13：30-15：00、周四上午09：00-11：00,049-2974010,南投縣仁愛鄉親愛村高平路21-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,萬豐衛生室,周一上午09：00-11：00、周四下午13：30-16：00,049-2974011,南投縣仁愛鄉萬豐村清華巷44-1號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,法治衛生室,周五上午09：00-11：00,049-2977080,南投縣仁愛鄉法治村界山巷2號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,中正衛生室,周四上午09：00-11：00,049-2925554,南投縣仁愛鄉中正村平等巷115號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,南豐衛生室,周四下午14：00-16：00,049-2920548,南投縣仁愛鄉南豐村松原巷36號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
南投縣,仁愛鄉,衛生室,2338130011,互助衛生室,周一、周二、周五上午08：30-11：30,049-2941168,南投縣仁愛鄉互助村原名路47號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、流感疫苗、老人肺炎鏈球菌、HPV,
苗栗縣,苗栗市,衛生所,2335010012,苗栗縣苗栗市衛生所,"卡介苗:每週一下午2~4時
常規:每週一下午2~4時:施打對象為6個月以下嬰兒
每周二下午2-4時:對象一歲以上幼兒","037-271661
037-277129",苗栗縣苗栗市建民街28號,各項常規疫苗、卡介苗、育齡婦女MMR、苗栗縣65-74歲長者23PPV,13PCV、輪狀病毒疫苗、子宮頸癌、帶狀皰疹
苗栗縣,苗栗市,合約院所,1535010051,大千綜合醫院,"卡介苗:每週六9~11時
常規:每週三、六8：30~12時
每週二下午14:30-17:30
每周四及五19~19:30時",037-357125,苗栗縣苗栗市恭敬里恭敬路36號,各項常規疫苗、卡介苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、Tdap疫苗、子宮頸癌、MMR、破傷風
苗栗縣,苗栗市,合約院所,135010016,衛生福利部苗栗醫院,"每週一至週五8:30~12時
10:30停止掛號",037-261920,苗栗縣苗栗市為公路747號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、子宮頸癌、帶狀皰疹、MMR、水痘
苗栗縣,苗栗市,合約院所,3535012173,吳昆展小兒科診所,"週一至週日
上午8~12時
下午15~17:30
晚上18~21:30",037-265532,苗栗縣苗栗市上苗里中正路69號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、MMR、水痘
苗栗縣,苗栗市,合約院所,3535010713,李仁超小兒科診所,"週一至週五：上午8~12時，下午17~21時
週六：上午8~12時
(週四公休)",037-272531,苗栗縣苗栗市中正路125號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、輪狀病毒疫苗、流感、子宮頸癌、帶狀皰疹
苗栗縣,苗栗市,合約院所,3535010553,詹求孚診所,"週一至週六
上午8~12時
下午15~18時
晚上19~21：30
週日8~12時",037-320722,苗栗縣苗栗市中苗里中正路468號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感、子宮頸癌、帶狀皰疹、MMR
苗栗縣,苗栗市,合約院所,3535010704,劉文淦小兒科診所,"週一:早8-12,午14:30-6點
週二:早8-12,午14:30-6點
週三:早8-12,午14:30-6點
週四:早8-12
週五:早8-12,午14:30-6點
週六:早8-12,午14:30-5點",037-356131,苗栗縣苗栗市福麗里至公路207號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感、子宮頸癌、帶狀皰疹、水痘、MMR
苗栗縣,苗栗市,合約院所,3535012342,蔡志弦診所,"週一至週三
早8:30-12點,午14:30-18點,晚19:-21:30
週二及週四:早8:30-12點
週六:早8:30-12點",037-380111,苗栗縣苗栗市中正路346號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感、子宮頸癌、帶狀皰疹
苗栗縣,苗栗市,合約院所,3535012315,蕭銘賢診所,"週一~週五
上午7:30~12時
下午15~18時
晚上18:30~21:30",037-380899,苗栗縣苗栗市中正路236-238號1樓,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、子宮頸癌、帶狀皰疹、水痘
苗栗縣,苗栗市,合約院所,3535010884,楊克寧婦產科診所,24小時全天候,037-322186,苗栗縣苗栗市綠苗里博愛街79號,HBIG、B型肝炎,
苗栗縣,苗栗市,合約院所,3535011961,周博治婦產科診所,24小時全天候,037-332288,苗栗縣苗栗市中正路403號,HBIG、B型肝炎,
苗栗縣,苑裡鎮,衛生所,2335020018,苗栗縣苑裡鎮衛生所,"卡介苗：每月第1、3週四9~11時
常規：每週四8:30~11:00",037-869595,苗栗縣苑裡鎮客庄里公民街16號,各項常規疫苗、卡介苗、苗栗縣65-74歲長者23PPV、育齡婦女MMR,
苗栗縣,苑裡鎮,合約院所,935020027,李綜合醫療社團法人苑裡李綜合醫院,"成人：週一至週五8:00-12:00、13:30-17:30、18:30-21:30；週六8:00-12:00
幼兒：週一週三週五8:00-1200、13:30-17:30、18:30-21:30
週二13:30-17:30、18:30-21:30
週四8:00-1200、13:30-17:30
週六週日8:00-12:00",037-862387#1130,苗栗縣苑裡鎮和平路168號,各項常規疫苗,B型肝炎疫苗、23PPV、輪狀病毒疫苗、HPV、MMR
苗栗縣,苑裡鎮,合約院所,3535021252,小太陽小兒科診所,週一至週日8:00-12:00、14:30-18:00、18:30-21:30,037-856156,苗栗縣苑裡鎮和平路97號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗
苗栗縣,苑裡鎮,合約院所,3535021314,小朋友小兒科診所,週一至週日7:30-12:00、15:00-18:00、18:30-21:30,037-853385,苗栗縣苑裡鎮和平路116號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、MMR、帶狀皰疹、水痘疫苗
苗栗縣,苑裡鎮,合約院所,3535021341,小熊的森林診所,"週一、週四、周六早上8:30-12:00、14:30-18:00、19:00-21:30
周二及周五8:30-12:00、19:00-21:30                                                       週三全天休診
週日早上8:30-12:00",037-869966,苗栗縣苑裡鎮房裡里北房10-3號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV、帶狀皰疹、DTaP
苗栗縣,通霄鎮,衛生所,2335030014,苗栗縣通霄鎮衛生所,"卡介苗：每月第2、4週二9~11時
常規：每週二9~11點",037-752048,苗栗縣通霄鎮通西里中正路9-6號,各項常規疫苗、卡介苗、苗栗縣65-74歲長者23PPV、育齡婦女MMR,
苗栗縣,通霄鎮,合約院所,1535031041,通霄光田醫院,週二、四、五上午8:00-12:00,037-759999,苗栗縣通霄鎮中山路88號,各項常規疫苗,B型肝炎疫苗、輪狀病毒疫苗
苗栗縣,後龍鎮,衛生所,2335060012,苗栗縣後龍鎮衛生所,每週四下午2-4點,037-722008,苗栗縣後龍鎮大庄里光華路371號,各項常規疫苗、卡介苗、苗栗縣65-74歲長者23PPV、育齡婦女MMR,
苗栗縣,頭份市,衛生所,2335050016,苗栗縣頭份市衛生所,"每週一、二上午8:30-11點
(卡介苗週一才有)",037-663049,苗栗縣頭份市頭份里4鄰顯會路72號,各項常規疫苗、卡介苗、苗栗縣65-74歲長者23PPV、育齡婦女MMR,
苗栗縣,頭份市,合約院所,1135050020,為恭醫療財團法人為恭紀念醫院,"周一至周五
上午9-12時
下午14:00-17:00
晚上18:30-20:30
周六上午9-12時",037-676811,苗栗縣頭份市東庄里仁愛路116號,各項常規疫苗,B型肝炎疫苗、13PCV、23PPV、(沒有長備)輪狀病毒疫苗、MMR
苗栗縣,頭份市,合約院所,3535050146,祥安診所,"週一至週六
上午8~12時
下午2:30~6時
晚上6:30~9時
週日上午8:30-12時",037-667985,苗栗縣頭份市信義里中華路928號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、MMR
苗栗縣,頭份市,合約院所,3535050388,吳金垣小兒科診所,"週一至週六(週六晚上休診)
上午8~12時
下午3~6時
晚上7時~9：30
週日上午8~12時",037-688181,苗栗縣頭份市自強路35號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
苗栗縣,竹南鎮,衛生所,2335040010,苗栗縣竹南鎮衛生所,每週一14:00~16:00                       最晚報到時間15:30,037-470152,苗栗縣竹南鎮大營路209號,各項常規疫苗、卡介苗、苗栗縣65-74歲長者23PPV、育齡婦女MMR,
苗栗縣,竹南鎮,合約院所,3535040239,連進昌診所,"週一至週六
上午8:00-12:00
下午14：30~18:00
晚上19:00~21：20",037-462808,苗栗縣竹南鎮竹南里博愛街143號,各項常規疫苗,B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹、子宮頸疫苗
苗栗縣,竹南鎮,合約院所,3535040293,黃正昇診所,"每週二~五
7：30~11:00                                週六8:00~12:30",037-466735,苗栗縣竹南鎮竹南里光復路68號,各項常規疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
苗栗縣,竹南鎮,合約院所,3535041503,邱文仁小兒科診所,"週一至週六
上午7：30~12:00
下午15:00~18:00
晚上18：30~21：00
週日
上午7:30~12:00
下午16:00~18:00                          晚上18:30-20:00",037-551457,苗栗縣竹南鎮中正路21、25號,各項常規疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、水痘
