確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,12,彰化縣,大城鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,F,否,70+,5
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,12,彰化縣,田尾鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,福興鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,福興鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,竹塘鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,線西鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,花壇鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,芳苑鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,彰化縣,鹿港鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,南投縣,南投市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,南投縣,南投市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,南投縣,名間鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,南投縣,埔里鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,南投縣,埔里鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,南投縣,埔里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,南投縣,竹山鎮,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,南投縣,竹山鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,南投縣,竹山鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,南投縣,竹山鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,南投縣,草屯鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,二崙鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,元長鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,口湖鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,台西鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,四湖鄉,F,否,1,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,四湖鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,大埤鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,崙背鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,2,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗南鎮,F,否,70+,5
嚴重特殊傳染性肺炎,2023,12,雲林縣,林內鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,水林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,虎尾鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,中埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,六腳鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,M,否,0,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,新港鄉,M,否,1,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,新港鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,新港鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,朴子市,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,朴子市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,東石鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,民雄鄉,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,民雄鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,水上鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,水上鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,溪口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,竹崎鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,竹崎鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,竹崎鄉,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,屏東縣,佳冬鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,內埔鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,屏東市,M,否,0,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,屏東市,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,屏東市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,恆春鎮,M,否,2,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,新園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,東港鎮,M,否,1,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,東港鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,枋寮鄉,F,否,1,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,枋寮鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,屏東縣,潮州鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,瑪家鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,竹田鄉,F,否,2,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,竹田鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,萬丹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,澎湖縣,湖西鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,花蓮縣,光復鄉,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,花蓮縣,新城鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,花蓮縣,花蓮市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,花蓮縣,鳳林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,台東縣,卑南鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,台東縣,台東市,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,台東縣,台東市,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,12,台東縣,台東市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,台東縣,東河鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台北市,中正區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台北市,內湖區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,13,台北市,內湖區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台北市,內湖區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台北市,北投區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台北市,北投區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,13,台北市,南港區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台北市,南港區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台北市,士林區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台北市,士林區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台北市,大同區,F,是,30-34,1
嚴重特殊傳染性肺炎,2023,13,台北市,大同區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,台北市,大同區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台北市,大安區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台北市,大安區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,13,台北市,文山區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,台北市,文山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台北市,文山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台北市,文山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台北市,松山區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,13,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台北市,松山區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,13,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,北屯區,F,否,0,1
嚴重特殊傳染性肺炎,2023,13,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,南屯區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台中市,南屯區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台中市,南屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台中市,南屯區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,后里區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台中市,后里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,外埔區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台中市,外埔區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台中市,外埔區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台中市,大甲區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,大甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,大里區,M,否,2,1
嚴重特殊傳染性肺炎,2023,13,台中市,大里區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,太平區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台中市,太平區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,新社區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,東勢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,東勢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,東勢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,梧棲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,清水區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,清水區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,清水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,潭子區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,烏日區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,13,台中市,神岡區,M,否,1,1
嚴重特殊傳染性肺炎,2023,13,台中市,神岡區,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,13,台中市,神岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,西區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,西區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,13,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,西屯區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,13,台中市,西屯區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,13,台中市,豐原區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台中市,豐原區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台中市,霧峰區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,13,台中市,霧峰區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,霧峰區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,龍井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,中西區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台南市,中西區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台南市,中西區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台南市,中西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,仁德區,M,否,0,1
嚴重特殊傳染性肺炎,2023,13,台南市,仁德區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,佳里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,佳里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,北區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,北區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,南區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,台南市,南區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台南市,南區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台南市,南區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,13,台南市,南化區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,善化區,F,否,3,1
嚴重特殊傳染性肺炎,2023,13,台南市,善化區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,13,台南市,善化區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台南市,學甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,安南區,F,否,2,2
嚴重特殊傳染性肺炎,2023,13,台南市,安南區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,13,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,安南區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,安定區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,安平區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,安平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,安平區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台南市,新市區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,新營區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,東區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台南市,東山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,柳營區,M,否,1,1
嚴重特殊傳染性肺炎,2023,13,台南市,柳營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,歸仁區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,歸仁區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,永康區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台南市,永康區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台南市,永康區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,永康區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台南市,永康區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,台南市,白河區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,西港區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,台南市,西港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,關廟區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,麻豆區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台南市,麻豆區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,三民區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,13,高雄市,三民區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,高雄市,三民區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,13,高雄市,仁武區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,仁武區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,高雄市,內門區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,高雄市,前金區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,前金區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,高雄市,前鎮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,高雄市,前鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,大寮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,高雄市,大寮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,大樹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,小港區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,高雄市,小港區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,左營區,F,否,1,1
嚴重特殊傳染性肺炎,2023,13,高雄市,左營區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,旗山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,林園區,M,否,4,1
嚴重特殊傳染性肺炎,2023,13,高雄市,梓官區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,楠梓區,F,否,15-19,1
嚴重特殊傳染性肺炎,2023,13,高雄市,楠梓區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,高雄市,楠梓區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,楠梓區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,湖內區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,高雄市,美濃區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,高雄市,美濃區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,美濃區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,苓雅區,F,否,2,1
嚴重特殊傳染性肺炎,2023,13,高雄市,苓雅區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,13,高雄市,苓雅區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,高雄市,苓雅區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,高雄市,苓雅區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,茄萣區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,路竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,阿蓮區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,高雄市,鳥松區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,鳳山區,F,否,0,1
嚴重特殊傳染性肺炎,2023,13,高雄市,鳳山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,13,高雄市,鳳山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,高雄市,鳳山區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,13,高雄市,鳳山區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,高雄市,鳳山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,13,高雄市,鹽埕區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,高雄市,鼓山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,高雄市,鼓山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,基隆市,七堵區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,基隆市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,基隆市,中正區,M,否,1,1
嚴重特殊傳染性肺炎,2023,13,基隆市,中正區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,基隆市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,基隆市,仁愛區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,基隆市,信義區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,13,基隆市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,基隆市,安樂區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹市,北區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,新竹市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新竹市,東區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,新竹市,東區,F,否,5-9,1
嚴重特殊傳染性肺炎,2023,13,新竹市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,嘉義市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,嘉義市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,嘉義市,西區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,嘉義市,西區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,13,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新北市,三峽區,F,否,0,1
嚴重特殊傳染性肺炎,2023,13,新北市,三峽區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,13,新北市,三峽區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,13,新北市,三芝區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,新北市,三芝區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,13,新北市,三重區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,13,新北市,三重區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,13,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,13,新北市,三重區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,13,新北市,三重區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,新北市,中和區,M,否,65-69,2
