國名(中),國名(英),ISO3166-1（numeric）,主類別,次類別,疾病,警示日期,疫苗
奧地利,Austria,040,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
奧地利,Austria,040,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
奧地利,Austria,040,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
奧地利,Austria,040,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
奧地利,Austria,040,當地其他相關疾病,其他類,M痘,,
奧地利,Austria,040,其他類-建議,降低人際間傳播風險,,,
奧地利,Austria,040,其他類-建議,降低人畜共通傳播風險,,,
奧地利,Austria,040,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
奧地利,Austria,040,當地其他相關疾病,蟲媒傳染,蜱媒腦炎,,
奧地利,Austria,040,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
奧地利,Austria,040,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
奧地利,Austria,040,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
奧地利,Austria,040,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
奧地利,Austria,040,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
奧地利,Austria,040,當地其他相關疾病,接觸傳染,狂犬病,,
奧地利,Austria,040,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
亞塞拜然,Azerbaijan,031,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
亞塞拜然,Azerbaijan,031,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
亞塞拜然,Azerbaijan,031,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
亞塞拜然,Azerbaijan,031,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
亞塞拜然,Azerbaijan,031,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
亞塞拜然,Azerbaijan,031,預防接種規定及建議,預防接種項目,,,傷寒疫苗
亞塞拜然,Azerbaijan,031,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
亞塞拜然,Azerbaijan,031,當地其他相關疾病,蟲媒傳染,瘧疾,,
亞塞拜然,Azerbaijan,031,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
亞塞拜然,Azerbaijan,031,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
亞塞拜然,Azerbaijan,031,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
亞塞拜然,Azerbaijan,031,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
亞塞拜然,Azerbaijan,031,當地其他相關疾病,食物或飲水傳染,傷寒,,
亞塞拜然,Azerbaijan,031,注意飲食安全-建議,選擇安全的食物,,,
亞塞拜然,Azerbaijan,031,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
亞塞拜然,Azerbaijan,031,當地其他相關疾病,接觸傳染,狂犬病,,
亞塞拜然,Azerbaijan,031,當地其他相關疾病,接觸傳染,新型A型流感(2006年曾通報人類H5N1流感個案),,
亞塞拜然,Azerbaijan,031,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
亞塞拜然,Azerbaijan,031,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
亞塞拜然,Azerbaijan,031,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
葡屬亞速群島,Azores,,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
葡屬亞速群島,Azores,,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
葡屬亞速群島,Azores,,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
葡屬亞速群島,Azores,,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
葡屬亞速群島,Azores,,當地其他相關疾病,接觸傳染,狂犬病,,
葡屬亞速群島,Azores,,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
巴哈馬,Bahamas,044,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
巴哈馬,Bahamas,044,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
巴哈馬,Bahamas,044,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
巴哈馬,Bahamas,044,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
巴哈馬,Bahamas,044,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
巴哈馬,Bahamas,044,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
巴哈馬,Bahamas,044,預防接種規定及建議,預防接種項目,,,傷寒疫苗
巴哈馬,Bahamas,044,當地其他相關疾病,蟲媒傳染,登革熱,,
巴哈馬,Bahamas,044,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
巴哈馬,Bahamas,044,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
巴哈馬,Bahamas,044,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
巴哈馬,Bahamas,044,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
巴哈馬,Bahamas,044,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
巴哈馬,Bahamas,044,當地其他相關疾病,接觸傳染,狂犬病,,
巴哈馬,Bahamas,044,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
巴林王國,Bahrain,048,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
巴林王國,Bahrain,048,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
巴林王國,Bahrain,048,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
巴林王國,Bahrain,048,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
巴林王國,Bahrain,048,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
巴林王國,Bahrain,048,預防接種規定及建議,預防接種項目,,,傷寒疫苗
巴林王國,Bahrain,048,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
巴林王國,Bahrain,048,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
巴林王國,Bahrain,048,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
巴林王國,Bahrain,048,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
巴林王國,Bahrain,048,當地其他相關疾病,接觸傳染,狂犬病,,
巴林王國,Bahrain,048,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
孟加拉,Bangladesh,050,國際旅遊疫情建議等級,第一級:注意(Watch)警示,登革熱,2025-04-11,
孟加拉,Bangladesh,050,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
孟加拉,Bangladesh,050,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
孟加拉,Bangladesh,050,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,日本腦炎疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,傷寒疫苗
孟加拉,Bangladesh,050,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
孟加拉,Bangladesh,050,當地其他相關疾病,蟲媒傳染,登革熱,,
孟加拉,Bangladesh,050,當地其他相關疾病,蟲媒傳染,日本腦炎,,
孟加拉,Bangladesh,050,當地其他相關疾病,蟲媒傳染,瘧疾,,
孟加拉,Bangladesh,050,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
孟加拉,Bangladesh,050,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
孟加拉,Bangladesh,050,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
孟加拉,Bangladesh,050,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
孟加拉,Bangladesh,050,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
孟加拉,Bangladesh,050,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
孟加拉,Bangladesh,050,當地其他相關疾病,食物或飲水傳染,霍亂,,
孟加拉,Bangladesh,050,當地其他相關疾病,食物或飲水傳染,傷寒,,
孟加拉,Bangladesh,050,注意飲食安全-建議,選擇安全的食物,,,
孟加拉,Bangladesh,050,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
孟加拉,Bangladesh,050,當地其他相關疾病,接觸傳染,狂犬病,,
孟加拉,Bangladesh,050,當地其他相關疾病,接觸傳染,新型A型流感(近5年禽鳥有檢出H5N1病毒，且有人類感染個案),,
孟加拉,Bangladesh,050,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
孟加拉,Bangladesh,050,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
孟加拉,Bangladesh,050,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
巴貝多,Barbados,052,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
巴貝多,Barbados,052,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2022-04-12,
巴貝多,Barbados,052,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
巴貝多,Barbados,052,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
巴貝多,Barbados,052,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
巴貝多,Barbados,052,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
巴貝多,Barbados,052,預防接種規定及建議,預防接種項目,,,傷寒疫苗
巴貝多,Barbados,052,當地其他相關疾病,蟲媒傳染,登革熱,,
巴貝多,Barbados,052,當地其他相關疾病,蟲媒傳染,屈公病,,
巴貝多,Barbados,052,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
巴貝多,Barbados,052,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
巴貝多,Barbados,052,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
巴貝多,Barbados,052,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
巴貝多,Barbados,052,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
巴貝多,Barbados,052,當地其他相關疾病,接觸傳染,狂犬病,,
巴貝多,Barbados,052,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
白俄羅斯,Belarus,112,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
白俄羅斯,Belarus,112,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
白俄羅斯,Belarus,112,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
白俄羅斯,Belarus,112,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
白俄羅斯,Belarus,112,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
白俄羅斯,Belarus,112,當地其他相關疾病,蟲媒傳染,蜱媒腦炎,,
白俄羅斯,Belarus,112,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
白俄羅斯,Belarus,112,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
白俄羅斯,Belarus,112,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
白俄羅斯,Belarus,112,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
白俄羅斯,Belarus,112,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
白俄羅斯,Belarus,112,當地其他相關疾病,食物或飲水傳染,傷寒,,
白俄羅斯,Belarus,112,注意飲食安全-建議,選擇安全的食物,,,
白俄羅斯,Belarus,112,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
白俄羅斯,Belarus,112,當地其他相關疾病,接觸傳染,狂犬病,,
白俄羅斯,Belarus,112,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
比利時,Belgium,056,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
比利時,Belgium,056,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
比利時,Belgium,056,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
比利時,Belgium,056,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
比利時,Belgium,056,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
比利時,Belgium,056,當地其他相關疾病,其他類,M痘,,
比利時,Belgium,056,其他類-建議,降低人際間傳播風險,,,
比利時,Belgium,056,其他類-建議,降低人畜共通傳播風險,,,
比利時,Belgium,056,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
比利時,Belgium,056,當地其他相關疾病,接觸傳染,狂犬病,,
比利時,Belgium,056,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
貝里斯,Belize,084,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
貝里斯,Belize,084,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2020-11-06,
貝里斯,Belize,084,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
貝里斯,Belize,084,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
貝里斯,Belize,084,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
貝里斯,Belize,084,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
