年度,醫院層級,菌種名稱,抗生素名稱,分離菌株總數,通報藥敏試驗菌株總數,敏感性菌株數,非敏感性菌株數,通報藥敏試驗醫院家數
2013,醫學中心,Proteus mirabilis,Ampicillin(SAM),9931,6901,5041,1860,14
2013,醫學中心,Proteus mirabilis,Ampicillin,9931,8149,3334,4815,15
2013,醫學中心,Proteus mirabilis,Amikacin,9931,5728,5536,192,12
2013,醫學中心,Proteus mirabilis,Cefuroxime,9931,1333,1179,154,11
2013,醫學中心,Proteus mirabilis,Cefotaxime,9931,3978,3639,339,12
2013,醫學中心,Proteus mirabilis,Ciprofloxacin,9931,4862,3498,1364,12
2013,醫學中心,Proteus mirabilis,Cefazolin,9931,9265,4925,4340,15
2013,醫學中心,Proteus mirabilis,Ceftriaxone,9931,2206,2035,171,10
2013,醫學中心,Proteus mirabilis,Gentamicin,9931,9735,6451,3284,15
2013,醫學中心,Proteus mirabilis,Levofloxacin,9931,4663,3650,1013,11
2013,醫學中心,Pseudomonas aeruginosa,Amikacin,33648,19058,18444,614,12
2013,醫學中心,Pseudomonas aeruginosa,Cefepime,33648,18188,15564,2624,12
2013,醫學中心,Pseudomonas aeruginosa,Ciprofloxacin,33648,33579,26634,6945,15
2013,醫學中心,Pseudomonas aeruginosa,Ceftazidime,33648,33601,28308,5293,15
2013,醫學中心,Pseudomonas aeruginosa,Gentamicin,33648,32472,28318,4154,15
2013,醫學中心,Pseudomonas aeruginosa,Imipenem,33648,32792,27292,5500,15
2013,醫學中心,Pseudomonas aeruginosa,Levofloxacin,33648,22171,17071,5100,15
2013,醫學中心,Pseudomonas aeruginosa,Meropenem,33648,25046,21746,3300,15
2013,醫學中心,Pseudomonas aeruginosa,Piperacillin/Tazobactam,33648,33323,27820,5503,15
2013,醫學中心,Pseudomonas aeruginosa,Piperacillin,33648,14122,11109,3013,13
2013,醫學中心,Enterococcus faecalis,Ampicillin,16567,9218,8811,407,14
2013,醫學中心,Enterococcus faecalis,Gentamicin-High,16567,4223,2439,1784,15
2013,醫學中心,Enterococcus faecalis,Vancomycin,16567,16537,16472,65,21
2013,醫學中心,Enterococcus faecium,Ampicillin,9377,5366,481,4885,14
2013,醫學中心,Enterococcus faecium,Gentamicin-High,9377,2766,1005,1761,15
2013,醫學中心,Enterococcus faecium,Vancomycin,9377,9245,5398,3847,21
2013,醫學中心,Staphylococcus aureus,Ciprofloxacin,47350,14628,10283,4345,14
2013,醫學中心,Staphylococcus aureus,Oxacillin,47350,46645,22642,24003,21
2013,醫學中心,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,47350,32011,25606,6405,15
2013,醫學中心,Staphylococcus aureus,Vancomycin,47350,29856,29433,423,16
2013,區域醫院,Acinetobacter baumannii,Ampicillin(SAM),31478,25136,9477,15659,73
2013,區域醫院,Acinetobacter baumannii,Amikacin,31478,21831,8492,13339,73
2013,區域醫院,Acinetobacter baumannii,Cefepime,31478,24207,6773,17434,75
2013,區域醫院,Acinetobacter baumannii,Ciprofloxacin,31478,22178,5635,16543,75
2013,區域醫院,Acinetobacter baumannii,Ceftazidime,31478,26831,7580,19251,75
2013,區域醫院,Acinetobacter baumannii,Gentamicin,31478,25100,7008,18092,75
2013,區域醫院,Acinetobacter baumannii,Imipenem,31478,25067,9035,16032,81
2013,區域醫院,Acinetobacter baumannii,Levofloxacin,31478,18425,4760,13665,73
2013,區域醫院,Acinetobacter baumannii,Meropenem,31478,19744,6874,12870,77
2013,區域醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,31478,26009,6422,19587,75
2013,區域醫院,Acinetobacter baumannii,Piperacillin,31478,7870,767,7103,71
2013,區域醫院,Enterobacter cloacae,Amikacin,9270,5538,5387,151,67
2013,區域醫院,Enterobacter cloacae,Cefotaxime,9270,5099,3346,1753,66
2013,區域醫院,Enterobacter cloacae,Cefepime,9270,5580,5089,491,68
2013,區域醫院,Enterobacter cloacae,Ciprofloxacin,9270,4805,3992,813,66
2013,區域醫院,Enterobacter cloacae,Ceftazidime,9270,6362,4535,1827,68
2013,區域醫院,Enterobacter cloacae,Ceftriaxone,9270,5462,3882,1580,69
2013,區域醫院,Enterobacter cloacae,Ertapenem,9270,6469,5902,567,69
2013,區域醫院,Enterobacter cloacae,Gentamicin,9270,5711,4875,836,68
2013,區域醫院,Enterobacter cloacae,Imipenem,9270,5747,5378,369,68
2013,區域醫院,Enterobacter cloacae,Levofloxacin,9270,3660,3220,440,66
2013,區域醫院,Enterobacter cloacae,Meropenem,9270,3913,3654,259,67
2013,區域醫院,Escherichia coli,Ampicillin(SAM),129199,65926,31825,34101,68
2013,區域醫院,Escherichia coli,Ampicillin,129199,62897,16909,45988,66
2013,區域醫院,Escherichia coli,Amikacin,129199,111146,107729,3417,69
2013,區域醫院,Escherichia coli,Cefuroxime,129199,38174,25835,12339,63
2013,區域醫院,Escherichia coli,Cefotaxime,129199,63820,44857,18963,66
2013,區域醫院,Escherichia coli,Ciprofloxacin,129199,95261,59788,35473,69
2013,區域醫院,Escherichia coli,Ceftazidime,129199,82151,61078,21073,68
2013,區域醫院,Escherichia coli,Cefazolin,129199,82629,45584,37045,67
2013,區域醫院,Escherichia coli,Ceftriaxone,129199,78618,56582,22036,69
2013,區域醫院,Escherichia coli,Ertapenem,129199,87744,84961,2783,69
2013,區域醫院,Escherichia coli,Gentamicin,129199,117807,86447,31360,70
2013,區域醫院,Escherichia coli,Imipenem,129199,74771,71871,2900,70
2013,區域醫院,Escherichia coli,Levofloxacin,129199,76157,50357,25800,68
2013,區域醫院,Escherichia coli,Meropenem,129199,52218,49058,3160,68
2013,區域醫院,Klebsiella pneumoniae,Ampicillin(SAM),64981,33306,19210,14096,71
2013,區域醫院,Klebsiella pneumoniae,Amikacin,64981,52933,46145,6788,73
2013,區域醫院,Klebsiella pneumoniae,Cefuroxime,64981,17403,9458,7945,66
2013,區域醫院,Klebsiella pneumoniae,Cefotaxime,64981,32601,21281,11320,71
2013,區域醫院,Klebsiella pneumoniae,Ciprofloxacin,64981,46535,30881,15654,73
2013,區域醫院,Klebsiella pneumoniae,Ceftazidime,64981,41743,28669,13074,72
2013,區域醫院,Klebsiella pneumoniae,Cefazolin,64981,40033,22916,17117,70
2013,區域醫院,Klebsiella pneumoniae,Ceftriaxone,64981,23321,17914,5407,70
2013,區域醫院,Klebsiella pneumoniae,Ertapenem,64981,40213,36192,4021,79
2013,區域醫院,Klebsiella pneumoniae,Gentamicin,64981,55768,41075,14693,74
2013,區域醫院,Klebsiella pneumoniae,Imipenem,64981,42945,39900,3045,79
2013,區域醫院,Klebsiella pneumoniae,Levofloxacin,64981,22631,15798,6833,69
2013,區域醫院,Klebsiella pneumoniae,Meropenem,64981,25564,23307,2257,77
2013,區域醫院,Proteus mirabilis,Ampicillin(SAM),19654,15375,9822,5553,70
2013,區域醫院,Proteus mirabilis,Ampicillin,19654,13063,4157,8906,69
2013,區域醫院,Proteus mirabilis,Amikacin,19654,12385,11082,1303,66
2013,區域醫院,Proteus mirabilis,Cefuroxime,19654,6473,4691,1782,63
2013,區域醫院,Proteus mirabilis,Cefotaxime,19654,8897,6893,2004,64
2013,區域醫院,Proteus mirabilis,Ciprofloxacin,19654,11807,7739,4068,66
2013,區域醫院,Proteus mirabilis,Cefazolin,19654,18657,8855,9802,69
2013,區域醫院,Proteus mirabilis,Ceftriaxone,19654,8369,7035,1334,67
2013,區域醫院,Proteus mirabilis,Gentamicin,19654,18280,10376,7904,70
2013,區域醫院,Proteus mirabilis,Levofloxacin,19654,7833,5519,2314,66
2013,區域醫院,Pseudomonas aeruginosa,Amikacin,53000,33158,30819,2339,67
2013,區域醫院,Pseudomonas aeruginosa,Cefepime,53000,35416,30456,4960,68
2013,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,53000,43976,31352,12624,70
2013,區域醫院,Pseudomonas aeruginosa,Ceftazidime,53000,49895,43356,6539,70
2013,區域醫院,Pseudomonas aeruginosa,Gentamicin,53000,47595,37881,9714,70
2013,區域醫院,Pseudomonas aeruginosa,Imipenem,53000,43512,37224,6288,70
2013,區域醫院,Pseudomonas aeruginosa,Levofloxacin,53000,35129,24166,10963,68
2013,區域醫院,Pseudomonas aeruginosa,Meropenem,53000,35488,30415,5073,69
2013,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,53000,51163,42585,8578,70
2013,區域醫院,Pseudomonas aeruginosa,Piperacillin,53000,22796,17295,5501,67
2013,區域醫院,Enterococcus faecalis,Ampicillin,14700,10206,9872,334,67
2013,區域醫院,Enterococcus faecalis,Gentamicin-High,14700,10250,5221,5029,68
2013,區域醫院,Enterococcus faecalis,Vancomycin,14700,14620,14466,154,77
2013,區域醫院,Enterococcus faecium,Ampicillin,5899,4284,507,3777,67
2013,區域醫院,Enterococcus faecium,Gentamicin-High,5899,4223,1568,2655,68
2013,區域醫院,Enterococcus faecium,Vancomycin,5899,5904,3961,1943,77
2013,區域醫院,Staphylococcus aureus,Ciprofloxacin,59538,18841,11853,6988,71
2013,區域醫院,Staphylococcus aureus,Oxacillin,59538,59029,27206,31823,83
2013,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,59538,49209,39912,9297,74
2013,區域醫院,Staphylococcus aureus,Vancomycin,59538,47623,47044,579,75
2012,醫學中心,Acinetobacter baumannii,Ampicillin(SAM),32208,23382,9457,13925,14
2012,醫學中心,Acinetobacter baumannii,Amikacin,32208,18894,8063,10831,13
2012,醫學中心,Acinetobacter baumannii,Cefepime,32208,23427,7589,15838,14
2012,醫學中心,Acinetobacter baumannii,Ciprofloxacin,32208,23602,6901,16701,14
2012,醫學中心,Acinetobacter baumannii,Ceftazidime,32208,23438,8200,15238,14
2012,醫學中心,Acinetobacter baumannii,Gentamicin,32208,18755,5266,13489,13
2012,醫學中心,Acinetobacter baumannii,Imipenem,32208,30347,10370,19977,21
2012,醫學中心,Acinetobacter baumannii,Levofloxacin,32208,13632,4910,8722,13
2012,醫學中心,Acinetobacter baumannii,Meropenem,32208,16501,5015,11486,16
2012,醫學中心,Acinetobacter baumannii,Piperacillin/Tazobactam,32208,23585,6833,16752,14
2012,醫學中心,Enterobacter cloacae,Cefotaxime,8299,3809,2508,1301,13
2012,醫學中心,Enterobacter cloacae,Ceftazidime,8299,4998,2876,2122,12
2012,醫學中心,Enterobacter cloacae,Ceftriaxone,8299,4571,2512,2059,11
2012,醫學中心,Enterobacter cloacae,Ertapenem,8299,7124,6293,831,13
2012,醫學中心,Enterobacter cloacae,Imipenem,8299,3147,3064,83,12
2012,醫學中心,Enterobacter cloacae,Meropenem,8299,1694,1672,22,12
2012,醫學中心,Escherichia coli,Amikacin,70838,62969,62112,857,13
2012,醫學中心,Escherichia coli,Cefotaxime,70838,29571,21848,7723,13
2012,醫學中心,Escherichia coli,Ciprofloxacin,70838,56961,36885,20076,13
2012,醫學中心,Escherichia coli,Ceftazidime,70838,30451,22709,7742,12
2012,醫學中心,Escherichia coli,Ceftriaxone,70838,41971,30825,11146,11
2012,醫學中心,Escherichia coli,Ertapenem,70838,57618,57121,497,13
2012,醫學中心,Escherichia coli,Gentamicin,70838,69751,51584,18167,13
2012,醫學中心,Escherichia coli,Imipenem,70838,26162,26083,79,12
2012,醫學中心,Escherichia coli,Levofloxacin,70838,54949,36832,18117,12
2012,醫學中心,Escherichia coli,Meropenem,70838,14017,13974,43,12
2012,醫學中心,Klebsiella pneumoniae,Amikacin,46683,29138,27380,1758,14
2012,醫學中心,Klebsiella pneumoniae,Cefotaxime,46683,18954,13881,5073,14
2012,醫學中心,Klebsiella pneumoniae,Ciprofloxacin,46683,27341,19491,7850,14
2012,醫學中心,Klebsiella pneumoniae,Ceftazidime,46683,21305,15178,6127,14
2012,醫學中心,Klebsiella pneumoniae,Ertapenem,46683,42009,38842,3167,20
2012,醫學中心,Klebsiella pneumoniae,Gentamicin,46683,33483,26833,6650,14
2012,醫學中心,Klebsiella pneumoniae,Imipenem,46683,22444,21553,891,21
2012,醫學中心,Klebsiella pneumoniae,Meropenem,46683,12074,11831,243,16
2012,醫學中心,Proteus mirabilis,Ampicillin(SAM),9620,5231,3934,1297,13
2012,醫學中心,Proteus mirabilis,Ampicillin,9620,8535,3484,5051,13
2012,醫學中心,Proteus mirabilis,Cefazolin,9620,9605,5321,4284,13
2012,醫學中心,Proteus mirabilis,Gentamicin,9620,9575,6492,3083,13
2012,醫學中心,Pseudomonas aeruginosa,Ciprofloxacin,33580,33537,26619,6918,13
2012,醫學中心,Pseudomonas aeruginosa,Ceftazidime,33580,32805,27547,5258,13
2012,醫學中心,Pseudomonas aeruginosa,Gentamicin,33580,29614,24983,4631,13
2012,醫學中心,Pseudomonas aeruginosa,Imipenem,33580,31989,26844,5145,13
2012,醫學中心,Pseudomonas aeruginosa,Levofloxacin,33580,20511,15827,4684,13
2012,醫學中心,Pseudomonas aeruginosa,Meropenem,33580,23621,20819,2802,13
2012,醫學中心,Pseudomonas aeruginosa,Piperacillin/Tazobactam,33580,33325,28437,4888,13
2012,醫學中心,Pseudomonas aeruginosa,Piperacillin,33580,14458,11701,2757,11
2012,醫學中心,Enterococcus faecalis,Ampicillin,11687,6933,6877,56,14
2012,醫學中心,Enterococcus faecalis,Gentamicin-High,11687,3326,1865,1461,14
2012,醫學中心,Enterococcus faecalis,Vancomycin,11687,12182,12096,86,21
2012,醫學中心,Enterococcus faecium,Ampicillin,7331,4515,397,4118,14
2012,醫學中心,Enterococcus faecium,Gentamicin-High,7331,2907,1128,1779,14
2012,醫學中心,Enterococcus faecium,Vancomycin,7331,7559,3952,3607,21
2012,醫學中心,Staphylococcus aureus,Ciprofloxacin,48110,11617,6977,4640,12
2012,醫學中心,Staphylococcus aureus,Oxacillin,48110,48694,22968,25726,21
2012,醫學中心,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,48110,36037,28105,7932,14
2012,醫學中心,Staphylococcus aureus,Vancomycin,48110,28232,28219,13,15
2012,區域醫院,Acinetobacter baumannii,Ampicillin(SAM),35263,28001,9852,18149,69
2012,區域醫院,Acinetobacter baumannii,Amikacin,35263,25201,8472,16729,70
2012,區域醫院,Acinetobacter baumannii,Cefepime,35263,25212,6142,19070,70
2012,區域醫院,Acinetobacter baumannii,Ciprofloxacin,35263,26491,5912,20579,70
2012,區域醫院,Acinetobacter baumannii,Ceftazidime,35263,29630,7381,22249,71
2012,區域醫院,Acinetobacter baumannii,Gentamicin,35263,27464,6757,20707,71
2012,區域醫院,Acinetobacter baumannii,Imipenem,35263,27460,9556,17904,81
2012,區域醫院,Acinetobacter baumannii,Levofloxacin,35263,19727,4651,15076,67
2012,區域醫院,Acinetobacter baumannii,Meropenem,35263,17713,6125,11588,74
2012,區域醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,35263,28018,5994,22024,71
2012,區域醫院,Enterobacter cloacae,Cefotaxime,9372,5007,3349,1658,61
2012,區域醫院,Enterobacter cloacae,Ceftazidime,9372,6278,4507,1771,62
2012,區域醫院,Enterobacter cloacae,Ceftriaxone,9372,5201,3719,1482,63
2012,區域醫院,Enterobacter cloacae,Ertapenem,9372,4499,4202,297,66
2012,區域醫院,Enterobacter cloacae,Imipenem,9372,5423,5243,180,62
2012,區域醫院,Enterobacter cloacae,Meropenem,9372,3464,3443,21,60
2012,區域醫院,Escherichia coli,Amikacin,119324,99951,96976,2975,63
2012,區域醫院,Escherichia coli,Cefotaxime,119324,57474,41622,15852,60
2012,區域醫院,Escherichia coli,Ciprofloxacin,119324,91058,58891,32167,63
2012,區域醫院,Escherichia coli,Ceftazidime,119324,74527,55897,18630,61
2012,區域醫院,Escherichia coli,Ceftriaxone,119324,65352,47158,18194,62
2012,區域醫院,Escherichia coli,Ertapenem,119324,57878,56908,970,64
2012,區域醫院,Escherichia coli,Gentamicin,119324,108161,77550,30611,65
2012,區域醫院,Escherichia coli,Imipenem,119324,50732,50463,269,63
2012,區域醫院,Escherichia coli,Levofloxacin,119324,62881,41739,21142,61
2012,區域醫院,Escherichia coli,Meropenem,119324,34752,34606,146,61
2012,區域醫院,Klebsiella pneumoniae,Amikacin,65426,51034,44126,6908,69
2012,區域醫院,Klebsiella pneumoniae,Cefotaxime,65426,30170,20606,9564,66
2012,區域醫院,Klebsiella pneumoniae,Ciprofloxacin,65426,48862,33852,15010,70
2012,區域醫院,Klebsiella pneumoniae,Ceftazidime,65426,40444,28238,12206,67
2012,區域醫院,Klebsiella pneumoniae,Ertapenem,65426,32909,30225,2684,75
2012,區域醫院,Klebsiella pneumoniae,Gentamicin,65426,54185,39242,14943,71
2012,區域醫院,Klebsiella pneumoniae,Imipenem,65426,39353,38052,1301,76
2012,區域醫院,Klebsiella pneumoniae,Meropenem,65426,21707,20408,1299,73
2012,區域醫院,Proteus mirabilis,Ampicillin(SAM),18918,14065,9032,5033,62
2012,區域醫院,Proteus mirabilis,Ampicillin,18918,11990,3592,8398,60
2012,區域醫院,Proteus mirabilis,Cefazolin,18918,17158,7964,9194,63
2012,區域醫院,Proteus mirabilis,Gentamicin,18918,17315,9715,7600,64
2012,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,50795,45706,33719,11987,64
2012,區域醫院,Pseudomonas aeruginosa,Ceftazidime,50795,49863,42400,7463,65
2012,區域醫院,Pseudomonas aeruginosa,Gentamicin,50795,47973,37843,10130,65
2012,區域醫院,Pseudomonas aeruginosa,Imipenem,50795,44672,38363,6309,66
2012,區域醫院,Pseudomonas aeruginosa,Levofloxacin,50795,34030,23766,10264,61
2012,區域醫院,Pseudomonas aeruginosa,Meropenem,50795,31913,27846,4067,63
2012,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,50795,48801,41296,7505,65
2012,區域醫院,Pseudomonas aeruginosa,Piperacillin,50795,24685,20026,4659,61
2012,區域醫院,Enterococcus faecalis,Ampicillin,12891,9365,8962,403,64
2012,區域醫院,Enterococcus faecalis,Gentamicin-High,12891,8160,4280,3880,63
2012,區域醫院,Enterococcus faecalis,Vancomycin,12891,12884,12816,68,74
2012,區域醫院,Enterococcus faecium,Ampicillin,5322,4090,551,3539,64
2012,區域醫院,Enterococcus faecium,Gentamicin-High,5322,3580,1303,2277,63
2012,區域醫院,Enterococcus faecium,Vancomycin,5322,5296,3453,1843,74
2012,區域醫院,Staphylococcus aureus,Ciprofloxacin,59372,17976,11635,6341,65
2012,區域醫院,Staphylococcus aureus,Oxacillin,59372,58891,27993,30898,82
2012,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,59372,47255,38253,9002,70
2012,區域醫院,Staphylococcus aureus,Vancomycin,59372,47147,47127,20,75
2011,醫學中心,Acinetobacter baumannii,Ampicillin(SAM),34633,25141,11165,13976,14
2011,醫學中心,Acinetobacter baumannii,Amikacin,34633,18297,7786,10511,12
2011,醫學中心,Acinetobacter baumannii,Cefepime,34633,24419,8388,16031,14
2011,醫學中心,Acinetobacter baumannii,Ciprofloxacin,34633,25444,7834,17610,14
2011,醫學中心,Acinetobacter baumannii,Ceftazidime,34633,25333,8782,16551,14
2011,醫學中心,Acinetobacter baumannii,Gentamicin,34633,23494,7083,16411,14
2011,醫學中心,Acinetobacter baumannii,Imipenem,34633,30840,11788,19052,21
2011,醫學中心,Acinetobacter baumannii,Levofloxacin,34633,16307,5833,10474,12
2011,醫學中心,Acinetobacter baumannii,Piperacillin/Tazobactam,34633,23339,6874,16465,14
2011,醫學中心,Enterobacter cloacae,Cefotaxime,8248,3071,1796,1275,10
2011,醫學中心,Enterobacter cloacae,Ceftazidime,8248,5235,2933,2302,10
2011,醫學中心,Enterobacter cloacae,Ceftriaxone,8248,5094,2850,2244,11
2011,醫學中心,Enterobacter cloacae,Imipenem,8248,2960,2837,123,12
2011,醫學中心,Enterobacter cloacae,Meropenem,8248,1285,1187,98,9
2011,醫學中心,Escherichia coli,Amikacin,68156,60795,58758,2037,13
2011,醫學中心,Escherichia coli,Cefotaxime,68156,20321,14832,5489,10
2011,醫學中心,Escherichia coli,Ciprofloxacin,68156,54157,35961,18196,13
2011,醫學中心,Escherichia coli,Ceftazidime,68156,31348,21712,9636,10
2011,醫學中心,Escherichia coli,Ceftriaxone,68156,45252,33196,12056,11
2011,醫學中心,Escherichia coli,Gentamicin,68156,67438,49567,17871,13
2011,醫學中心,Escherichia coli,Levofloxacin,68156,50612,33524,17088,10
2011,醫學中心,Klebsiella pneumoniae,Amikacin,48799,27697,25527,2170,13
2011,醫學中心,Klebsiella pneumoniae,Cefotaxime,48799,15993,11740,4253,11
2011,醫學中心,Klebsiella pneumoniae,Ciprofloxacin,48799,29666,21730,7936,14
2011,醫學中心,Klebsiella pneumoniae,Ceftazidime,48799,23053,16508,6545,11
2011,醫學中心,Klebsiella pneumoniae,Ertapenem,48799,40790,37795,2995,21
2011,醫學中心,Klebsiella pneumoniae,Gentamicin,48799,35736,28909,6827,14
2011,醫學中心,Klebsiella pneumoniae,Imipenem,48799,21516,20724,792,21
2011,醫學中心,Proteus mirabilis,Ampicillin(SAM),10030,4985,3548,1437,12
2011,醫學中心,Proteus mirabilis,Ampicillin,10030,8218,3450,4768,13
2011,醫學中心,Proteus mirabilis,Cefazolin,10030,8967,5102,3865,13
2011,醫學中心,Proteus mirabilis,Gentamicin,10030,9375,6216,3159,13
2011,醫學中心,Pseudomonas aeruginosa,Ciprofloxacin,35889,34972,27699,7273,13
2011,醫學中心,Pseudomonas aeruginosa,Ceftazidime,35889,35803,29765,6038,13
2011,醫學中心,Pseudomonas aeruginosa,Gentamicin,35889,28711,24195,4516,13
2011,醫學中心,Pseudomonas aeruginosa,Imipenem,35889,34864,29088,5776,13
2011,醫學中心,Pseudomonas aeruginosa,Levofloxacin,35889,22629,17508,5121,12
2011,醫學中心,Pseudomonas aeruginosa,Meropenem,35889,23195,19731,3464,11
2011,醫學中心,Pseudomonas aeruginosa,Piperacillin/Tazobactam,35889,35577,29770,5807,13
2011,醫學中心,Pseudomonas aeruginosa,Piperacillin,35889,13652,11133,2519,8
2011,醫學中心,Enterococcus faecalis,Ampicillin,11770,6848,6725,123,13
2011,醫學中心,Enterococcus faecalis,Gentamicin-High,11770,3498,2065,1433,14
2011,醫學中心,Enterococcus faecalis,Vancomycin,11770,11766,11631,135,21
2011,醫學中心,Enterococcus faecium,Ampicillin,7353,4729,443,4286,13
2011,醫學中心,Enterococcus faecium,Gentamicin-High,7353,3010,1124,1886,14
2011,醫學中心,Enterococcus faecium,Vancomycin,7353,7347,4125,3222,21
2011,醫學中心,Staphylococcus aureus,Ciprofloxacin,52339,12396,7565,4831,11
2011,醫學中心,Staphylococcus aureus,Oxacillin,52339,52181,24203,27978,21
2011,醫學中心,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,52339,37596,29205,8391,14
2011,醫學中心,Staphylococcus aureus,Vancomycin,52339,31969,31955,14,15
2011,區域醫院,Acinetobacter baumannii,Ampicillin(SAM),34927,26707,9085,17622,64
2011,區域醫院,Acinetobacter baumannii,Amikacin,34927,25208,8526,16682,64
2011,區域醫院,Acinetobacter baumannii,Cefepime,34927,24967,5885,19082,66
2011,區域醫院,Acinetobacter baumannii,Ciprofloxacin,34927,25962,5537,20425,67
2011,區域醫院,Acinetobacter baumannii,Ceftazidime,34927,28856,6699,22157,67
2011,區域醫院,Acinetobacter baumannii,Gentamicin,34927,27295,6407,20888,65
2011,區域醫院,Acinetobacter baumannii,Imipenem,34927,31497,11684,19813,82
2011,區域醫院,Acinetobacter baumannii,Levofloxacin,34927,18781,4120,14661,61
2011,區域醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,34927,27364,5828,21536,67
2011,區域醫院,Enterobacter cloacae,Cefotaxime,8364,4283,2771,1512,54
2011,區域醫院,Enterobacter cloacae,Ceftazidime,8364,5412,3886,1526,55
2011,區域醫院,Enterobacter cloacae,Ceftriaxone,8364,5033,3526,1507,58
2011,區域醫院,Enterobacter cloacae,Imipenem,8364,4902,4657,245,58
2011,區域醫院,Enterobacter cloacae,Meropenem,8364,2855,2652,203,52
2011,區域醫院,Escherichia coli,Amikacin,100586,87255,84139,3116,58
2011,區域醫院,Escherichia coli,Cefotaxime,100586,48982,34823,14159,56
2011,區域醫院,Escherichia coli,Ciprofloxacin,100586,79153,51311,27842,60
2011,區域醫院,Escherichia coli,Ceftazidime,100586,59630,46632,12998,57
2011,區域醫院,Escherichia coli,Ceftriaxone,100586,59789,42831,16958,60
2011,區域醫院,Escherichia coli,Gentamicin,100586,94725,67114,27611,59
2011,區域醫院,Escherichia coli,Levofloxacin,100586,54821,35897,18924,56
2011,區域醫院,Klebsiella pneumoniae,Amikacin,60574,47842,40714,7128,64
2011,區域醫院,Klebsiella pneumoniae,Cefotaxime,60574,28219,19465,8754,61
2011,區域醫院,Klebsiella pneumoniae,Ciprofloxacin,60574,46164,31603,14561,66
2011,區域醫院,Klebsiella pneumoniae,Ceftazidime,60574,34664,25129,9535,64
2011,區域醫院,Klebsiella pneumoniae,Ertapenem,60574,28195,25380,2815,74
2011,區域醫院,Klebsiella pneumoniae,Gentamicin,60574,52039,37698,14341,65
2011,區域醫院,Klebsiella pneumoniae,Imipenem,60574,39223,37336,1887,76
2011,區域醫院,Proteus mirabilis,Ampicillin(SAM),18333,12955,7900,5055,58
2011,區域醫院,Proteus mirabilis,Ampicillin,18333,12743,3981,8762,57
2011,區域醫院,Proteus mirabilis,Cefazolin,18333,16395,7666,8729,58
2011,區域醫院,Proteus mirabilis,Gentamicin,18333,17072,8967,8105,57
2011,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,49688,44429,32284,12145,61
2011,區域醫院,Pseudomonas aeruginosa,Ceftazidime,49688,48151,42126,6025,61
2011,區域醫院,Pseudomonas aeruginosa,Gentamicin,49688,46914,36402,10512,59
2011,區域醫院,Pseudomonas aeruginosa,Imipenem,49688,43814,38106,5708,61
2011,區域醫院,Pseudomonas aeruginosa,Levofloxacin,49688,33141,22929,10212,56
2011,區域醫院,Pseudomonas aeruginosa,Meropenem,49688,28709,24908,3801,55
2011,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,49688,44448,38160,6288,61
2011,區域醫院,Pseudomonas aeruginosa,Piperacillin,49688,24592,20110,4482,57
2011,區域醫院,Enterococcus faecalis,Ampicillin,11435,8008,7437,571,57
2011,區域醫院,Enterococcus faecalis,Gentamicin-High,11435,6003,3110,2893,55
2011,區域醫院,Enterococcus faecalis,Vancomycin,11435,11356,11266,90,70
2011,區域醫院,Enterococcus faecium,Ampicillin,4565,3309,479,2830,57
2011,區域醫院,Enterococcus faecium,Gentamicin-High,4565,2584,847,1737,55
2011,區域醫院,Enterococcus faecium,Vancomycin,4565,4550,3056,1494,70
2011,區域醫院,Staphylococcus aureus,Ciprofloxacin,58159,15819,10341,5478,61
2011,區域醫院,Staphylococcus aureus,Oxacillin,58159,57976,27378,30598,82
2011,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,58159,43405,33949,9456,65
2011,區域醫院,Staphylococcus aureus,Vancomycin,58159,43718,43476,242,69
2010,醫學中心,Acinetobacter baumannii,Ampicillin(SAM),35759,26216,12287,13929,13
2010,醫學中心,Acinetobacter baumannii,Amikacin,35759,18388,7572,10816,11
2010,醫學中心,Acinetobacter baumannii,Cefepime,35759,25025,8864,16161,13
2010,醫學中心,Acinetobacter baumannii,Ciprofloxacin,35759,26487,8176,18311,14
2010,醫學中心,Acinetobacter baumannii,Ceftazidime,35759,26547,8753,17794,14
2010,醫學中心,Acinetobacter baumannii,Gentamicin,35759,25643,7707,17936,14
2010,醫學中心,Acinetobacter baumannii,Imipenem,35759,32451,13283,19168,21
2010,醫學中心,Acinetobacter baumannii,Levofloxacin,35759,16126,5859,10267,10
