年度,區別,縣市,行政區,單位/醫事機構代碼,醫療院所名稱,地址,連絡電話
2022,北區,新竹市,東　區,1112010519,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市東　區東區光復路二段６９０號,03-6119595
2022,北區,新竹市,東　區,1112010528,國泰醫療財團法人新竹國泰綜合醫院,新竹市東　區中華路二段６７８號,03-5278999
2022,中區,台中市,中　區,1117010019,仁愛醫療財團法人台中仁愛醫院,台中市中　區柳岸里柳川東路三段３６號,04-22255450
2022,南區,台南市,東　區,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院,台南市東　區泉北里東門路一段５７號,06-2748316
2022,南區,嘉義市,東　區,1122010012,戴德森醫療財團法人嘉義基督教醫院,嘉義市東　區忠孝路５３９號,05-2765041
2022,南區,嘉義市,東　區,1122010021,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市東　區大雅路二段５６５號藥劑科,05-2756000
2022,台北區,新北市,板橋區,1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市板橋區南雅南路２段２１號,02-89667000
2022,台北區,新北市,新店區,1131050515,佛教慈濟醫療財團法人台北慈濟醫院,新北市新店區建國路289號,02-66289779
2022,台北區,新北市,三峽區,1131090019,行天宮醫療志業醫療財團法人恩主公醫院,新北市三峽區復興路３９９號,02-26723456
2022,台北區,新北市,淡水區,1131100010,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,新北市淡水區民生路45號,02-28094661
2022,台北區,新北市,汐止區,1131110516,國泰醫療財團法人汐止國泰綜合醫院,新北市汐止區建成路59巷2號,02-26482121
2022,台北區,新北市,土城區,1131130018,新北市立土城醫院(委託長庚醫療財團法人興建經營),新北市土城區金城路二段6號,02-22630588
2022,北區,桃園市,桃園區,1132010024,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,桃園市桃園區建新街123號,03-3613141
2022,北區,桃園市,龜山區,1132070011,長庚醫療財團法人林口長庚紀念醫院,桃園市龜山區復興街五號,03-3281200
2022,中區,南投縣,南投市,1138010019,彰化基督教醫療財團法人南投基督教醫院,南投縣南投市中興路870號,049-2225595
2022,中區,南投縣,埔里鎮,1138020015,埔基醫療財團法人埔里基督教醫院,南投縣埔里鎮鐵山路１號,049-2912151
2022,南區,雲林縣,斗六市,1139010013,佛教慈濟醫療財團法人斗六慈濟醫院,雲林縣斗六市雲林路二段248號,05-5372000
2022,南區,雲林縣,斗南鎮,1139020019,天主教中華道明修女會醫療財團法人天主教福安醫院,雲林縣斗南鎮文昌路１１０號,05-5952688
2022,南區,雲林縣,虎尾鎮,1139030015,天主教若瑟醫療財團法人若瑟醫院,雲林縣虎尾鎮新生路７４號,05-6337333
2022,南區,雲林縣,西螺鎮,1139040011,彰化基督教醫療財團法人雲林基督教醫院,雲林縣西螺鎮市場南路375號,05-5871111
2022,南區,雲林縣,麥寮鄉,1139130010,長庚醫療財團法人雲林長庚紀念醫院,雲林縣麥寮鄉中興村工業路1500號,05-6915151
2022,南區,嘉義縣,朴子市,1140010510,長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣朴子市嘉朴路西段六號、八號,05-3621000
2022,南區,嘉義縣,大林鎮,1140030012,佛教慈濟醫療財團法人大林慈濟醫院,嘉義縣大林鎮民生路二號,05-2648000
2022,南區,台南市,柳營區,1141090512,奇美醫療財團法人柳營奇美醫院,台南市柳營區太康201號,06-6226999
2022,南區,台南市,永康區,1141310019,奇美醫療財團法人奇美醫院,台南市永康區中華路９０１號,06-2812811
2022,高屏區,高雄市,鳳山區,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,高雄市鳳山區經武路４２號,07-7418151
2022,高屏區,高雄市,鳥松區,1142100017,長庚醫療財團法人高雄長庚紀念醫院,高雄市鳥松區大埤路１２３號,07-7317123
2022,高屏區,高雄市,燕巢區,1142120001,義大醫療財團法人義大醫院,高雄市燕巢區義大路1號,07-6150011
2022,高屏區,屏東縣,屏東市,1143010012,屏基醫療財團法人屏東基督教醫院,屏東縣屏東市華山里大連路６０號,08-7363026
2022,高屏區,屏東縣,恆春鎮,1143040010,恆基醫療財團法人恆春基督教醫院,屏東縣恆春鎮恆西路21號,08-8892293
2022,中區,台中市,北　區,1303260014,中國醫藥大學兒童醫院,台中市北　區北區育德路2號8樓,04-22052121
2022,南區,台南市,安南區,1305370013,臺南市立安南醫院-委託中國醫藥大學興建經營,台南市安南區長和路二段66號,06-3553111
2022,高屏區,高雄市,旗津區,1307370011,高雄市立旗津醫院（委託財團法人私立高雄醫學大學經營）,高雄市旗津區旗港路33號,07-5711188
2022,台北區,台北市,萬華區,1401190039,同仁院醫療財團法人萬華醫院,台北市萬華區中華路２段６０６巷６號,02-23059292
2022,台北區,基隆市,暖暖區,1411030013,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,基隆市暖暖區源遠路２９號,02-24579101
2022,北區,苗栗縣,苗栗市,1435010013,財團法人臺灣省私立桃園仁愛之家附設苗栗新生醫院,苗栗縣苗栗市新東街１１７號,037-320988
2022,中區,台中市,東勢區,1436020013,東勢區農會附設農民醫院,台中市東勢區豐勢路２９７號,04-25771919
2022,台北區,台北市,松山區,1501010010,博仁綜合醫院,台北市松山區光復北路６６．６８號,02-25786677
2022,台北區,台北市,中山區,1501100037,協和婦女醫院,台北市中山區松江路８５巷５號,02-25072222
2022,高屏區,高雄市,三民區,1502051426,四季台安醫院,高雄市三民區聯興路157號,07-3983000
2022,高屏區,高雄市,新興區,1502060014,蕭志文醫院,高雄市新興區七賢一路１０２號,07-2243199
2022,高屏區,高雄市,新興區,1502060149,惠仁醫院,"高雄市新興區中山一路６７,６９號之２",07-2010196
2022,高屏區,高雄市,前金區,1502070118,健新醫院,高雄市前金區七賢二路295號,07-2613866
2022,高屏區,高雄市,苓雅區,1502081175,邱外科醫院,高雄市苓雅區苓雅里成功一路１３７號,07-3364131
2022,高屏區,高雄市,前鎮區,1502090209,吳昆哲婦產小兒科醫院,高雄市前鎮區興東里民權二路４３０號,07-3319611
2022,高屏區,高雄市,小港區,1502110064,安泰醫院,高雄市小港區沿海一路２２１號,07-8017856
2022,高屏區,高雄市,左營區,1507300068,鈞安婦幼聯合醫院,高雄市左營區華夏路609號,07-3480088
2022,高屏區,高雄市,楠梓區,1507310019,金安心醫院,高雄市楠梓區加昌路606號1－4樓,07-3649890
2022,高屏區,高雄市,楠梓區,1507310037,高大美杏生醫院,高雄市楠梓區大學東路1號,07-3658885
2022,高屏區,高雄市,三民區,1507320015,新高醫院,高雄市三民區莊敬路２８８號,07-3828814
2022,高屏區,高雄市,新興區,1507330039,忠孝泌尿專科醫院,高雄市新興區忠孝一路255號,07-2361761
2022,高屏區,高雄市,前金區,1507340017,中正脊椎骨科醫院,高雄市前金區中正四路100號,07-2855999
2022,高屏區,高雄市,前金區,1507340026,上琳醫院,高雄市前金區自強一路67號,07-2828668
2022,高屏區,高雄市,前鎮區,1507360028,新正薪醫院,高雄市前鎮區一心一路233號1-4樓,07-9705335
2022,台北區,基隆市,中正區,1511010068,新昆明醫院,基隆市中正區中正路３０號,02-24268106
2022,北區,新竹市,東　區,1512011185,南門綜合醫院,新竹市東　區東區林森路２０號,03-5261122
2022,北區,新竹市,北　區,1512040051,新中興醫院,新竹市北　區興南街４３號,03-5213163
2022,中區,台中市,中　區,1517011112,澄清綜合醫院,台中市中　區中區平等街１３９號,04-24632000
2022,南區,嘉義市,東　區,1522011115,陽明醫院,嘉義市東　區吳鳳北路252號,05-2252000
2022,南區,嘉義市,西　區,1522021175,盧亞人醫院,嘉義市西　區北杏里民權路４０６號,05-2248347
2022,南區,嘉義市,西　區,1522021264,安心醫院,嘉義市西　區新民路88號,05-2353100
2022,台北區,新北市,板橋區,1531010082,板新醫院,新北市板橋區中正路１８９號,02-29609955
2022,台北區,新北市,板橋區,1531010108,蕭中正醫院,新北市板橋區南雅南路１段１５–１、１７、１９號,02-29685661
2022,台北區,新北市,板橋區,1531010279,板橋中興醫院,新北市板橋區忠孝路１５號,02-29590707
2022,台北區,新北市,三重區,1531020122,宏仁醫院,新北市三重區三和路２段１８６－１９６號,02-29784022
2022,台北區,新北市,三重區,1531021165,三重中興醫院,新北市三重區中興北街21號,02-29959680
2022,台北區,新北市,三重區,1531021174,祐民醫院,新北市三重區重新路２段２號,02-29783456
2022,台北區,新北市,永和區,1531031278,永和復康醫院,新北市永和區中和路５７５，５７７號,02-29240925
2022,台北區,新北市,三峽區,1531091149,清福醫院,新北市三峽區介壽路一段278號,26739288
2022,台北區,新北市,瑞芳區,1531120038,瑞芳礦工醫院,新北市瑞芳區一坑路７１－２號,02-24974101
2022,台北區,新北市,土城區,1531130052,廣川醫院,新北市土城區裕民路２７６號,02-22617000
2022,台北區,新北市,土城區,1531130105,仁安醫院,新北市土城區中央路１段６２．６４號,02-22627088
2022,台北區,新北市,土城區,1531131139,元復醫院,新北市土城區中央路2段318-324號1-4樓,02-22661886
2022,台北區,新北市,蘆洲區,1531140058,全民醫院,新北市蘆洲區三民路5、7、9號（1）樓,02-22821576
2022,中區,彰化縣,彰化市,1537010219,成美醫院,彰化縣彰化市信義里三民路５６號,04-7273127
2022,北區,桃園市,桃園區,1532010120,聯新國際醫院桃新分院,桃園市桃園區復興路195號,03-3325678
2022,北區,桃園市,桃園區,1532011154,敏盛綜合醫院,桃園市桃園區經國路１６８號,03-3179599
2022,北區,桃園市,龍潭區,1532091081,龍潭敏盛醫院,桃園市龍潭區中豐路１６８號,03-4794151
2022,北區,桃園市,平鎮區,1532100012,新永和醫院,桃園市平鎮區延平路一段８１號,03-4220606
2022,北區,桃園市,平鎮區,1532100049,聯新國際醫院,桃園市平鎮區廣泰路77號,03-4941234
2022,北區,桃園市,平鎮區,1532101091,陽明醫院,桃園市平鎮區延平路二段５６號,03-4929929
2022,北區,桃園市,平鎮區,1532101108,宋俊宏婦幼醫院,桃園市平鎮區民族路199號,03-4020999
2022,北區,桃園市,平鎮區,1532101117,秉坤婦幼醫院,桃園市平鎮區延平路二段129號,03-4025866
2022,北區,新竹縣,竹東鎮,1533030028,林醫院,新竹縣竹東鎮東林路７６號,03-5962316
2022,北區,新竹縣,竹東鎮,1533030046,竹信醫院,新竹縣竹東鎮仁愛路１９６號,03-5962998
2022,北區,新竹縣,竹北市,1533051063,大安醫院,新竹縣竹北市博愛街３１８巷６號,03-5557188
2022,北區,新竹縣,竹北市,1533051072,新仁醫院,新竹縣竹北市博愛街３３１號,03-5552039
2022,北區,苗栗縣,苗栗市,1535010024,協和醫院,苗栗縣苗栗市中正路１３６７號,037-352631
2022,北區,苗栗縣,苗栗市,1535010051,大千綜合醫院,苗栗縣苗栗市恭敬路36號,037-357125
2022,中區,台中市,大雅區,1536100081,清泉醫院,台中市大雅區雅潭路四段80號,04-25605600
2022,中區,台中市,烏日區,1536151042,烏日澄清醫院,台中市烏日區光明路４１９號,04-23376232
2022,中區,台中市,霧峰區,1536181139,本堂澄清醫院,台中市霧峰區中正路718號,04-23390000
2022,中區,台中市,太平區,1536190076,賢德醫院,台中市太平區宜欣里宜昌路４２０號,04-22732551
2022,中區,台中市,大里區,1536201065,新菩提醫院,台中市大里區西榮里中興路２段６２１號,04-24829966
2022,中區,彰化縣,彰化市,1537010175,冠華醫院,彰化縣彰化市光復里中正路一段４３７號,04-7256067
2022,南區,雲林縣,斗六市,1539010048,洪揚醫院,雲林縣斗六市文化路１３８號,05-5323039
2022,南區,雲林縣,西螺鎮,1539040019,育仁醫院,雲林縣西螺鎮延平路１６２號,05-5862686
2022,南區,雲林縣,土庫鎮,1539050015,蔡醫院,雲林縣土庫鎮中山路６４號,05-6622580
2022,南區,雲林縣,北港鎮,1539060011,全生醫院,雲林縣北港鎮中正路100號,05-7832851
2022,南區,雲林縣,北港鎮,1539061063,諸元內科醫院,雲林縣北港鎮中和里中山路１２５號,05-7832068
2022,高屏區,高雄市,苓雅區,1202080029,信義醫療財團法人高雄基督教醫院,高雄市苓雅區華新街８６號,07-3321111
2022,中區,台中市,東　區,1317020519,中國醫藥大學附設醫院台中東區分院,台中市東　區自由路3段296號,04-22121058
2022,中區,台中市,南　區,1317040011,中山醫學大學附設醫院,台中市南　區南區建國北路一段１１０號,04-24739595
2022,中區,台中市,南　區,1317040039,中山醫學大學附設醫院中興分院,台中市南　區復興路2段11號,04-22621652
2022,中區,台中市,北　區,1317050017,中國醫藥大學附設醫院,台中市北　區學士路2號,04-22062121
2022,台北區,新北市,中和區,1331040513,衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,新北市中和區中正路291號,02-22490088
2022,台北區,新北市,泰山區,1331160010,輔仁大學學校財團法人輔仁大學附設醫院,新北市泰山區貴子路６９號,02-85128888
2022,北區,新竹縣,竹北市,1333050017,中國醫藥大學新竹附設醫院,新竹縣竹北市興隆路一段199號,03-5580558
2022,南區,雲林縣,北港鎮,1339060017,中國醫藥大學北港附設醫院,雲林縣北港鎮新街里新德路１２３號,05-7837901
2022,高屏區,屏東縣,東港鎮,1343030018,輔英科技大學附設醫院,屏東縣東港鎮興台里中山路５號,08-8323146
2022,台北區,台北市,萬華區,1401190011,財團法人台灣省私立台北仁濟院附設仁濟醫院,台北市萬華區廣州街２００．２４３號,02-23021133
2022,台北區,台北市,文山區,1501201020,景美醫院,台北市文山區羅斯福路６段２８０號,02-29331010
2022,高屏區,高雄市,鼓山區,1502020065,正大醫院,高雄市鼓山區鼓山三路１２８－９號,07-5823989
2022,高屏區,高雄市,左營區,1502031095,馨蕙馨醫院,高雄市左營區明誠二路五四一號,07-5586080
2022,高屏區,高雄市,左營區,1502031102,柏仁醫院,高雄市左營區博愛二路三五０號（一樓至三樓）,07-5508888
2022,高屏區,高雄市,楠梓區,1502040021,健仁醫院,高雄市楠梓區楠陽路１３６號,07-3517166
2022,高屏區,高雄市,楠梓區,1502040076,顏威裕醫院,高雄市楠梓區秀昌里後昌路８２６號,07-3639053
2022,高屏區,高雄市,楠梓區,1502041108,長春醫院,高雄市楠梓區右昌街３３１號１–５樓,07-3612995
