確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,感染國別,縣市別代碼,鄉鎮別代碼,感染國別代碼
084,2002,32,台北市,松山區,M,1,50~54,1,印尼,63000,63000010,360
002a,2002,33,彰化縣,員林市,M,1,30~34,1,印尼,10007,10007100,360
006,2002,33,花蓮縣,花蓮市,F,1,20~24,1,越南,10015,10015010,704
061,2002,33,台北市,南港區,M,1,55~59,1,多明尼加,63000,63000090,214
084,2002,33,新北市,永和區,M,1,40~44,1,印度,65000,65000040,356
006,2002,33,台中市,西屯區,M,1,45~49,1,中國,66000,66000060,156
006,2002,34,雲林縣,斗六市,M,1,30~34,1,南非,10009,10009010,710
061,2002,34,基隆市,七堵區,M,1,25~29,1,越南,10017,10017020,704
061,2002,34,新北市,永和區,F,1,25~29,1,泰國,65000,65000040,764
061,2002,34,新北市,永和區,M,1,35~39,1,緬甸,65000,65000040,104
006,2002,34,台中市,北區,F,1,5~9,1,印尼,66000,66000050,360
006,2002,34,台中市,北屯區,F,1,25~29,1,印尼,66000,66000080,360
006,2002,34,台南市,東區,F,1,30~34,1,菲律賓,67000,67000320,608
084,2002,34,台南市,東區,M,1,45~49,1,中國,67000,67000320,156
061,2002,34,桃園市,中壢區,F,1,20~24,1,泰國,68000,68000020,764
061,2002,35,苗栗縣,苗栗市,M,1,25~29,1,菲律賓,10005,10005010,608
084,2002,35,台中市,大里區,F,1,70+,1,泰國,66000,66000280,764
061,2002,35,桃園市,中壢區,M,1,25~29,1,泰國,68000,68000020,764
061,2002,36,台中市,南區,M,1,45~49,1,馬來西亞,66000,66000030,458
055,2002,36,台中市,神岡區,F,1,25~29,1,中國,66000,66000160,156
084,2002,37,台北市,南港區,M,1,45~49,1,加納,63000,63000090,288
061,2002,37,新北市,中和區,M,1,20~24,1,印尼,65000,65000030,360
002,2002,37,台南市,安南區,M,1,50~54,1,印尼,67000,67000350,360
002a,2002,39,屏東縣,內埔鄉,M,1,60~64,1,中國,10013,10013130,156
006,2002,39,新竹市,香山區,F,1,35~39,1,越南,10018,10018030,704
061,2002,39,台北市,大同區,F,1,35~39,1,緬甸,63000,63000060,104
006,2002,39,新北市,林口區,M,1,15~19,1,印尼,65000,65000170,360
002,2002,40,新竹市,北區,F,1,25~29,1,印尼,10018,10018020,360
004,2002,40,台北市,士林區,M,1,70+,1,印尼,63000,63000110,360
002,2002,40,台北市,文山區,F,1,25~29,1,菲律賓,63000,63000080,608
002,2002,40,台北市,文山區,F,1,25~29,1,菲律賓,63000,63000081,608
002,2002,40,台北市,文山區,F,1,25~29,1,菲律賓,63000,63000082,608
061,2002,40,台中市,北區,F,1,55~59,1,馬來西亞,66000,66000050,458
061,2002,41,台北市,北投區,F,1,25~29,1,泰國,63000,63000120,764
061,2002,41,桃園市,平鎮區,M,1,70+,1,印尼,68000,68000100,360
004,2002,42,南投縣,竹山鎮,F,1,65~69,1,印尼,10008,10008040,360
004,2002,42,台北市,信義區,M,1,70+,1,印尼,63000,63000020,360
084,2002,42,台北市,其他,F,1,35~39,1,印度,63000,63000999,356
006,2002,42,台北市,士林區,F,1,20~24,1,印尼,63000,63000110,360
061,2002,42,台北市,士林區,M,1,60~64,1,柬埔寨,63000,63000110,116
061,2002,42,台北市,文山區,M,1,20~24,1,馬來西亞,63000,63000080,458
061,2002,42,台北市,文山區,M,1,20~24,1,馬來西亞,63000,63000081,458
061,2002,42,台北市,文山區,M,1,20~24,1,馬來西亞,63000,63000082,458
061,2002,42,台南市,北區,F,1,35~39,1,中國,67000,67000340,156
006,2002,42,台南市,東山區,F,1,20~24,1,柬埔寨,67000,67000060,116
061,2002,43,台中市,北區,M,1,20~24,1,菲律賓,66000,66000050,608
006,2002,44,南投縣,埔里鎮,F,1,20~24,1,印尼,10008,10008020,360
061,2002,44,屏東縣,東港鎮,M,1,35~39,1,印尼,10013,10013030,360
002a,2002,44,高雄市,左營區,F,1,45~49,1,中國,64000,64000030,156
006,2002,44,台中市,北區,F,1,25~29,1,印尼,66000,66000050,360
006,2002,44,台中市,北屯區,F,1,30~34,1,印尼,66000,66000080,360
006,2002,44,桃園市,中壢區,F,1,20~24,1,越南,68000,68000020,704
084,2002,44,桃園市,龜山區,M,1,40~44,1,肯亞,68000,68000070,404
006,2002,45,宜蘭縣,蘇澳鎮,M,1,20~24,1,印尼,10002,10002030,360
002a,2002,45,彰化縣,和美鎮,F,1,65~69,1,中國,10007,10007030,156
006,2002,47,宜蘭縣,蘇澳鎮,M,1,30~34,1,菲律賓,10002,10002030,608
061,2002,48,屏東縣,東港鎮,M,1,30~34,1,印尼,10013,10013030,360
004,2002,48,台北市,中正區,M,1,25~29,1,日本,63000,63000050,392
006,2002,48,台北市,內湖區,F,1,20~24,1,印尼,63000,63000100,360
004,2002,48,台北市,文山區,F,1,4,1,緬甸,63000,63000080,104
004,2002,48,台北市,文山區,F,1,4,1,緬甸,63000,63000081,104
004,2002,48,台北市,文山區,F,1,4,1,緬甸,63000,63000082,104
006,2002,48,台北市,文山區,F,1,4,1,緬甸,63000,63000080,104
006,2002,48,台北市,文山區,F,1,4,1,緬甸,63000,63000081,104
006,2002,48,台北市,文山區,F,1,4,1,緬甸,63000,63000082,104
006,2002,48,新北市,林口區,M,1,10~14,1,緬甸,65000,65000170,104
006,2002,48,台南市,新營區,F,1,30~34,1,印尼,67000,67000010,360
006,2002,48,台南市,東區,F,1,30~34,1,越南,67000,67000320,704
061,2002,48,桃園市,中壢區,F,1,55~59,1,泰國,68000,68000020,764
0360,2002,49,新竹市,其他,F,1,70+,1,新加坡,10018,10018999,702
004,2002,49,台北市,中山區,M,1,30~34,1,越南,63000,63000040,704
0701,2002,49,桃園市,桃園區,M,1,30~34,1,斯里蘭卡,68000,68000010,144
002a,2002,50,宜蘭縣,蘇澳鎮,F,1,2,1,中國,10002,10002030,156
006,2002,50,宜蘭縣,頭城鎮,M,1,35~39,1,菲律賓,10002,10002040,608
061,2002,50,屏東縣,屏東市,M,1,55~59,1,越南,10013,10013010,704
006,2002,50,台南市,白河區,F,1,20~24,1,柬埔寨,67000,67000030,116
004,2002,51,宜蘭縣,蘇澳鎮,F,1,25~29,1,中國,10002,10002030,156
084,2002,51,雲林縣,土庫鎮,M,1,20~24,1,泰國,10009,10009050,764
004,2002,51,台北市,中山區,F,1,35~39,1,印尼,63000,63000040,360
004,2002,51,台北市,中山區,M,1,35~39,1,印尼,63000,63000040,360
084,2002,51,新北市,林口區,M,1,20~24,1,緬甸,65000,65000170,104
061,2002,51,台中市,大里區,M,1,25~29,1,菲律賓,66000,66000280,608
006,2002,51,台南市,南區,F,1,25~29,1,印尼,67000,67000330,360
004,2002,52,台北市,中山區,F,1,20~24,1,越南,63000,63000040,704
004,2002,52,台北市,中正區,M,1,0,1,印尼,63000,63000050,360
004,2002,52,台北市,士林區,M,1,25~29,1,印尼,63000,63000110,360
004,2002,52,台北市,文山區,F,1,25~29,1,印尼,63000,63000080,360
004,2002,52,台北市,文山區,F,1,25~29,1,印尼,63000,63000081,360
004,2002,52,台北市,文山區,F,1,25~29,1,印尼,63000,63000082,360
004,2002,52,台北市,松山區,F,1,40~44,1,印尼,63000,63000010,360
061,2002,52,台中市,神岡區,M,1,35~39,1,泰國,66000,66000160,764
006,2002,52,台南市,歸仁區,M,1,25~29,2,泰國,67000,67000280,764
006,2002,52,台南市,歸仁區,M,1,35~39,1,泰國,67000,67000280,764
006,2003,1,彰化縣,員林市,F,1,25~29,1,印尼,10007,10007100,360
006,2003,1,台北市,信義區,F,1,30~34,1,印尼,63000,63000020,360
006,2003,1,台北市,士林區,F,1,20~24,1,印尼,63000,63000110,360
0812,2003,1,台北市,士林區,M,1,45~49,1,中國,63000,63000110,156
006,2003,1,新北市,三芝區,F,1,25~29,1,印尼,65000,65000210,360
061,2003,1,桃園市,平鎮區,M,1,40~44,1,印尼,68000,68000100,360
061,2003,2,台北市,中山區,F,1,35~39,1,菲律賓,63000,63000040,608
006,2003,2,台北市,其他,F,1,30~34,1,印尼,63000,63000999,360
006,2003,2,台北市,松山區,F,1,25~29,1,印尼,63000,63000010,360
061,2003,2,高雄市,苓雅區,M,1,30~34,1,馬來西亞,64000,64000080,458
006,2003,2,新北市,三重區,F,1,20~24,1,印尼,65000,65000020,360
006,2003,2,新北市,樹林區,F,1,25~29,1,印尼,65000,65000070,360
061,2003,2,台中市,北屯區,M,1,10~14,1,菲律賓,66000,66000080,608
061,2003,2,桃園市,中壢區,F,1,45~49,1,越南,68000,68000020,704
0701,2003,3,台北市,松山區,F,1,25~29,1,印尼,63000,63000010,360
006,2003,3,台南市,善化區,F,1,20~24,1,印尼,67000,67000190,360
006,2003,3,台南市,善化區,F,1,25~29,1,印尼,67000,67000190,360
006,2003,3,台南市,新營區,F,1,25~29,1,印尼,67000,67000010,360
006,2003,4,宜蘭縣,羅東鎮,F,1,30~34,1,菲律賓,10002,10002020,608
006,2003,4,宜蘭縣,蘇澳鎮,M,1,20~24,1,越南,10002,10002030,704
061,2003,4,台北市,內湖區,M,1,35~39,1,菲律賓,63000,63000100,608
006,2003,4,台北市,大同區,F,1,20~24,1,菲律賓,63000,63000060,608
006,2003,4,高雄市,路竹區,M,1,20~24,1,印尼,64000,64000240,360
006,2003,4,新北市,新店區,F,1,30~34,1,印尼,65000,65000060,360
061,2003,4,台中市,大肚區,M,1,55~59,1,泰國,66000,66000240,764
061,2003,4,桃園市,桃園區,M,1,45~49,1,緬甸,68000,68000010,104
006,2003,5,苗栗縣,公館鄉,F,1,25~29,1,越南,10005,10005090,704
030,2003,6,台北市,大安區,F,1,25~29,1,印尼,63000,63000030,360
006,2003,6,新北市,樹林區,F,1,35~39,1,菲律賓,65000,65000070,608
006,2003,7,彰化縣,和美鎮,M,1,25~29,1,泰國,10007,10007030,764
0701,2003,7,彰化縣,花壇鄉,M,1,20~24,1,中國,10007,10007080,156
061,2003,7,新竹市,北區,M,1,40~44,1,印尼,10018,10018020,360
004,2003,7,桃園市,平鎮區,M,1,10~14,1,印尼,68000,68000100,360
084,2003,7,其他,其他,M,1,35~39,1,印度,99999,99999999,356
006,2003,8,台北市,內湖區,M,1,55~59,1,中國,63000,63000100,156
061,2003,8,台北市,文山區,M,1,50~54,1,泰國,63000,63000080,764
061,2003,8,台北市,文山區,M,1,50~54,1,泰國,63000,63000081,764
061,2003,8,台北市,文山區,M,1,50~54,1,泰國,63000,63000082,764
084,2003,8,新北市,板橋區,M,1,45~49,1,巴布亞紐幾內亞,65000,65000010,598
084,2003,8,新北市,樹林區,F,1,25~29,1,印尼,65000,65000070,360
004,2003,8,新北市,深坑區,F,1,20~24,1,越南,65000,65000180,704
061,2003,8,台南市,東區,M,1,20~24,1,印尼,67000,67000320,360
006,2003,9,宜蘭縣,宜蘭市,F,1,30~34,1,印尼,10002,10002010,360
004,2003,9,彰化縣,彰化市,F,1,70+,1,印尼,10007,10007010,360
SARS,2003,9,台北市,大安區,M,1,50~54,1,中國,63000,63000030,156
006,2003,9,新北市,土城區,M,1,35~39,1,中國,65000,65000130,156
084,2003,9,新北市,樹林區,M,1,35~39,1,印尼,65000,65000070,360
006,2003,9,台南市,仁德區,M,1,30~34,1,泰國,67000,67000270,764
006,2003,9,台南市,將軍區,F,1,15~19,1,越南,67000,67000160,704
006,2003,10,宜蘭縣,羅東鎮,F,1,30~34,1,越南,10002,10002020,704
006,2003,10,苗栗縣,後龍鎮,F,1,20~24,1,印尼,10005,10005060,360
061,2003,10,屏東縣,屏東市,M,1,70+,1,印尼,10013,10013010,360
084,2003,10,花蓮縣,吉安鄉,M,1,40~44,1,南非,10015,10015050,710
006,2003,10,新北市,板橋區,F,1,20~24,1,泰國,65000,65000010,764
006,2003,10,新北市,永和區,F,1,25~29,1,印尼,65000,65000040,360
030,2003,10,台南市,安南區,M,1,20~24,1,緬甸,67000,67000350,104
006,2003,10,桃園市,觀音區,M,1,20~24,1,泰國,68000,68000120,764
006,2003,11,雲林縣,麥寮鄉,F,1,20~24,2,印尼,10009,10009130,360
002,2003,11,新竹市,東區,F,1,25~29,1,印尼,10018,10018010,360
SARS,2003,11,台北市,大安區,F,1,20~24,1,香港,63000,63000030,344
006,2003,11,桃園市,大園區,M,1,40~44,1,中國,68000,68000060,156
006,2003,12,宜蘭縣,冬山鄉,F,1,30~34,1,菲律賓,10002,10002080,608
006,2003,12,宜蘭縣,員山鄉,F,1,20~24,1,柬埔寨,10002,10002070,116
006,2003,12,彰化縣,和美鎮,F,1,25~29,1,印尼,10007,10007030,360
SARS,2003,12,台北市,信義區,M,1,40~44,1,中國,63000,63000020,156
006,2003,13,宜蘭縣,壯圍鄉,F,1,20~24,1,中國,10002,10002060,156
SARS,2003,13,台北市,內湖區,M,1,45~49,1,中國,63000,63000100,156
0701,2003,13,台北市,士林區,M,1,25~29,1,中國,63000,63000110,156
SARS,2003,13,台北市,大安區,F,1,25~29,1,中國,63000,63000030,156
SARS,2003,13,高雄市,苓雅區,M,1,45~49,1,中國,64000,64000080,156
SARS,2003,13,新北市,中和區,M,1,35~39,1,中國,65000,65000030,156
006,2003,14,雲林縣,斗六市,F,1,35~39,1,未知,10009,10009010,000
SARS,2003,14,台北市,內湖區,F,1,45~49,1,中國,63000,63000100,156
4828,2003,14,台北市,大安區,M,1,55~59,1,中國,63000,63000030,156
SARS,2003,14,台北市,大安區,M,1,55~59,1,中國,63000,63000030,156
SARS,2003,14,台北市,松山區,M,1,55~59,1,新加坡,63000,63000010,702
061,2003,14,新北市,板橋區,M,1,25~29,1,印尼,65000,65000010,360
006,2003,14,新北市,泰山區,F,1,35~39,1,菲律賓,65000,65000160,608
004,2003,14,桃園市,桃園區,F,1,20~24,1,印尼,68000,68000010,360
006,2003,15,嘉義縣,民雄鄉,M,1,30~34,1,中非,10010,10010050,140
SARS,2003,15,台北市,信義區,M,1,45~49,1,中國,63000,63000020,156
0701,2003,15,台北市,大安區,M,1,40~44,1,中國,63000,63000030,156
084,2003,15,新北市,板橋區,F,1,25~29,1,印尼,65000,65000010,360
025,2003,15,台中市,北區,M,1,50~54,1,越南,66000,66000050,704
002a,2003,15,台中市,霧峰區,F,1,20~24,1,印度,66000,66000260,356
006,2003,16,彰化縣,大村鄉,M,1,25~29,1,泰國,10007,10007130,764
006,2003,16,彰化縣,福興鄉,F,1,30~34,1,越南,10007,10007060,704
0701,2003,16,台北市,松山區,M,1,25~29,1,蘇聯,63000,63000010,810
002,2003,16,新北市,三峽區,M,1,1,1,越南,65000,65000090,704
SARS,2003,17,桃園市,楊梅區,F,1,20~24,1,中國,68000,68000040,156
055,2003,17,其他,其他,F,1,0,2,菲律賓,99999,99999999,608
084,2003,18,台東縣,達仁鄉,M,1,25~29,1,索羅門群島,10014,10014150,090
084,2003,19,屏東縣,屏東市,M,1,30~34,1,巴布亞紐幾內亞,10013,10013010,598
SARS,2003,19,台北市,中正區,M,1,35~39,1,中國,63000,63000050,156
061,2003,19,高雄市,三民區,F,1,25~29,1,印尼,64000,64000050,360
061,2003,19,高雄市,三民區,F,1,25~29,1,印尼,64000,64000051,360
061,2003,19,高雄市,三民區,F,1,25~29,1,印尼,64000,64000052,360
030,2003,19,桃園市,中壢區,F,1,20~24,1,菲律賓,68000,68000020,608
055,2003,20,桃園市,龜山區,M,1,1,1,中國,68000,68000070,156
006,2003,21,台北市,大安區,F,1,30~34,1,印尼,63000,63000030,360
0701,2003,21,台南市,永康區,M,1,20~24,1,中國,67000,67000310,156
084,2003,22,台北市,松山區,M,1,60~64,1,賴比瑞亞,63000,63000010,430
061,2003,23,宜蘭縣,五結鄉,M,1,50~54,1,柬埔寨,10002,10002090,116
084,2003,23,台東縣,大武鄉,M,1,45~49,1,索羅門群島,10014,10014100,090
061,2003,23,新北市,樹林區,M,1,25~29,1,印尼,65000,65000070,360
084,2003,24,彰化縣,彰化市,M,1,35~39,1,馬拉威,10007,10007010,454
006,2003,24,嘉義縣,水上鄉,M,1,45~49,1,泰國,10010,10010120,764
002,2003,24,台南縣(舊),永康市,F,1,35~39,1,印尼,10011,10011310,360
061,2003,24,新北市,新店區,M,1,40~44,1,印尼,65000,65000060,360
084,2003,24,桃園市,桃園區,M,1,40~44,1,肯亞,68000,68000010,404
0701,2003,25,宜蘭縣,蘇澳鎮,M,1,25~29,1,菲律賓,10002,10002030,608
084,2003,25,高雄市,三民區,F,1,25~29,1,印尼,64000,64000050,360
084,2003,25,高雄市,三民區,F,1,25~29,1,印尼,64000,64000051,360
084,2003,25,高雄市,三民區,F,1,25~29,1,印尼,64000,64000052,360
084,2003,25,新北市,八里區,F,1,55~59,1,印尼,65000,65000230,360
084,2003,26,花蓮縣,花蓮市,F,1,25~29,1,布吉納法索,10015,10015010,854
061,2003,26,台北市,中正區,F,1,40~44,1,印尼,63000,63000050,360
084,2003,26,高雄市,楠梓區,M,1,55~59,1,幾內亞,64000,64000040,324
084,2003,27,台東縣,大武鄉,M,1,45~49,1,索羅門群島,10014,10014100,090
061,2003,27,高雄市,路竹區,M,1,50~54,1,越南,64000,64000240,704
061,2003,27,桃園市,中壢區,F,1,20~24,1,泰國,68000,68000020,764
061,2003,28,台北市,北投區,M,1,50~54,1,柬埔寨,63000,63000120,116
004,2003,28,新北市,永和區,F,1,25~29,1,印度,65000,65000040,356
061,2003,29,高雄市,岡山區,M,1,50~54,1,斯里蘭卡,64000,64000190,144
056,2003,30,新北市,永和區,F,1,40~44,1,印尼,65000,65000040,360
061,2003,30,台南市,中西區,M,1,50~54,1,泰國,67000,67000370,764
006,2003,30,桃園市,桃園區,F,1,25~29,1,印尼,68000,68000010,360
0701,2003,31,高雄市,新興區,M,1,20~24,1,澳大利亞,64000,64000060,036
061,2003,31,台中市,西區,M,1,45~49,1,泰國,66000,66000040,764
0701,2003,31,桃園市,蘆竹區,M,1,25~29,1,泰國,68000,68000050,764
061,2003,32,新竹市,東區,M,1,30~34,1,印尼,10018,10018010,360
061,2003,32,新北市,土城區,F,1,70+,1,緬甸,65000,65000130,104
0701,2003,32,新北市,板橋區,F,1,35~39,1,馬來西亞,65000,65000010,458
061,2003,32,新北市,樹林區,M,1,25~29,1,越南,65000,65000070,704
084,2003,33,台東縣,太麻里鄉,M,1,30~34,1,索羅門群島,10014,10014090,090
061,2003,33,高雄市,三民區,M,1,50~54,1,泰國,64000,64000050,764
061,2003,33,高雄市,三民區,M,1,50~54,1,泰國,64000,64000051,764
061,2003,33,高雄市,三民區,M,1,50~54,1,泰國,64000,64000052,764
006,2003,33,台南市,東區,F,1,55~59,1,南非,67000,67000320,710
061,2003,34,宜蘭縣,其他,F,1,20~24,1,越南,10002,10002999,704
061,2003,34,屏東縣,萬丹鄉,M,1,45~49,1,菲律賓,10013,10013050,608
084,2003,34,桃園市,桃園區,M,1,60~64,1,布吉納法索,68000,68000010,854
061,2003,35,彰化縣,鹿港鎮,M,1,40~44,1,菲律賓,10007,10007020,608
061,2003,35,新北市,板橋區,M,1,20~24,1,印度,65000,65000010,356
006,2003,35,台中市,西屯區,F,1,40~44,1,印尼,66000,66000060,360
002a,2003,36,新竹市,東區,M,1,35~39,1,中國,10018,10018010,156
004,2003,36,台中市,南屯區,M,1,60~64,1,中國,66000,66000070,156
061,2003,36,台南市,安平區,M,1,25~29,1,菲律賓,67000,67000360,608
084,2003,36,桃園市,龍潭區,F,1,15~19,1,緬甸,68000,68000090,104
084,2003,36,其他,其他,F,1,40~44,1,聖多美和普林西比,99999,99999999,678
084,2003,37,新竹市,北區,M,1,65~69,1,象牙海岸,10018,10018020,384
002,2003,37,高雄市,美濃區,M,1,25~29,1,印尼,64000,64000310,360
061,2003,38,新北市,中和區,F,1,45~49,1,菲律賓,65000,65000030,608
0701,2003,39,宜蘭縣,冬山鄉,F,1,5~9,1,印度,10002,10002080,356
061,2003,39,屏東縣,新園鄉,F,1,25~29,1,菲律賓,10013,10013170,608
061,2003,39,台中市,清水區,M,1,45~49,1,越南,66000,66000120,704
061,2003,39,台南市,新營區,F,1,40~44,1,菲律賓,67000,67000010,608
084,2003,40,宜蘭縣,五結鄉,M,1,25~29,1,印度,10002,10002090,356
002a,2003,40,台北市,士林區,F,1,25~29,1,中國,63000,63000110,156
061,2003,40,桃園市,觀音區,M,1,55~59,1,印尼,68000,68000120,360
004,2003,41,新竹縣,新豐鄉,M,1,55~59,1,印尼,10004,10004060,360
084,2003,41,桃園市,桃園區,M,1,50~54,1,甘比亞,68000,68000010,270
004,2003,42,新竹縣,新豐鄉,F,1,30~34,1,越南,10004,10004060,704
004,2003,42,新竹縣,新豐鄉,F,1,35~39,1,越南,10004,10004060,704
004,2003,42,新竹縣,新豐鄉,F,1,70+,1,越南,10004,10004060,704
004,2003,42,新竹縣,新豐鄉,M,1,35~39,1,越南,10004,10004060,704
061,2003,42,苗栗縣,竹南鎮,M,1,25~29,1,菲律賓,10005,10005040,608
061,2003,42,彰化縣,彰化市,M,1,20~24,1,泰國,10007,10007010,764
061,2003,42,屏東縣,屏東市,M,1,50~54,1,印尼,10013,10013010,360
004,2003,42,台南市,學甲區,F,1,45~49,1,印尼,67000,67000130,360
061,2003,43,新竹縣,竹北市,M,1,40~44,1,菲律賓,10004,10004010,608
061,2003,43,台北市,中山區,M,1,55~59,1,菲律賓,63000,63000040,608
002,2003,43,台北市,內湖區,F,1,30~34,1,菲律賓,63000,63000100,608
004,2003,43,台北市,內湖區,F,1,30~34,1,菲律賓,63000,63000100,608
055,2003,43,台中市,南區,F,1,25~29,1,泰國,66000,66000030,764
002,2003,43,台中市,南區,M,1,45~49,1,巴基斯坦,66000,66000030,586
061,2003,43,台中市,西屯區,M,1,50~54,1,越南,66000,66000060,704
0812,2003,43,桃園市,中壢區,F,1,20~24,1,中國,68000,68000020,156
0701,2003,44,彰化縣,秀水鄉,M,1,40~44,1,越南,10007,10007070,704
061,2003,44,屏東縣,林邊鄉,M,1,60~64,1,泰國,10013,10013190,764
004,2003,44,台北市,中正區,M,1,20~24,1,中國,63000,63000050,156
061,2003,44,台北市,中正區,M,1,40~44,1,印度,63000,63000050,356
061,2003,44,台北市,萬華區,M,1,25~29,1,馬來西亞,63000,63000070,458
061,2003,44,台北市,萬華區,M,1,25~29,1,馬來西亞,63000,63000071,458
061,2003,44,台北市,萬華區,M,1,25~29,1,馬來西亞,63000,63000072,458
061,2003,44,台北市,萬華區,M,1,50~54,1,馬來西亞,63000,63000070,458
061,2003,44,台北市,萬華區,M,1,50~54,1,馬來西亞,63000,63000071,458
061,2003,44,台北市,萬華區,M,1,50~54,1,馬來西亞,63000,63000072,458
061,2003,44,高雄市,左營區,F,1,30~34,1,越南,64000,64000030,704
004,2003,44,台中市,西屯區,F,1,55~59,1,越南,66000,66000060,704
0701,2003,44,桃園市,龜山區,F,1,25~29,1,菲律賓,68000,68000070,608
006,2003,45,宜蘭縣,宜蘭市,F,1,30~34,1,菲律賓,10002,10002010,608
004,2003,45,台北市,大同區,M,1,65~69,1,越南,63000,63000060,704
0701,2003,45,台北市,松山區,M,1,30~34,1,越南,63000,63000010,704
004,2003,45,新北市,中和區,M,1,25~29,1,中國,65000,65000030,156
084,2003,45,新北市,中和區,M,1,50~54,1,印尼,65000,65000030,360
