確定病名,診斷年份,診斷月份,縣市,性別,非本國籍,年齡層,確定病例數,縣市別代碼
042,2005,04,新北市,M,0,60~64,1,65000
042,2005,04,新北市,M,0,70+,1,65000
042,2005,04,台中市,M,0,20~24,1,66000
042,2005,04,台中市,M,0,25~29,1,66000
042,2005,04,台中市,M,0,30~34,2,66000
042,2005,04,台中市,M,0,35~39,1,66000
042,2005,04,台中市,M,0,40~44,1,66000
042,2005,04,台南市,F,0,25~29,1,67000
042,2005,04,台南市,M,0,40~44,1,67000
042,2005,04,桃園市,M,0,20~24,1,68000
042,2005,04,桃園市,M,0,30~34,1,68000
042,2005,04,桃園市,M,0,35~39,1,68000
042,2005,04,桃園市,M,0,40~44,1,68000
042,2005,05,新竹縣,M,0,30~34,1,10004
042,2005,05,新竹縣,M,0,40~44,1,10004
042,2005,05,南投縣,M,0,70+,1,10008
042,2005,05,嘉義縣,M,0,25~29,1,10010
042,2005,05,嘉義縣,M,0,30~34,1,10010
042,2005,05,台東縣,M,0,30~34,1,10014
042,2005,05,台東縣,M,0,35~39,1,10014
042,2005,05,花蓮縣,M,0,35~39,1,10015
042,2005,05,新竹市,M,0,20~24,1,10018
042,2005,05,新竹市,M,0,30~34,1,10018
042,2005,05,新竹市,M,0,35~39,1,10018
042,2005,05,新竹市,M,0,65~69,1,10018
042,2005,05,台北市,F,0,40~44,1,63000
042,2005,05,台北市,M,0,20~24,1,63000
042,2005,05,台北市,M,0,25~29,2,63000
042,2005,05,台北市,M,0,30~34,6,63000
042,2005,05,台北市,M,0,35~39,7,63000
042,2005,05,台北市,M,0,40~44,3,63000
042,2005,05,台北市,M,0,50~54,3,63000
042,2005,05,新北市,F,0,30~34,1,65000
042,2005,05,新北市,F,0,40~44,1,65000
042,2005,05,新北市,M,0,20~24,1,65000
042,2005,05,新北市,M,0,25~29,7,65000
042,2005,05,新北市,M,0,30~34,2,65000
042,2005,05,新北市,M,0,35~39,3,65000
042,2005,05,新北市,M,0,40~44,2,65000
042,2005,05,新北市,M,0,45~49,1,65000
042,2005,05,新北市,M,0,50~54,1,65000
042,2005,05,新北市,M,1,25~29,1,65000
042,2005,05,台中市,F,0,50~54,1,66000
042,2005,05,台中市,M,0,30~34,3,66000
042,2005,05,台中市,M,0,50~54,1,66000
042,2005,05,台中市,M,1,30~34,1,66000
042,2005,05,台南市,M,0,25~29,1,67000
042,2005,05,台南市,M,0,30~34,1,67000
042,2005,05,台南市,M,0,50~54,1,67000
042,2005,05,桃園市,M,0,45~49,2,68000
042,2005,06,宜蘭縣,F,0,65~69,1,10002
042,2005,06,彰化縣,F,0,55~59,1,10007
042,2005,06,屏東縣,M,0,50~54,1,10013
042,2005,06,基隆市,M,0,20~24,1,10017
042,2005,06,新竹市,M,0,55~59,1,10018
042,2005,06,台北市,M,0,1,3,63000
042,2005,06,台北市,M,0,20~24,1,63000
042,2005,06,台北市,M,0,25~29,7,63000
042,2005,06,台北市,M,0,30~34,6,63000
042,2005,06,台北市,M,0,35~39,1,63000
042,2005,06,台北市,M,0,40~44,1,63000
042,2005,06,台北市,M,0,45~49,4,63000
042,2005,06,台北市,M,0,60~64,1,63000
042,2005,06,台北市,M,0,70+,1,63000
042,2005,06,台北市,M,1,25~29,1,63000
042,2005,06,高雄市,M,0,20~24,1,64000
042,2005,06,高雄市,M,0,25~29,4,64000
042,2005,06,高雄市,M,0,30~34,2,64000
042,2005,06,高雄市,M,0,35~39,1,64000
042,2005,06,高雄市,M,0,45~49,1,64000
042,2005,06,高雄市,M,0,60~64,2,64000
042,2005,06,高雄市,M,0,65~69,2,64000
042,2005,06,新北市,F,1,30~34,1,65000
042,2005,06,新北市,M,0,20~24,1,65000
042,2005,06,新北市,M,0,25~29,1,65000
042,2005,06,新北市,M,0,30~34,3,65000
042,2005,06,新北市,M,0,40~44,2,65000
042,2005,06,新北市,M,0,50~54,1,65000
042,2005,06,新北市,M,0,55~59,1,65000
042,2005,06,新北市,M,0,60~64,2,65000
042,2005,06,新北市,M,0,65~69,1,65000
042,2005,06,新北市,M,0,70+,1,65000
042,2005,06,台中市,M,0,20~24,1,66000
042,2005,06,台中市,M,0,30~34,1,66000
042,2005,06,台南市,F,0,45~49,2,67000
042,2005,06,桃園市,M,0,30~34,2,68000
042,2005,06,桃園市,M,0,35~39,1,68000
042,2005,06,桃園市,M,0,45~49,1,68000
042,2005,07,新竹縣,F,0,20~24,1,10004
042,2005,07,彰化縣,M,0,40~44,1,10007
042,2005,07,南投縣,M,0,25~29,1,10008
042,2005,07,屏東縣,M,0,35~39,1,10013
042,2005,07,屏東縣,M,0,40~44,1,10013
042,2005,07,基隆市,M,0,35~39,1,10017
042,2005,07,新竹市,M,0,40~44,1,10018
042,2005,07,新竹市,M,0,65~69,1,10018
042,2005,07,台北市,M,0,25~29,1,63000
042,2005,07,台北市,M,0,30~34,2,63000
042,2005,07,台北市,M,0,35~39,3,63000
042,2005,07,高雄市,F,0,35~39,1,64000
042,2005,07,高雄市,M,0,20~24,1,64000
042,2005,07,高雄市,M,0,25~29,4,64000
042,2005,07,高雄市,M,0,35~39,3,64000
042,2005,07,高雄市,M,0,40~44,1,64000
042,2005,07,高雄市,M,0,45~49,2,64000
042,2005,07,高雄市,M,0,60~64,1,64000
042,2005,07,新北市,F,0,40~44,1,65000
042,2005,07,新北市,F,0,65~69,1,65000
042,2005,07,新北市,M,0,30~34,3,65000
042,2005,07,新北市,M,0,35~39,2,65000
042,2005,07,新北市,M,0,40~44,1,65000
042,2005,07,新北市,M,0,55~59,1,65000
042,2005,07,新北市,M,0,60~64,1,65000
042,2005,07,台中市,M,0,45~49,1,66000
042,2005,07,台南市,M,0,45~49,1,67000
042,2005,07,桃園市,M,0,20~24,1,68000
042,2005,07,桃園市,M,0,25~29,1,68000
042,2005,07,桃園市,M,0,30~34,1,68000
042,2005,07,桃園市,M,0,35~39,1,68000
042,2005,08,南投縣,M,0,35~39,1,10008
042,2005,08,雲林縣,M,0,35~39,1,10009
042,2005,08,屏東縣,M,0,35~39,1,10013
042,2005,08,台東縣,M,0,20~24,1,10014
042,2005,08,台東縣,M,0,35~39,1,10014
042,2005,08,新竹市,M,0,35~39,1,10018
042,2005,08,台北市,F,0,60~64,3,63000
042,2005,08,台北市,M,0,20~24,1,63000
042,2005,08,台北市,M,0,35~39,3,63000
042,2005,08,台北市,M,0,40~44,1,63000
042,2005,08,台北市,M,0,65~69,3,63000
042,2005,08,高雄市,F,0,40~44,1,64000
042,2005,08,高雄市,M,0,30~34,1,64000
042,2005,08,高雄市,M,1,45~49,1,64000
042,2005,08,新北市,F,0,45~49,1,65000
042,2005,08,新北市,M,0,25~29,3,65000
042,2005,08,新北市,M,0,30~34,1,65000
042,2005,08,新北市,M,0,35~39,2,65000
042,2005,08,新北市,M,0,40~44,2,65000
042,2005,08,新北市,M,0,45~49,2,65000
042,2005,08,新北市,M,0,55~59,1,65000
042,2005,08,新北市,M,0,60~64,1,65000
042,2005,08,台中市,F,0,45~49,1,66000
042,2005,08,台中市,M,0,25~29,2,66000
042,2005,08,台中市,M,0,30~34,1,66000
042,2005,08,台中市,M,0,55~59,1,66000
042,2005,08,台南市,M,0,25~29,1,67000
042,2005,08,台南市,M,0,30~34,1,67000
042,2005,08,台南市,M,0,55~59,1,67000
042,2005,08,桃園市,F,0,30~34,1,68000
042,2005,08,桃園市,F,0,40~44,1,68000
042,2005,08,桃園市,M,0,40~44,1,68000
042,2005,09,嘉義縣,M,0,35~39,1,10010
042,2005,09,屏東縣,M,0,20~24,1,10013
042,2005,09,屏東縣,M,0,30~34,1,10013
042,2005,09,花蓮縣,M,0,20~24,1,10015
042,2005,09,新竹市,M,0,55~59,1,10018
042,2005,09,台北市,M,0,25~29,1,63000
042,2005,09,台北市,M,0,30~34,8,63000
042,2005,09,台北市,M,0,40~44,2,63000
042,2005,09,台北市,M,0,55~59,1,63000
042,2005,09,台北市,M,0,65~69,1,63000
042,2005,09,台北市,M,0,70+,1,63000
042,2005,09,高雄市,F,0,30~34,1,64000
042,2005,09,高雄市,F,0,35~39,1,64000
042,2005,09,高雄市,M,0,25~29,1,64000
042,2005,09,高雄市,M,0,35~39,2,64000
042,2005,09,高雄市,M,0,40~44,2,64000
042,2005,09,高雄市,M,0,45~49,1,64000
042,2005,09,新北市,F,0,35~39,1,65000
042,2005,09,新北市,M,0,25~29,3,65000
042,2005,09,新北市,M,0,30~34,2,65000
042,2005,09,新北市,M,0,35~39,3,65000
042,2005,09,新北市,M,0,40~44,1,65000
042,2005,09,新北市,M,0,50~54,1,65000
042,2005,09,新北市,M,0,65~69,1,65000
042,2005,09,台中市,M,0,20~24,1,66000
042,2005,09,台中市,M,0,25~29,2,66000
042,2005,09,台中市,M,0,30~34,1,66000
042,2005,09,台中市,M,0,55~59,1,66000
042,2005,09,桃園市,M,0,30~34,5,68000
042,2005,09,桃園市,M,0,45~49,1,68000
042,2005,09,桃園市,M,0,50~54,1,68000
042,2005,10,苗栗縣,M,0,30~34,1,10005
042,2005,10,苗栗縣,M,0,40~44,1,10005
042,2005,10,彰化縣,M,0,30~34,1,10007
042,2005,10,彰化縣,M,0,50~54,1,10007
042,2005,10,南投縣,M,0,25~29,2,10008
042,2005,10,雲林縣,F,1,20~24,1,10009
042,2005,10,屏東縣,M,0,15~19,1,10013
042,2005,10,屏東縣,M,0,30~34,1,10013
042,2005,10,屏東縣,M,0,40~44,1,10013
042,2005,10,台東縣,M,0,30~34,1,10014
042,2005,10,基隆市,M,0,25~29,1,10017
042,2005,10,新竹市,M,0,30~34,1,10018
042,2005,10,嘉義市,M,0,40~44,1,10020
042,2005,10,嘉義市,M,0,50~54,1,10020
042,2005,10,台北市,M,0,25~29,2,63000
042,2005,10,台北市,M,0,30~34,1,63000
042,2005,10,台北市,M,0,35~39,2,63000
042,2005,10,台北市,M,0,50~54,1,63000
042,2005,10,台北市,M,0,60~64,1,63000
042,2005,10,高雄市,F,0,50~54,3,64000
042,2005,10,高雄市,M,0,35~39,1,64000
042,2005,10,高雄市,M,0,40~44,1,64000
042,2005,10,新北市,F,1,25~29,1,65000
042,2005,10,新北市,M,0,20~24,5,65000
042,2005,10,新北市,M,0,25~29,4,65000
042,2005,10,新北市,M,0,30~34,1,65000
042,2005,10,新北市,M,0,45~49,1,65000
042,2005,10,台中市,M,0,35~39,1,66000
042,2005,10,台南市,M,0,25~29,1,67000
042,2005,10,台南市,M,0,30~34,1,67000
042,2005,10,桃園市,M,0,25~29,2,68000
042,2005,10,桃園市,M,0,30~34,1,68000
042,2005,10,桃園市,M,0,40~44,1,68000
042,2005,10,桃園市,M,0,45~49,1,68000
042,2005,11,苗栗縣,F,0,50~54,1,10005
042,2005,11,屏東縣,M,0,35~39,1,10013
042,2005,11,屏東縣,M,0,40~44,1,10013
042,2005,11,屏東縣,M,0,45~49,1,10013
042,2005,11,屏東縣,M,0,70+,1,10013
042,2005,11,花蓮縣,M,0,45~49,1,10015
042,2005,11,嘉義市,M,0,30~34,1,10020
042,2005,11,台北市,F,0,35~39,3,63000
042,2005,11,台北市,M,0,35~39,5,63000
042,2005,11,台北市,M,0,40~44,2,63000
042,2005,11,台北市,M,0,45~49,1,63000
042,2005,11,高雄市,M,0,20~24,1,64000
042,2005,11,高雄市,M,0,25~29,2,64000
042,2005,11,高雄市,M,0,30~34,1,64000
042,2005,11,高雄市,M,0,40~44,4,64000
042,2005,11,高雄市,M,0,45~49,1,64000
042,2005,11,高雄市,M,0,50~54,1,64000
042,2005,11,高雄市,M,0,70+,1,64000
042,2005,11,新北市,M,0,15~19,1,65000
042,2005,11,新北市,M,0,20~24,2,65000
042,2005,11,新北市,M,0,25~29,3,65000
042,2005,11,新北市,M,0,30~34,3,65000
042,2005,11,新北市,M,0,35~39,2,65000
042,2005,11,新北市,M,0,40~44,2,65000
042,2005,11,新北市,M,0,45~49,1,65000
042,2005,11,台中市,M,0,20~24,2,66000
042,2005,11,台中市,M,0,30~34,2,66000
042,2005,11,台中市,M,0,35~39,2,66000
042,2005,11,台中市,M,0,40~44,2,66000
042,2005,11,台南市,M,0,25~29,2,67000
042,2005,11,台南市,M,0,30~34,1,67000
042,2005,11,桃園市,F,0,45~49,1,68000
042,2005,11,桃園市,M,0,20~24,1,68000
042,2005,11,桃園市,M,0,25~29,2,68000
042,2005,11,桃園市,M,0,30~34,2,68000
042,2005,11,桃園市,M,0,35~39,1,68000
042,2005,11,桃園市,M,0,60~64,1,68000
042,2005,12,宜蘭縣,M,0,35~39,1,10002
042,2005,12,嘉義縣,M,0,25~29,1,10010
042,2005,12,屏東縣,M,0,20~24,2,10013
042,2005,12,屏東縣,M,0,25~29,1,10013
042,2005,12,台東縣,M,0,40~44,1,10014
042,2005,12,台東縣,M,0,55~59,1,10014
042,2005,12,花蓮縣,M,0,70+,1,10015
042,2005,12,台北市,F,1,45~49,3,63000
042,2005,12,台北市,M,0,30~34,2,63000
042,2005,12,台北市,M,0,35~39,1,63000
042,2005,12,台北市,M,0,40~44,1,63000
042,2005,12,台北市,M,0,55~59,2,63000
042,2005,12,高雄市,M,0,20~24,1,64000
042,2005,12,高雄市,M,0,25~29,2,64000
042,2005,12,高雄市,M,0,30~34,2,64000
042,2005,12,高雄市,M,0,35~39,1,64000
042,2005,12,高雄市,M,0,55~59,1,64000
042,2005,12,新北市,M,0,20~24,3,65000
042,2005,12,新北市,M,0,25~29,3,65000
042,2005,12,新北市,M,0,30~34,2,65000
042,2005,12,新北市,M,0,35~39,2,65000
042,2005,12,新北市,M,0,40~44,1,65000
042,2005,12,新北市,M,0,50~54,3,65000
042,2005,12,新北市,M,0,70+,1,65000
042,2005,12,台中市,M,0,25~29,1,66000
042,2005,12,台中市,M,0,40~44,2,66000
042,2005,12,台南市,F,0,40~44,1,67000
042,2005,12,台南市,F,0,60~64,1,67000
042,2005,12,台南市,M,0,50~54,1,67000
042,2005,12,桃園市,F,0,25~29,1,68000
042,2005,12,桃園市,M,0,20~24,1,68000
042,2005,12,桃園市,M,0,30~34,3,68000
042,2005,12,桃園市,M,0,35~39,2,68000
042,2005,12,桃園市,M,0,40~44,1,68000
042,2005,12,桃園市,M,0,60~64,1,68000
042,2006,01,宜蘭縣,M,0,40~44,1,10002
042,2006,01,彰化縣,F,0,40~44,1,10007
042,2006,01,彰化縣,M,0,25~29,1,10007
042,2006,01,彰化縣,M,0,35~39,4,10007
042,2006,01,彰化縣,M,0,65~69,1,10007
042,2006,01,南投縣,M,0,25~29,1,10008
042,2006,01,南投縣,M,0,40~44,1,10008
042,2006,01,雲林縣,M,0,25~29,1,10009
042,2006,01,雲林縣,M,0,40~44,1,10009
042,2006,01,嘉義縣,M,0,40~44,1,10010
042,2006,01,屏東縣,M,0,30~34,1,10013
042,2006,01,屏東縣,M,0,40~44,1,10013
042,2006,01,台東縣,M,0,25~29,1,10014
042,2006,01,花蓮縣,M,0,35~39,1,10015
042,2006,01,新竹市,M,0,15~19,1,10018
042,2006,01,新竹市,M,0,30~34,1,10018
042,2006,01,新竹市,M,0,35~39,2,10018
042,2006,01,新竹市,M,0,40~44,2,10018
042,2006,01,新竹市,M,0,45~49,1,10018
042,2006,01,新竹市,M,0,70+,1,10018
042,2006,01,台北市,M,0,25~29,1,63000
042,2006,01,台北市,M,0,30~34,5,63000
042,2006,01,台北市,M,0,35~39,1,63000
042,2006,01,台北市,M,0,40~44,3,63000
042,2006,01,台北市,M,0,50~54,1,63000
042,2006,01,台北市,M,0,70+,1,63000
042,2006,01,高雄市,M,0,25~29,1,64000
042,2006,01,高雄市,M,0,30~34,1,64000
042,2006,01,高雄市,M,0,35~39,6,64000
042,2006,01,新北市,F,0,25~29,1,65000
042,2006,01,新北市,F,0,50~54,1,65000
042,2006,01,新北市,F,0,60~64,1,65000
042,2006,01,新北市,M,0,25~29,5,65000
042,2006,01,新北市,M,0,30~34,3,65000
042,2006,01,新北市,M,0,35~39,4,65000
042,2006,01,新北市,M,0,40~44,1,65000
042,2006,01,新北市,M,0,45~49,1,65000
042,2006,01,新北市,M,0,50~54,1,65000
042,2006,01,台中市,M,0,25~29,3,66000
042,2006,01,台中市,M,0,30~34,1,66000
042,2006,01,台中市,M,0,35~39,2,66000
042,2006,01,台中市,M,0,50~54,1,66000
042,2006,01,台南市,M,0,30~34,1,67000
042,2006,01,桃園市,M,0,25~29,1,68000
042,2006,01,桃園市,M,0,35~39,1,68000
042,2006,01,桃園市,M,0,50~54,1,68000
042,2006,02,宜蘭縣,M,0,40~44,1,10002
042,2006,02,彰化縣,M,0,30~34,2,10007
042,2006,02,彰化縣,M,0,35~39,1,10007
042,2006,02,南投縣,M,0,30~34,1,10008
042,2006,02,雲林縣,M,0,40~44,1,10009
042,2006,02,嘉義縣,M,0,40~44,1,10010
042,2006,02,屏東縣,M,0,1,1,10013
042,2006,02,屏東縣,M,0,15~19,1,10013
042,2006,02,屏東縣,M,0,55~59,1,10013
042,2006,02,基隆市,M,0,50~54,1,10017
042,2006,02,台北市,M,0,25~29,3,63000
042,2006,02,台北市,M,0,30~34,2,63000
042,2006,02,台北市,M,0,35~39,2,63000
042,2006,02,台北市,M,0,40~44,2,63000
042,2006,02,台北市,M,0,50~54,3,63000
042,2006,02,台北市,M,0,70+,1,63000
042,2006,02,高雄市,M,0,20~24,1,64000
042,2006,02,高雄市,M,0,30~34,2,64000
042,2006,02,高雄市,M,0,40~44,1,64000
042,2006,02,高雄市,M,0,45~49,1,64000
042,2006,02,高雄市,M,0,50~54,1,64000
042,2006,02,高雄市,M,0,55~59,3,64000
042,2006,02,高雄市,M,0,60~64,3,64000
042,2006,02,新北市,F,0,20~24,1,65000
042,2006,02,新北市,F,0,40~44,1,65000
042,2006,02,新北市,M,0,25~29,1,65000
042,2006,02,新北市,M,0,35~39,4,65000
042,2006,02,新北市,M,0,50~54,3,65000
042,2006,02,新北市,M,0,55~59,2,65000
042,2006,02,台中市,M,0,20~24,1,66000
042,2006,02,台中市,M,0,25~29,1,66000
042,2006,02,台中市,M,0,30~34,1,66000
042,2006,02,台中市,M,0,35~39,2,66000
042,2006,02,台中市,M,0,55~59,1,66000
042,2006,02,台南市,M,0,40~44,1,67000
042,2006,02,台南市,M,0,45~49,1,67000
042,2006,02,桃園市,M,0,35~39,1,68000
042,2006,03,苗栗縣,F,0,25~29,1,10005
042,2006,03,彰化縣,M,0,30~34,1,10007
042,2006,03,彰化縣,M,0,55~59,1,10007
042,2006,03,南投縣,F,0,20~24,1,10008
042,2006,03,南投縣,M,0,25~29,1,10008
042,2006,03,南投縣,M,0,30~34,1,10008
042,2006,03,南投縣,M,0,40~44,1,10008
042,2006,03,屏東縣,F,0,45~49,1,10013
042,2006,03,屏東縣,M,0,70+,1,10013
042,2006,03,台東縣,M,0,35~39,1,10014
042,2006,03,花蓮縣,M,0,30~34,1,10015
042,2006,03,基隆市,M,0,30~34,1,10017
042,2006,03,基隆市,M,0,35~39,1,10017
042,2006,03,新竹市,M,0,25~29,2,10018
042,2006,03,新竹市,M,0,55~59,1,10018
042,2006,03,新竹市,M,0,70+,1,10018
042,2006,03,台北市,F,0,35~39,1,63000
042,2006,03,台北市,M,0,20~24,1,63000
042,2006,03,台北市,M,0,25~29,1,63000
042,2006,03,台北市,M,0,30~34,5,63000
042,2006,03,台北市,M,0,35~39,3,63000
042,2006,03,台北市,M,0,40~44,3,63000
042,2006,03,台北市,M,1,25~29,1,63000
042,2006,03,高雄市,F,0,25~29,1,64000
042,2006,03,高雄市,F,0,45~49,1,64000
042,2006,03,高雄市,M,0,30~34,1,64000
042,2006,03,高雄市,M,0,35~39,1,64000
042,2006,03,高雄市,M,0,40~44,5,64000
042,2006,03,高雄市,M,0,45~49,1,64000
042,2006,03,高雄市,M,0,50~54,1,64000
042,2006,03,高雄市,M,0,60~64,1,64000
042,2006,03,新北市,M,0,20~24,1,65000
042,2006,03,新北市,M,0,25~29,1,65000
042,2006,03,新北市,M,0,30~34,4,65000
042,2006,03,新北市,M,0,35~39,3,65000
042,2006,03,新北市,M,0,40~44,3,65000
042,2006,03,新北市,M,0,45~49,4,65000
042,2006,03,新北市,M,0,50~54,1,65000
042,2006,03,新北市,M,0,65~69,1,65000
042,2006,03,新北市,M,0,70+,1,65000
042,2006,03,台中市,F,0,35~39,1,66000
042,2006,03,台中市,M,0,20~24,1,66000
042,2006,03,台中市,M,0,25~29,2,66000
042,2006,03,台中市,M,0,30~34,2,66000
042,2006,03,台中市,M,0,35~39,3,66000
042,2006,03,台中市,M,0,60~64,1,66000
042,2006,03,台中市,M,0,65~69,1,66000
042,2006,03,台南市,M,0,45~49,1,67000
042,2006,03,桃園市,M,0,30~34,3,68000
042,2006,03,桃園市,M,0,35~39,1,68000
042,2006,03,桃園市,M,0,55~59,1,68000
042,2006,04,新竹縣,M,0,45~49,1,10004
042,2006,04,苗栗縣,M,0,70+,1,10005
042,2006,04,彰化縣,M,0,45~49,1,10007
042,2006,04,彰化縣,M,0,55~59,1,10007
042,2006,04,南投縣,M,0,40~44,1,10008
042,2006,04,雲林縣,F,0,45~49,1,10009
042,2006,04,雲林縣,M,0,30~34,1,10009
042,2006,04,屏東縣,F,0,30~34,1,10013
042,2006,04,屏東縣,M,0,40~44,2,10013
042,2006,04,屏東縣,M,0,50~54,1,10013
042,2006,04,基隆市,M,0,35~39,1,10017
042,2006,04,基隆市,M,0,60~64,1,10017
042,2006,04,新竹市,M,0,35~39,1,10018
042,2006,04,新竹市,M,0,45~49,1,10018
042,2006,04,台北市,M,0,20~24,3,63000
042,2006,04,台北市,M,0,25~29,5,63000
042,2006,04,台北市,M,0,30~34,3,63000
042,2006,04,台北市,M,0,35~39,1,63000
042,2006,04,台北市,M,0,70+,3,63000
042,2006,04,高雄市,M,0,30~34,3,64000
042,2006,04,高雄市,M,0,40~44,1,64000
042,2006,04,新北市,F,0,35~39,1,65000
042,2006,04,新北市,M,0,20~24,2,65000
042,2006,04,新北市,M,0,25~29,3,65000
042,2006,04,新北市,M,0,30~34,3,65000
042,2006,04,新北市,M,0,35~39,3,65000
042,2006,04,新北市,M,0,40~44,1,65000
042,2006,04,新北市,M,0,45~49,1,65000
042,2006,04,新北市,M,0,50~54,1,65000
042,2006,04,台中市,M,0,30~34,1,66000
042,2006,04,台中市,M,0,35~39,2,66000
042,2006,04,台中市,M,0,40~44,1,66000
042,2006,04,台中市,M,0,55~59,1,66000
042,2006,04,台南市,F,1,20~24,1,67000
042,2006,04,台南市,M,0,50~54,1,67000
042,2006,04,桃園市,M,0,20~24,1,68000
042,2006,04,桃園市,M,0,25~29,1,68000
042,2006,04,桃園市,M,0,30~34,2,68000
042,2006,04,桃園市,M,0,35~39,1,68000
042,2006,04,桃園市,M,0,50~54,1,68000
042,2006,05,宜蘭縣,M,0,25~29,1,10002
042,2006,05,新竹縣,M,0,20~24,1,10004
042,2006,05,彰化縣,F,0,40~44,1,10007
042,2006,05,彰化縣,M,0,15~19,1,10007
042,2006,05,彰化縣,M,0,45~49,1,10007
042,2006,05,雲林縣,M,0,30~34,2,10009
042,2006,05,雲林縣,M,0,40~44,2,10009
042,2006,05,雲林縣,M,0,50~54,1,10009
042,2006,05,雲林縣,M,0,55~59,1,10009
042,2006,05,屏東縣,M,0,30~34,1,10013
042,2006,05,台東縣,M,0,25~29,2,10014
042,2006,05,基隆市,M,0,30~34,1,10017
042,2006,05,新竹市,F,0,5~9,1,10018
042,2006,05,台北市,M,0,25~29,3,63000
042,2006,05,台北市,M,0,30~34,8,63000
042,2006,05,台北市,M,0,35~39,3,63000
042,2006,05,台北市,M,0,40~44,1,63000
042,2006,05,高雄市,M,0,20~24,1,64000
042,2006,05,高雄市,M,0,30~34,5,64000
042,2006,05,高雄市,M,0,40~44,2,64000
042,2006,05,新北市,F,0,40~44,1,65000
042,2006,05,新北市,M,0,20~24,4,65000
042,2006,05,新北市,M,0,25~29,4,65000
042,2006,05,新北市,M,0,35~39,1,65000
042,2006,05,新北市,M,0,40~44,2,65000
042,2006,05,新北市,M,0,45~49,1,65000
042,2006,05,新北市,M,0,60~64,1,65000
042,2006,05,台中市,M,0,20~24,3,66000
042,2006,05,台中市,M,0,25~29,2,66000
042,2006,05,台中市,M,0,30~34,3,66000
042,2006,05,台中市,M,0,35~39,3,66000
042,2006,05,台中市,M,0,40~44,2,66000
042,2006,05,台中市,M,0,45~49,1,66000
042,2006,05,台南市,F,0,50~54,1,67000
042,2006,05,台南市,M,0,25~29,1,67000
042,2006,05,台南市,M,0,45~49,1,67000
042,2006,05,台南市,M,0,50~54,1,67000
042,2006,05,桃園市,M,0,30~34,2,68000
042,2006,05,桃園市,M,0,35~39,2,68000
042,2006,05,桃園市,M,0,60~64,1,68000
042,2006,06,金門縣,M,0,45~49,1,09020
042,2006,06,宜蘭縣,M,0,30~34,1,10002
042,2006,06,宜蘭縣,M,0,55~59,1,10002
042,2006,06,新竹縣,M,0,25~29,2,10004
042,2006,06,新竹縣,M,0,30~34,1,10004
042,2006,06,苗栗縣,M,0,35~39,1,10005
042,2006,06,苗栗縣,M,0,40~44,1,10005
042,2006,06,苗栗縣,M,0,70+,1,10005
042,2006,06,彰化縣,M,0,25~29,1,10007
042,2006,06,彰化縣,M,0,40~44,1,10007
042,2006,06,雲林縣,M,0,20~24,1,10009
042,2006,06,雲林縣,M,0,30~34,1,10009
042,2006,06,嘉義縣,M,0,25~29,1,10010
042,2006,06,嘉義縣,M,0,30~34,1,10010
042,2006,06,屏東縣,M,0,20~24,1,10013
042,2006,06,屏東縣,M,0,30~34,1,10013
042,2006,06,屏東縣,M,0,35~39,1,10013
042,2006,06,基隆市,M,0,45~49,1,10017
042,2006,06,新竹市,M,0,20~24,1,10018
042,2006,06,新竹市,M,0,30~34,1,10018
042,2006,06,新竹市,M,0,40~44,1,10018
042,2006,06,台北市,F,1,30~34,1,63000
042,2006,06,台北市,M,0,30~34,1,63000
042,2006,06,台北市,M,0,35~39,4,63000
042,2006,06,台北市,M,0,40~44,3,63000
042,2006,06,台北市,M,0,45~49,4,63000
042,2006,06,台北市,M,0,65~69,1,63000
042,2006,06,高雄市,M,0,40~44,1,64000
042,2006,06,高雄市,M,0,60~64,1,64000
042,2006,06,高雄市,M,0,70+,3,64000
042,2006,06,新北市,F,0,30~34,1,65000
042,2006,06,新北市,M,0,20~24,3,65000
042,2006,06,新北市,M,0,25~29,2,65000
042,2006,06,新北市,M,0,30~34,3,65000
042,2006,06,新北市,M,0,35~39,1,65000
042,2006,06,新北市,M,0,45~49,2,65000
042,2006,06,台中市,M,0,15~19,1,66000
042,2006,06,台中市,M,0,20~24,1,66000
042,2006,06,台中市,M,0,25~29,1,66000
042,2006,06,台中市,M,0,30~34,2,66000
042,2006,06,台中市,M,0,35~39,1,66000
042,2006,06,台中市,M,0,40~44,3,66000
042,2006,06,台中市,M,0,60~64,1,66000
042,2006,06,台中市,M,0,65~69,1,66000
042,2006,06,台中市,M,0,70+,1,66000
042,2006,06,台南市,M,0,20~24,1,67000
042,2006,06,台南市,M,0,25~29,1,67000
042,2006,06,台南市,M,0,35~39,2,67000
042,2006,06,台南市,M,0,40~44,1,67000
042,2006,06,台南市,M,0,55~59,1,67000
042,2006,06,桃園市,M,0,20~24,2,68000
042,2006,06,桃園市,M,0,30~34,1,68000
042,2006,06,桃園市,M,0,35~39,1,68000
042,2006,06,桃園市,M,0,45~49,1,68000
042,2006,06,桃園市,M,0,50~54,1,68000
042,2006,07,宜蘭縣,M,0,45~49,1,10002
042,2006,07,新竹縣,M,0,50~54,1,10004
042,2006,07,苗栗縣,M,0,50~54,1,10005
042,2006,07,彰化縣,F,0,35~39,1,10007
042,2006,07,彰化縣,M,0,20~24,1,10007
042,2006,07,彰化縣,M,0,25~29,1,10007
042,2006,07,彰化縣,M,0,35~39,1,10007
