確定病名,建檔年份,建檔週別,縣市,鄉鎮,性別,非本國籍,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
010m,2018,37,彰化縣,伸港鄉,M,1,35~39,1,10007,10007050
010m,2018,37,屏東縣,九如鄉,F,0,50~54,1,10013,10013080
010m,2018,37,新竹市,東區,M,0,55~59,1,10018,10018010
010m,2018,37,新北市,汐止區,M,0,70+,1,65000,65000110
010m,2018,38,桃園市,龜山區,M,0,65~69,1,68000,68000070
010m,2018,39,彰化縣,鹿港鎮,M,0,45~49,1,10007,10007020
010m,2018,39,高雄市,前鎮區,M,0,60~64,1,64000,64000090
010m,2018,40,彰化縣,福興鄉,M,0,60~64,1,10007,10007060
010m,2018,40,高雄市,鳥松區,F,0,70+,1,64000,64000180
010m,2018,41,新竹縣,竹東鎮,F,0,70+,1,10004,10004020
010m,2018,41,新北市,永和區,M,0,70+,1,65000,65000040
010m,2018,42,苗栗縣,苗栗市,M,0,70+,1,10005,10005010
010m,2018,42,南投縣,竹山鎮,M,0,70+,1,10008,10008040
010m,2018,42,基隆市,信義區,M,0,35~39,1,10017,10017070
010m,2018,42,新北市,鶯歌區,M,0,70+,1,65000,65000080
010m,2018,42,台中市,南屯區,M,0,30~34,1,66000,66000070
010m,2018,43,基隆市,信義區,M,0,65~69,1,10017,10017070
010m,2018,43,台南市,安南區,F,1,30~34,1,67000,67000350
010m,2018,44,屏東縣,潮州鎮,M,0,60~64,1,10013,10013020
010m,2018,45,彰化縣,彰化市,M,0,55~59,1,10007,10007010
010m,2018,45,高雄市,鳳山區,M,0,40~44,1,64000,64000120
010m,2018,45,台南市,仁德區,F,0,70+,1,67000,67000270
010m,2018,46,宜蘭縣,冬山鄉,M,0,70+,1,10002,10002080
010m,2018,46,花蓮縣,豐濱鄉,M,0,40~44,1,10015,10015080
010m,2018,47,宜蘭縣,礁溪鄉,M,0,70+,1,10002,10002050
010m,2018,47,苗栗縣,後龍鎮,F,0,50~54,1,10005,10005060
010m,2018,47,嘉義縣,民雄鄉,M,0,15~19,1,10010,10010050
010m,2018,47,台北市,文山區,M,0,60~64,1,63000,63000080
010m,2018,47,台北市,文山區,M,0,60~64,1,63000,63000081
010m,2018,47,台北市,文山區,M,0,60~64,1,63000,63000082
010m,2018,47,桃園市,桃園區,F,0,55~59,1,68000,68000010
010m,2018,48,南投縣,竹山鎮,M,0,50~54,1,10008,10008040
010m,2018,48,南投縣,竹山鎮,F,0,70+,1,10008,10008040
010m,2018,48,雲林縣,麥寮鄉,M,0,65~69,1,10009,10009130
010m,2018,48,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
010m,2018,48,新北市,平溪區,M,0,60~64,1,65000,65000240
010m,2018,49,台中市,大雅區,F,0,70+,1,66000,66000180
010m,2018,50,台北市,士林區,F,0,30~34,1,63000,63000110
010m,2018,50,新北市,新莊區,F,0,60~64,1,65000,65000050
010m,2018,51,屏東縣,屏東市,F,0,65~69,1,10013,10013010
010m,2018,51,屏東縣,恆春鎮,M,0,55~59,1,10013,10013040
010m,2018,51,新北市,樹林區,M,0,45~49,1,65000,65000070
010m,2018,51,台中市,南屯區,F,0,20~24,1,66000,66000070
010m,2018,51,台中市,西區,M,0,70+,1,66000,66000040
010m,2018,51,桃園市,龜山區,M,0,50~54,1,68000,68000070
010m,2018,52,新北市,新莊區,M,0,55~59,1,65000,65000050
010m,2019,2,南投縣,埔里鎮,M,0,70+,1,10008,10008020
010m,2019,2,屏東縣,新園鄉,M,0,65~69,1,10013,10013170
010m,2019,2,台北市,內湖區,F,0,70+,1,63000,63000100
010m,2019,3,屏東縣,屏東市,M,0,60~64,1,10013,10013010
010m,2019,3,台中市,潭子區,M,0,45~49,1,66000,66000170
010m,2019,3,台南市,永康區,M,1,20~24,1,67000,67000310
010m,2019,5,新北市,中和區,F,0,70+,1,65000,65000030
010m,2019,5,桃園市,桃園區,M,0,70+,1,68000,68000010
010m,2019,8,嘉義縣,竹崎鄉,M,0,65~69,1,10010,10010140
010m,2019,8,台北市,大安區,M,0,65~69,1,63000,63000030
010m,2019,8,新北市,新店區,M,0,50~54,1,65000,65000060
010m,2019,10,苗栗縣,竹南鎮,M,0,70+,1,10005,10005040
010m,2019,10,台中市,沙鹿區,F,0,50~54,1,66000,66000130
010m,2019,10,桃園市,楊梅區,M,0,40~44,1,68000,68000040
010m,2019,11,彰化縣,溪州鄉,M,0,55~59,1,10007,10007260
010m,2019,11,屏東縣,屏東市,M,0,55~59,1,10013,10013010
010m,2019,11,新北市,板橋區,F,0,70+,1,65000,65000010
010m,2019,11,台南市,永康區,M,0,35~39,1,67000,67000310
010m,2019,12,新竹縣,新豐鄉,M,0,55~59,1,10004,10004060
010m,2019,12,新竹縣,竹東鎮,F,1,40~44,1,10004,10004020
010m,2019,13,彰化縣,彰化市,M,0,65~69,1,10007,10007010
010m,2019,13,花蓮縣,花蓮市,M,0,15~19,1,10015,10015010
010m,2019,13,桃園市,龜山區,M,0,30~34,1,68000,68000070
010m,2019,15,高雄市,茄萣區,F,1,50~54,1,64000,64000260
010m,2019,16,雲林縣,斗六市,M,0,15~19,1,10009,10009010
010m,2019,16,台中市,和平區,M,0,55~59,1,66000,66000290
010m,2019,16,台南市,柳營區,M,0,70+,1,67000,67000040
010m,2019,18,台北市,中正區,M,0,70+,1,63000,63000050
010m,2019,19,苗栗縣,西湖鄉,F,0,45~49,1,10005,10005140
010m,2019,21,雲林縣,崙背鄉,M,0,40~44,1,10009,10009120
010m,2019,21,新北市,三峽區,M,0,70+,1,65000,65000090
010m,2019,22,彰化縣,溪湖鎮,M,0,65~69,1,10007,10007110
010m,2019,22,台北市,大安區,M,0,70+,1,63000,63000030
010m,2019,23,彰化縣,二林鎮,M,0,70+,1,10007,10007200
010m,2019,23,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2019,24,新竹縣,關西鎮,M,0,50~54,1,10004,10004040
010m,2019,24,台中市,龍井區,M,0,40~44,1,66000,66000250
010m,2019,24,桃園市,楊梅區,M,1,30~34,1,68000,68000040
010m,2019,24,桃園市,蘆竹區,M,0,70+,1,68000,68000050
010m,2019,25,屏東縣,佳冬鄉,F,0,70+,1,10013,10013210
010m,2019,26,基隆市,七堵區,F,0,25~29,1,10017,10017020
010m,2019,26,嘉義市,西區,F,0,70+,1,10020,10020020
010m,2019,26,新北市,五股區,F,1,25~29,1,65000,65000150
010m,2019,26,新北市,瑞芳區,M,0,70+,1,65000,65000120
010m,2019,27,台中市,大甲區,M,0,65~69,1,66000,66000110
010m,2019,28,新北市,三重區,M,0,70+,1,65000,65000020
010m,2019,29,高雄市,鼓山區,M,0,55~59,1,64000,64000020
010m,2019,29,新北市,樹林區,F,0,65~69,1,65000,65000070
010m,2019,29,台中市,清水區,M,0,65~69,1,66000,66000120
010m,2019,29,台南市,新營區,M,0,40~44,1,67000,67000010
010m,2019,30,台北市,南港區,F,0,70+,1,63000,63000090
010m,2019,31,台北市,內湖區,M,0,70+,1,63000,63000100
010m,2019,32,台東縣,鹿野鄉,M,0,60~64,1,10014,10014050
010m,2019,32,台北市,大安區,M,0,60~64,1,63000,63000030
010m,2019,33,新竹縣,竹東鎮,M,0,40~44,1,10004,10004020
010m,2019,34,花蓮縣,秀林鄉,M,0,25~29,1,10015,10015110
010m,2019,35,新北市,板橋區,M,0,65~69,1,65000,65000010
010m,2019,35,新北市,鶯歌區,M,0,60~64,1,65000,65000080
010m,2019,36,南投縣,竹山鎮,M,0,10~14,1,10008,10008040
010m,2019,36,嘉義縣,溪口鄉,F,0,15~19,1,10010,10010060
010m,2019,36,新北市,三重區,M,0,55~59,1,65000,65000020
010m,2019,36,新北市,新莊區,M,1,20~24,1,65000,65000050
010m,2019,37,台南市,東區,M,0,60~64,1,67000,67000320
010m,2019,39,高雄市,大樹區,M,0,70+,1,64000,64000150
010m,2019,40,嘉義縣,民雄鄉,M,0,55~59,1,10010,10010050
010m,2019,40,花蓮縣,萬榮鄉,F,0,45~49,1,10015,10015120
010m,2019,40,高雄市,苓雅區,M,0,65~69,1,64000,64000080
010m,2019,41,屏東縣,恆春鎮,M,0,70+,1,10013,10013040
010m,2019,43,彰化縣,溪湖鎮,M,0,65~69,1,10007,10007110
010m,2019,43,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2019,44,彰化縣,竹塘鄉,M,0,70+,1,10007,10007250
010m,2019,44,花蓮縣,秀林鄉,F,0,65~69,1,10015,10015110
010m,2019,44,基隆市,七堵區,M,0,55~59,1,10017,10017020
010m,2019,44,台北市,士林區,F,0,70+,1,63000,63000110
010m,2019,45,台北市,北投區,M,0,70+,1,63000,63000120
010m,2019,46,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
010m,2019,46,台中市,大雅區,F,0,70+,1,66000,66000180
010m,2019,47,新北市,汐止區,F,0,60~64,1,65000,65000110
010m,2019,47,台南市,新市區,M,1,30~34,1,67000,67000200
010m,2019,49,彰化縣,永靖鄉,M,0,60~64,1,10007,10007160
010m,2019,49,嘉義縣,太保市,M,0,70+,1,10010,10010010
010m,2019,49,屏東縣,潮州鎮,M,0,60~64,1,10013,10013020
010m,2019,50,桃園市,大溪區,F,0,60~64,1,68000,68000030
010m,2019,51,新竹縣,竹東鎮,M,0,50~54,1,10004,10004020
010m,2019,51,花蓮縣,秀林鄉,M,0,70+,1,10015,10015110
010m,2020,1,新北市,三重區,M,0,55~59,1,65000,65000020
010m,2020,1,新北市,深坑區,F,0,20~24,1,65000,65000180
010m,2020,2,嘉義市,東區,M,0,55~59,1,10020,10020010
010m,2020,2,台北市,信義區,M,0,65~69,1,63000,63000020
010m,2020,2,桃園市,桃園區,F,0,45~49,1,68000,68000010
010m,2020,4,高雄市,仁武區,M,1,20~24,1,64000,64000170
010m,2020,5,雲林縣,崙背鄉,M,0,55~59,1,10009,10009120
010m,2020,5,台中市,南屯區,M,0,35~39,1,66000,66000070
010m,2020,6,雲林縣,虎尾鎮,M,0,20~24,1,10009,10009030
010m,2020,7,屏東縣,屏東市,M,0,70+,1,10013,10013010
010m,2020,7,新北市,蘆洲區,M,0,40~44,1,65000,65000140
010m,2020,11,台中市,北屯區,M,0,55~59,1,66000,66000080
010m,2020,12,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2020,12,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2020,12,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2020,12,高雄市,大社區,M,0,70+,1,64000,64000160
010m,2020,12,台南市,新化區,F,1,30~34,1,67000,67000180
010m,2020,13,宜蘭縣,員山鄉,M,0,70+,1,10002,10002070
010m,2020,13,新竹市,香山區,F,1,45~49,1,10018,10018030
010m,2020,13,新北市,新莊區,F,1,65~69,1,65000,65000050
010m,2020,14,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
010m,2020,14,新北市,板橋區,M,0,65~69,1,65000,65000010
010m,2020,15,花蓮縣,花蓮市,F,0,15~19,1,10015,10015010
010m,2020,15,桃園市,龜山區,M,1,25~29,1,68000,68000070
010m,2020,16,彰化縣,秀水鄉,M,0,65~69,1,10007,10007070
010m,2020,17,台北市,內湖區,M,0,65~69,1,63000,63000100
010m,2020,17,新北市,蘆洲區,F,0,70+,1,65000,65000140
010m,2020,17,台中市,太平區,M,0,35~39,1,66000,66000270
010m,2020,18,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
010m,2020,18,台北市,信義區,M,0,70+,1,63000,63000020
010m,2020,18,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2020,18,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2020,18,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2020,18,新北市,中和區,M,0,70+,1,65000,65000030
010m,2020,19,彰化縣,員林市,M,0,65~69,1,10007,10007100
010m,2020,21,高雄市,三民區,M,0,55~59,1,64000,64000050
010m,2020,21,高雄市,三民區,M,0,55~59,1,64000,64000051
010m,2020,21,高雄市,三民區,M,0,55~59,1,64000,64000052
010m,2020,21,高雄市,大樹區,M,0,70+,1,64000,64000150
010m,2020,21,高雄市,左營區,M,1,20~24,1,64000,64000030
010m,2020,22,彰化縣,秀水鄉,M,0,70+,1,10007,10007070
010m,2020,22,雲林縣,褒忠鄉,M,0,60~64,1,10009,10009150
010m,2020,23,台北市,內湖區,F,0,70+,1,63000,63000100
010m,2020,23,新北市,汐止區,F,0,70+,1,65000,65000110
010m,2020,23,台中市,北屯區,F,0,25~29,1,66000,66000080
010m,2020,24,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2020,25,屏東縣,三地門鄉,M,0,65~69,1,10013,10013260
010m,2020,25,新北市,泰山區,F,0,70+,1,65000,65000160
010m,2020,26,台南市,官田區,M,1,20~24,1,67000,67000100
010m,2020,27,新北市,板橋區,M,0,60~64,1,65000,65000010
010m,2020,28,桃園市,觀音區,M,0,70+,1,68000,68000120
010m,2020,29,苗栗縣,後龍鎮,F,0,70+,1,10005,10005060
010m,2020,29,台北市,士林區,M,0,55~59,1,63000,63000110
010m,2020,29,高雄市,左營區,M,0,60~64,1,64000,64000030
010m,2020,29,新北市,中和區,F,0,50~54,1,65000,65000030
010m,2020,30,苗栗縣,頭份市,F,0,35~39,1,10005,10005050
010m,2020,30,屏東縣,萬巒鄉,M,0,60~64,1,10013,10013120
010m,2020,30,高雄市,三民區,F,0,45~49,1,64000,64000050
010m,2020,30,高雄市,三民區,F,0,45~49,1,64000,64000051
010m,2020,30,高雄市,三民區,F,0,45~49,1,64000,64000052
010m,2020,31,台北市,內湖區,M,0,70+,1,63000,63000100
010m,2020,32,花蓮縣,新城鄉,M,0,40~44,1,10015,10015040
010m,2020,32,高雄市,鳳山區,M,0,60~64,1,64000,64000120
010m,2020,33,南投縣,信義鄉,M,0,50~54,1,10008,10008120
010m,2020,33,新北市,三峽區,M,0,50~54,1,65000,65000090
010m,2020,33,桃園市,楊梅區,M,0,70+,1,68000,68000040
010m,2020,36,高雄市,小港區,F,1,25~29,1,64000,64000110
010m,2020,37,彰化縣,員林市,M,0,65~69,1,10007,10007100
010m,2020,37,南投縣,埔里鎮,F,0,60~64,1,10008,10008020
010m,2020,37,台中市,沙鹿區,F,0,40~44,1,66000,66000130
010m,2020,38,南投縣,名間鄉,F,0,70+,1,10008,10008060
010m,2020,38,高雄市,鳳山區,M,0,60~64,1,64000,64000120
010m,2020,38,台中市,中區,M,0,70+,1,66000,66000010
010m,2020,38,台南市,永康區,M,1,25~29,1,67000,67000310
010m,2020,39,新北市,板橋區,M,0,70+,1,65000,65000010
010m,2020,41,台南市,仁德區,M,0,50~54,1,67000,67000270
010m,2020,42,台北市,士林區,F,0,70+,1,63000,63000110
010m,2020,42,新北市,鶯歌區,M,0,55~59,1,65000,65000080
010m,2020,43,高雄市,鳳山區,F,0,70+,1,64000,64000120
010m,2020,44,台北市,大同區,M,0,70+,1,63000,63000060
010m,2020,45,台北市,中正區,M,0,25~29,1,63000,63000050
010m,2020,45,台北市,士林區,M,0,65~69,1,63000,63000110
010m,2020,46,花蓮縣,吉安鄉,F,0,35~39,1,10015,10015050
010m,2020,46,台中市,南屯區,M,0,60~64,1,66000,66000070
010m,2020,46,台中市,大雅區,F,0,70+,1,66000,66000180
010m,2020,49,台北市,北投區,M,0,70+,1,63000,63000120
010m,2020,50,新竹縣,竹東鎮,M,0,65~69,1,10004,10004020
010m,2020,50,台東縣,海端鄉,F,0,70+,1,10014,10014120
010m,2020,51,新北市,土城區,M,0,70+,1,65000,65000130
010m,2020,52,屏東縣,來義鄉,F,0,55~59,1,10013,10013300
010m,2020,53,彰化縣,溪湖鎮,M,0,55~59,1,10007,10007110
010m,2020,53,台東縣,東河鄉,M,0,70+,1,10014,10014070
010m,2021,1,南投縣,魚池鄉,M,0,70+,1,10008,10008090
010m,2021,2,屏東縣,泰武鄉,F,0,35~39,1,10013,10013290
010m,2021,2,桃園市,楊梅區,F,1,35~39,1,68000,68000040
010m,2021,3,台北市,萬華區,F,0,50~54,1,63000,63000070
010m,2021,3,台北市,萬華區,F,0,50~54,1,63000,63000071
010m,2021,3,台北市,萬華區,F,0,50~54,1,63000,63000072
010m,2021,5,屏東縣,春日鄉,M,0,45~49,1,10013,10013310
010m,2021,5,桃園市,新屋區,M,0,50~54,1,68000,68000110
010m,2021,7,新北市,坪林區,M,0,70+,1,65000,65000200
010m,2021,8,苗栗縣,造橋鄉,M,0,65~69,1,10005,10005150
010m,2021,8,嘉義縣,水上鄉,M,0,50~54,1,10010,10010120
010m,2021,9,新北市,金山區,F,0,70+,1,65000,65000270
010m,2021,10,台中市,東區,M,0,40~44,1,66000,66000020
010m,2021,10,台南市,永康區,F,1,25~29,1,67000,67000310
010m,2021,11,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2021,11,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2021,11,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2021,11,新北市,中和區,M,0,70+,1,65000,65000030
010m,2021,13,雲林縣,古坑鄉,F,0,70+,1,10009,10009070
010m,2021,13,花蓮縣,萬榮鄉,M,0,40~44,1,10015,10015120
010m,2021,13,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2021,13,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2021,13,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2021,13,高雄市,林園區,M,0,55~59,1,64000,64000130
010m,2021,13,台中市,北區,M,0,35~39,1,66000,66000050
010m,2021,13,台中市,西區,M,0,70+,1,66000,66000040
010m,2021,14,彰化縣,埔心鄉,M,0,65~69,1,10007,10007150
010m,2021,14,高雄市,小港區,M,0,50~54,1,64000,64000110
010m,2021,14,桃園市,桃園區,M,0,50~54,1,68000,68000010
010m,2021,18,高雄市,鳳山區,M,0,65~69,1,64000,64000120
010m,2021,18,台中市,東勢區,M,0,70+,1,66000,66000100
010m,2021,18,桃園市,大溪區,M,0,30~34,1,68000,68000030
010m,2021,19,新北市,淡水區,F,0,70+,1,65000,65000100
010m,2021,20,宜蘭縣,冬山鄉,F,0,30~34,1,10002,10002080
010m,2021,20,花蓮縣,秀林鄉,M,0,60~64,1,10015,10015110
010m,2021,21,高雄市,新興區,M,0,60~64,1,64000,64000060
010m,2021,21,高雄市,鳳山區,M,0,55~59,1,64000,64000120
010m,2021,22,南投縣,埔里鎮,F,1,40~44,1,10008,10008020
010m,2021,22,高雄市,鳳山區,M,0,55~59,1,64000,64000120
010m,2021,24,高雄市,小港區,M,0,70+,1,64000,64000110
010m,2021,24,新北市,烏來區,M,0,45~49,1,65000,65000290
010m,2021,24,桃園市,平鎮區,M,0,65~69,1,68000,68000100
010m,2021,25,嘉義縣,大林鎮,M,0,65~69,1,10010,10010040
010m,2021,25,高雄市,仁武區,M,0,70+,1,64000,64000170
010m,2021,25,高雄市,大樹區,M,0,50~54,1,64000,64000150
010m,2021,26,彰化縣,社頭鄉,M,0,65~69,1,10007,10007170
010m,2021,26,基隆市,安樂區,M,0,70+,1,10017,10017060
010m,2021,27,台南市,龍崎區,M,0,60~64,1,67000,67000300
010m,2021,28,新北市,烏來區,M,0,55~59,1,65000,65000290
010m,2021,28,台中市,東勢區,F,0,70+,1,66000,66000100
010m,2021,28,桃園市,八德區,M,0,60~64,1,68000,68000080
010m,2021,29,花蓮縣,萬榮鄉,M,0,55~59,1,10015,10015120
010m,2021,30,台北市,內湖區,F,0,45~49,1,63000,63000100
010m,2021,31,新北市,板橋區,M,0,70+,1,65000,65000010
010m,2021,31,台中市,西屯區,F,1,30~34,1,66000,66000060
010m,2021,32,台南市,六甲區,M,0,70+,1,67000,67000090
010m,2021,33,雲林縣,台西鄉,M,0,65~69,1,10009,10009160
010m,2021,34,高雄市,三民區,M,0,65~69,1,64000,64000050
010m,2021,34,高雄市,三民區,M,0,65~69,1,64000,64000051
010m,2021,34,高雄市,三民區,M,0,65~69,1,64000,64000052
010m,2021,35,嘉義縣,民雄鄉,F,0,70+,1,10010,10010050
010m,2021,35,新北市,汐止區,M,0,55~59,1,65000,65000110
010m,2021,35,台南市,新營區,F,0,55~59,1,67000,67000010
010m,2021,35,台南市,東區,F,0,70+,1,67000,67000320
010m,2021,35,台南市,永康區,M,0,65~69,1,67000,67000310
010m,2021,36,花蓮縣,壽豐鄉,M,0,55~59,1,10015,10015060
010m,2021,36,台北市,士林區,F,0,60~64,1,63000,63000110
010m,2021,37,基隆市,安樂區,M,0,60~64,1,10017,10017060
010m,2021,37,新北市,三重區,M,0,70+,1,65000,65000020
010m,2021,37,台南市,柳營區,M,0,55~59,1,67000,67000040
010m,2021,39,花蓮縣,秀林鄉,M,0,70+,1,10015,10015110
010m,2021,39,高雄市,小港區,F,0,50~54,1,64000,64000110
010m,2021,39,新北市,新店區,M,0,65~69,1,65000,65000060
010m,2021,40,彰化縣,和美鎮,F,0,70+,1,10007,10007030
010m,2021,40,雲林縣,斗六市,M,0,70+,1,10009,10009010
010m,2021,40,新竹市,東區,M,0,50~54,1,10018,10018010
010m,2021,40,台北市,南港區,F,1,40~44,1,63000,63000090
010m,2021,40,高雄市,前鎮區,M,0,50~54,1,64000,64000090
010m,2021,42,高雄市,鳳山區,M,0,70+,1,64000,64000120
010m,2021,43,台北市,北投區,M,0,70+,1,63000,63000120
010m,2021,43,台北市,文山區,M,0,70+,1,63000,63000080
010m,2021,43,台北市,文山區,M,0,70+,1,63000,63000081
010m,2021,43,台北市,文山區,M,0,70+,1,63000,63000082
010m,2021,43,桃園市,桃園區,M,0,45~49,1,68000,68000010
010m,2021,44,高雄市,林園區,M,0,70+,1,64000,64000130
010m,2021,44,台南市,北區,M,0,55~59,1,67000,67000340
010m,2021,44,桃園市,蘆竹區,F,1,25~29,1,68000,68000050
010m,2021,45,花蓮縣,萬榮鄉,F,0,15~19,1,10015,10015120
010m,2021,45,高雄市,林園區,M,0,55~59,1,64000,64000130
010m,2021,46,苗栗縣,造橋鄉,M,0,70+,1,10005,10005150
010m,2021,47,彰化縣,花壇鄉,M,0,15~19,1,10007,10007080
010m,2021,47,高雄市,小港區,M,0,65~69,1,64000,64000110
010m,2021,47,新北市,樹林區,M,0,15~19,1,65000,65000070
010m,2021,47,台南市,安南區,M,1,30~34,1,67000,67000350
010m,2021,48,宜蘭縣,南澳鄉,F,0,70+,1,10002,10002120
010m,2021,50,高雄市,前鎮區,M,0,65~69,1,64000,64000090
010m,2021,51,新北市,新店區,M,0,45~49,1,65000,65000060
010m,2021,52,新北市,金山區,M,0,65~69,1,65000,65000270
010m,2021,52,台中市,大里區,M,0,35~39,1,66000,66000280
010m,2022,2,苗栗縣,苗栗市,F,1,25~29,1,10005,10005010
010m,2022,3,嘉義縣,朴子市,M,0,70+,1,10010,10010020
010m,2022,3,台中市,南屯區,M,0,60~64,1,66000,66000070
010m,2022,4,台北市,文山區,M,0,70+,1,63000,63000080
010m,2022,4,台北市,文山區,M,0,70+,1,63000,63000081
010m,2022,4,台北市,文山區,M,0,70+,1,63000,63000082
010m,2022,7,彰化縣,花壇鄉,F,0,70+,1,10007,10007080
010m,2022,7,花蓮縣,光復鄉,M,0,60~64,1,10015,10015070
010m,2022,7,新北市,新莊區,M,0,45~49,1,65000,65000050
010m,2022,7,台南市,大內區,M,0,70+,1,67000,67000110
010m,2022,8,彰化縣,埔心鄉,M,0,70+,1,10007,10007150
010m,2022,8,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2022,9,高雄市,鳳山區,M,0,35~39,1,64000,64000120
010m,2022,9,台中市,北區,F,0,70+,1,66000,66000050
010m,2022,9,台中市,潭子區,M,0,70+,1,66000,66000170
010m,2022,10,高雄市,三民區,F,1,50~54,1,64000,64000050
010m,2022,10,高雄市,三民區,F,1,50~54,1,64000,64000051
010m,2022,10,高雄市,三民區,F,1,50~54,1,64000,64000052
010m,2022,11,雲林縣,元長鄉,M,1,25~29,1,10009,10009170
010m,2022,11,高雄市,岡山區,M,0,50~54,1,64000,64000190
010m,2022,11,桃園市,八德區,F,0,40~44,1,68000,68000080
010m,2022,12,台南市,新市區,M,1,25~29,1,67000,67000200
010m,2022,14,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2022,18,台東縣,海端鄉,M,0,45~49,1,10014,10014120
010m,2022,18,桃園市,新屋區,M,0,30~34,1,68000,68000110
010m,2022,19,台北市,萬華區,M,0,70+,1,63000,63000070
010m,2022,19,台北市,萬華區,M,0,70+,1,63000,63000071
010m,2022,19,台北市,萬華區,M,0,70+,1,63000,63000072
010m,2022,20,台北市,士林區,F,0,70+,1,63000,63000110
010m,2022,21,彰化縣,花壇鄉,M,0,60~64,1,10007,10007080
010m,2022,21,屏東縣,里港鄉,M,0,50~54,1,10013,10013090
010m,2022,22,新北市,三重區,F,0,65~69,1,65000,65000020
010m,2022,23,高雄市,鳳山區,M,0,60~64,1,64000,64000120
010m,2022,24,台北市,文山區,F,0,15~19,1,63000,63000080
010m,2022,24,台北市,文山區,F,0,15~19,1,63000,63000081
010m,2022,24,台北市,文山區,F,0,15~19,1,63000,63000082
010m,2022,24,新北市,汐止區,M,0,55~59,1,65000,65000110
010m,2022,25,台中市,東勢區,M,0,70+,1,66000,66000100
010m,2022,27,南投縣,埔里鎮,F,1,30~34,1,10008,10008020
010m,2022,27,台中市,大雅區,M,0,45~49,1,66000,66000180
010m,2022,27,台中市,東勢區,M,0,40~44,1,66000,66000100
010m,2022,29,彰化縣,埔心鄉,F,1,25~29,1,10007,10007150
010m,2022,29,高雄市,鳥松區,M,0,50~54,1,64000,64000180
010m,2022,30,嘉義縣,竹崎鄉,M,0,70+,1,10010,10010140
010m,2022,31,高雄市,楠梓區,F,0,70+,1,64000,64000040
010m,2022,32,台中市,南屯區,M,0,55~59,1,66000,66000070
010m,2022,33,高雄市,鳳山區,F,0,70+,1,64000,64000120
010m,2022,33,台中市,西區,M,0,70+,1,66000,66000040
010m,2022,34,宜蘭縣,大同鄉,M,0,20~24,1,10002,10002110
010m,2022,34,嘉義市,西區,M,0,70+,1,10020,10020020
010m,2022,36,高雄市,三民區,F,0,70+,1,64000,64000050
010m,2022,36,高雄市,三民區,F,0,70+,1,64000,64000051
010m,2022,36,高雄市,三民區,F,0,70+,1,64000,64000052
010m,2022,36,高雄市,小港區,M,0,30~34,1,64000,64000110
010m,2022,37,彰化縣,和美鎮,F,0,45~49,1,10007,10007030
010m,2022,38,新竹縣,新埔鎮,M,0,70+,1,10004,10004030
010m,2022,39,彰化縣,員林市,M,0,70+,1,10007,10007100
010m,2022,39,新北市,林口區,M,0,15~19,1,65000,65000170
010m,2022,40,屏東縣,恆春鎮,M,0,55~59,1,10013,10013040
010m,2022,41,高雄市,楠梓區,M,0,30~34,1,64000,64000040
010m,2022,42,宜蘭縣,五結鄉,M,0,60~64,1,10002,10002090
010m,2022,42,新北市,三重區,M,0,55~59,1,65000,65000020
010m,2022,42,台南市,大內區,M,0,70+,1,67000,67000110
010m,2022,43,基隆市,安樂區,M,0,55~59,1,10017,10017060
010m,2022,45,台南市,官田區,M,1,25~29,1,67000,67000100
010m,2022,46,台南市,左鎮區,F,0,70+,1,67000,67000260
010m,2022,47,台南市,安南區,M,0,70+,1,67000,67000350
010m,2022,47,桃園市,八德區,F,0,20~24,1,68000,68000080
010m,2022,47,桃園市,龜山區,M,0,70+,1,68000,68000070
010m,2022,48,高雄市,旗山區,M,0,70+,1,64000,64000300
010m,2022,48,新北市,土城區,M,0,70+,1,65000,65000130
010m,2022,49,彰化縣,溪湖鎮,M,0,60~64,1,10007,10007110
010m,2022,49,高雄市,苓雅區,M,0,65~69,1,64000,64000080
010m,2022,49,高雄市,鳳山區,M,0,65~69,1,64000,64000120
010m,2022,50,彰化縣,芳苑鄉,M,0,70+,1,10007,10007230
010m,2022,50,台南市,南區,M,0,70+,1,67000,67000330
