"死亡年份","死亡月份","縣市別","性別","死亡年齡分組","個案數"
"2002","09","台北市","M","45-54",1
"2002","09","台北市","M","65以上",3
"2002","09","台南市","M","35-44",1
"2002","09","高雄市","M","35-44",2
"2002","10","台中市","F","45-54",1
"2002","10","台北市","M","25-34",1
"2002","10","台北市","M","35-44",2
"2002","10","台北市","M","55-64",1
"2002","10","台北市","M","65以上",1
"2002","10","桃園市","M","45-54",1
"2002","10","高雄市","M","25-34",1
"2002","10","嘉義縣","M","45-54",1
"2002","11","台中市","M","25-34",1
"2002","11","台北市","M","25-34",3
"2002","11","台北市","M","35-44",2
"2002","11","台北市","M","45-54",3
"2002","11","台北市","M","65以上",2
"2002","11","高雄市","M","35-44",1
"2002","11","嘉義縣","M","35-44",1
"2002","12","台中市","M","45-54",2
"2002","12","台中市","M","55-64",1
"2002","12","台北市","M","35-44",1
"2002","12","台北市","M","45-54",2
"2002","12","高雄市","M","35-44",1
"2002","12","嘉義縣","M","25-34",1
"2002","12","彰化縣","M","35-44",1
"2003","01","台中市","F","25-34",1
"2003","01","台北市","M","25-34",1
"2003","01","台北市","M","35-44",2
"2003","01","台北市","M","55-64",1
"2003","01","台北市","M","65以上",2
"2003","01","台南市","M","35-44",1
"2003","01","高雄市","M","45-54",1
"2003","01","新北市","F","65以上",1
"2003","01","新北市","M","25-34",1
"2003","02","台中市","M","35-44",1
"2003","02","台中市","M","45-54",1
"2003","02","台北市","M","45-54",2
"2003","02","台南市","M","15-24",1
"2003","02","屏東縣","M","35-44",1
"2003","02","桃園市","M","35-44",1
"2003","03","台中市","M","25-34",1
"2003","03","台北市","M","15-24",2
"2003","03","台南市","M","35-44",1
"2003","03","高雄市","M","25-34",1
"2003","04","台北市","M","25-34",2
"2003","04","台北市","M","45-54",1
"2003","04","台北市","M","55-64",1
"2003","04","桃園市","M","25-34",1
"2003","04","高雄市","M","35-44",1
"2003","04","高雄市","M","65以上",1
"2003","04","基隆市","M","55-64",1
"2003","05","台中市","F","45-54",1
"2003","05","台中市","M","35-44",1
"2003","05","台中市","M","65以上",1
"2003","05","台北市","F","35-44",1
"2003","05","台北市","M","15-24",2
"2003","05","台北市","M","35-44",2
"2003","05","台南市","F","45-54",1
"2003","05","台南市","M","35-44",1
"2003","05","台南市","M","65以上",1
"2003","05","桃園市","M","25-34",1
"2003","05","桃園市","M","45-54",2
"2003","05","高雄市","M","25-34",1
"2003","05","高雄市","M","55-64",1
"2003","06","台中市","F","25-34",1
"2003","06","台北市","M","25-34",1
"2003","06","台北市","M","35-44",1
"2003","06","台南市","M","35-44",2
"2003","06","南投縣","M","35-44",1
"2003","06","桃園市","F","35-44",1
"2003","06","桃園市","M","25-34",1
"2003","06","高雄市","M","35-44",1
"2003","06","新北市","M","25-34",1
"2003","07","台中市","M","35-44",1
"2003","07","台北市","M","25-34",1
"2003","07","台北市","M","35-44",3
"2003","07","台北市","M","65以上",1
"2003","07","桃園市","F","35-44",1
"2003","08","台中市","M","35-44",1
"2003","08","台北市","M","25-34",1
"2003","08","台北市","M","35-44",5
"2003","08","台北市","M","45-54",2
"2003","08","宜蘭縣","M","25-34",1
"2003","08","高雄市","M","25-34",1
"2003","08","高雄市","M","45-54",1
"2003","08","新北市","M","35-44",1
"2003","08","嘉義縣","M","55-64",1
"2003","08","彰化縣","M","35-44",1
"2003","08","彰化縣","M","65以上",1
"2003","09","台北市","M","25-34",1
"2003","09","台北市","M","35-44",2
"2003","09","台北市","M","55-64",1
"2003","09","台北市","M","65以上",1
"2003","09","台南市","M","35-44",1
"2003","09","高雄市","M","25-34",1
"2003","09","高雄市","M","55-64",1
"2003","09","新竹市","M","25-34",1
"2003","10","台北市","M","35-44",1
"2003","10","台北市","M","65以上",1
"2003","10","屏東縣","M","45-54",1
"2003","10","桃園市","M","35-44",1
"2003","10","桃園市","M","45-54",1
"2003","10","桃園市","M","55-64",1
"2003","10","新北市","M","25-34",1
"2003","11","台北市","M","35-44",1
"2003","11","台北市","M","45-54",1
"2003","11","台北市","M","65以上",2
"2003","11","台南市","M","25-34",1
"2003","11","桃園市","F","45-54",1
"2003","11","桃園市","M","25-34",1
"2003","11","高雄市","F","65以上",1
"2003","11","高雄市","M","35-44",1
"2003","11","高雄市","M","55-64",1
"2003","11","新竹市","F","35-44",1
"2003","11","嘉義縣","M","65以上",1
"2003","12","台北市","M","35-44",2
"2003","12","台北市","M","45-54",2
"2003","12","台北市","M","65以上",1
"2003","12","桃園市","M","25-34",1
"2003","12","桃園市","M","35-44",2
"2003","12","嘉義縣","M","65以上",1
"2003","12","彰化縣","M","35-44",1
"2004","01","台北市","F","35-44",1
"2004","01","台北市","M","35-44",3
"2004","01","台北市","M","45-54",1
"2004","01","台北市","M","65以上",1
"2004","01","台南市","F","55-64",1
"2004","01","南投縣","M","65以上",1
"2004","01","桃園市","F","35-44",1
"2004","01","高雄市","M","15-24",1
"2004","01","高雄市","M","35-44",1
"2004","01","高雄市","M","65以上",1
"2004","01","新竹縣","M","35-44",1
"2004","01","嘉義縣","M","45-54",1
"2004","02","台中市","M","25-34",2
"2004","02","台中市","M","35-44",1
"2004","02","台中市","M","45-54",1
"2004","02","台北市","F","35-44",1
"2004","02","台北市","F","45-54",1
"2004","02","台北市","F","65以上",1
"2004","02","台北市","M","25-34",1
"2004","02","台北市","M","35-44",1
"2004","02","台北市","M","45-54",1
"2004","02","台北市","M","65以上",1
"2004","02","花蓮縣","M","35-44",1
"2004","02","桃園市","M","65以上",1
"2004","02","新竹市","M","35-44",1
"2004","03","台北市","M","25-34",3
"2004","03","台北市","M","35-44",2
"2004","03","台北市","M","45-54",1
"2004","03","台北市","M","55-64",1
"2004","03","台北市","M","65以上",1
"2004","03","苗栗縣","M","55-64",1
"2004","03","嘉義縣","M","35-44",1
"2004","03","彰化縣","M","25-34",1
"2004","04","台中市","M","25-34",1
"2004","04","台北市","M","35-44",3
"2004","04","台北市","M","45-54",1
"2004","04","台北市","M","65以上",1
"2004","04","台南市","F","15-24",1
"2004","04","台南市","M","65以上",1
"2004","04","高雄市","M","45-54",1
"2004","04","彰化縣","M","55-64",1
"2004","05","台中市","M","35-44",1
"2004","05","台中市","M","65以上",1
"2004","05","台北市","M","35-44",2
"2004","05","台北市","M","55-64",1
"2004","05","台南市","M","45-54",1
"2004","05","花蓮縣","M","35-44",1
"2004","05","桃園市","M","15-24",1
"2004","05","桃園市","M","35-44",1
"2004","05","桃園市","M","65以上",1
"2004","05","新竹市","M","55-64",1
"2004","06","台北市","M","35-44",1
"2004","06","台北市","M","45-54",2
"2004","06","台北市","M","55-64",1
"2004","06","台南市","M","25-34",1
"2004","06","桃園市","M","35-44",1
"2004","06","桃園市","M","45-54",1
"2004","06","嘉義縣","M","25-34",1
"2004","06","彰化縣","M","25-34",1
"2004","07","台北市","M","25-34",1
"2004","07","台北市","M","35-44",1
"2004","07","台南市","F","45-54",1
"2004","07","屏東縣","M","35-44",1
"2004","07","桃園市","M","15-24",1
"2004","07","桃園市","M","25-34",1
"2004","07","高雄市","M","35-44",2
"2004","07","彰化縣","M","35-44",1
"2004","08","台中市","F","35-44",1
"2004","08","台中市","M","45-54",1
"2004","08","台中市","M","55-64",1
"2004","08","台北市","M","25-34",2
"2004","08","台北市","M","55-64",1
"2004","08","高雄市","M","25-34",1
"2004","08","高雄市","M","35-44",1
"2004","08","新北市","M","45-54",1
"2004","08","嘉義市","M","45-54",1
"2004","09","台中市","M","15-24",1
"2004","09","台中市","M","35-44",3
"2004","09","台中市","M","65以上",1
"2004","09","台北市","M","65以上",1
"2004","09","台南市","F","55-64",1
"2004","09","桃園市","M","45-54",1
"2004","09","桃園市","M","65以上",1
"2004","09","高雄市","M","55-64",1
"2004","09","新北市","M","35-44",1
"2004","10","台中市","M","35-44",1
"2004","10","台中市","M","55-64",1
"2004","10","台北市","M","25-34",1
"2004","10","台北市","M","35-44",2
"2004","10","台北市","M","45-54",2
"2004","10","花蓮縣","M","25-34",1
"2004","10","桃園市","M","25-34",1
"2004","10","桃園市","M","35-44",1
"2004","10","高雄市","M","25-34",1
"2004","10","高雄市","M","45-54",1
"2004","10","新北市","M","25-34",1
"2004","10","彰化縣","M","65以上",1
"2004","11","台北市","M","35-44",1
"2004","11","台北市","M","45-54",1
"2004","11","台北市","M","65以上",1
"2004","11","台南市","M","35-44",1
"2004","11","台南市","M","65以上",1
"2004","11","南投縣","M","45-54",1
"2004","11","桃園市","M","35-44",1
"2004","11","高雄市","M","25-34",2
"2004","11","高雄市","M","35-44",1
"2004","12","台中市","M","25-34",1
"2004","12","台中市","M","35-44",1
"2004","12","台北市","F","25-34",1
"2004","12","台北市","M","15-24",1
"2004","12","台北市","M","35-44",3
"2004","12","台北市","M","45-54",2
"2004","12","台北市","M","55-64",2
"2004","12","花蓮縣","M","35-44",2
"2004","12","桃園市","M","25-34",1
"2004","12","桃園市","M","65以上",1
"2005","01","台中市","M","35-44",1
"2005","01","台北市","M","25-34",1
"2005","01","台南市","M","65以上",1
"2005","01","桃園市","M","35-44",1
"2005","01","高雄市","M","45-54",2
"2005","01","高雄市","M","65以上",1
"2005","01","新北市","M","25-34",1
"2005","02","台中市","M","25-34",2
"2005","02","台中市","M","55-64",1
"2005","02","台北市","M","35-44",2
"2005","02","台北市","M","45-54",1
"2005","02","台北市","M","65以上",1
"2005","02","台南市","M","65以上",1
"2005","02","桃園市","F","25-34",1
"2005","02","桃園市","M","45-54",1
"2005","02","高雄市","M","35-44",2
"2005","02","高雄市","M","65以上",1
"2005","02","新北市","M","15-24",1
"2005","02","新竹縣","F","35-44",1
"2005","02","嘉義縣","F","65以上",1
"2005","02","嘉義縣","M","35-44",1
"2005","03","台中市","M","25-34",1
"2005","03","台中市","M","45-54",1
"2005","03","台中市","M","65以上",1
"2005","03","台北市","F","25-34",1
"2005","03","台北市","F","65以上",1
"2005","03","台北市","M","15-24",1
"2005","03","台北市","M","25-34",1
"2005","03","台北市","M","35-44",1
"2005","03","台北市","M","55-64",2
"2005","03","台南市","M","25-34",1
"2005","03","台南市","M","35-44",2
"2005","03","桃園市","M","45-54",1
"2005","03","桃園市","M","55-64",1
"2005","03","桃園市","M","65以上",1
"2005","03","高雄市","M","35-44",1
"2005","03","高雄市","M","55-64",1
"2005","04","台中市","F","25-34",1
"2005","04","台北市","M","45-54",1
"2005","04","台南市","M","35-44",1
"2005","04","花蓮縣","M","25-34",1
"2005","04","桃園市","F","25-34",1
"2005","04","桃園市","M","65以上",1
"2005","04","高雄市","F","55-64",1
"2005","04","高雄市","M","25-34",1
"2005","04","高雄市","M","35-44",1
"2005","04","嘉義縣","M","35-44",1
"2005","05","台中市","F","25-34",1
"2005","05","台中市","F","45-54",1
"2005","05","台中市","M","25-34",1
"2005","05","台中市","M","35-44",1
"2005","05","台中市","M","45-54",1
"2005","05","台中市","M","65以上",1
"2005","05","台北市","M","25-34",1
"2005","05","台北市","M","35-44",3
"2005","05","台北市","M","45-54",1
"2005","05","台北市","M","55-64",1
"2005","05","台北市","M","65以上",1
"2005","05","屏東縣","M","25-34",1
"2005","05","桃園市","M","25-34",2
"2005","05","桃園市","M","35-44",1
"2005","05","桃園市","M","45-54",1
"2005","05","高雄市","M","35-44",1
"2005","05","新北市","M","35-44",1
"2005","05","新北市","M","45-54",1
"2005","05","新竹市","M","25-34",1
"2005","05","嘉義市","M","15-24",1
"2005","05","彰化縣","M","35-44",1
"2005","06","台中市","F","25-34",1
"2005","06","台中市","M","25-34",3
"2005","06","台中市","M","35-44",1
"2005","06","台中市","M","45-54",1
"2005","06","台北市","F","65以上",1
"2005","06","台北市","M","25-34",1
"2005","06","台北市","M","35-44",1
"2005","06","台北市","M","45-54",1
"2005","06","台北市","M","55-64",2
"2005","06","台北市","M","65以上",2
"2005","06","台南市","M","25-34",1
"2005","06","台南市","M","35-44",1
"2005","06","花蓮縣","M","25-34",1
"2005","06","桃園市","M","15-24",1
"2005","06","桃園市","M","45-54",1
"2005","06","桃園市","M","55-64",1
"2005","06","高雄市","M","25-34",1
"2005","06","高雄市","M","35-44",2
"2005","06","高雄市","M","45-54",3
"2005","06","高雄市","M","65以上",1
"2005","07","台中市","M","15-24",1
"2005","07","台中市","M","25-34",1
"2005","07","台中市","M","55-64",1
"2005","07","台北市","M","0-14",1
"2005","07","台北市","M","25-34",1
"2005","07","台北市","M","35-44",6
"2005","07","台北市","M","45-54",1
"2005","07","台南市","M","35-44",1
"2005","07","南投縣","F","25-34",1
"2005","07","桃園市","M","25-34",2
"2005","07","桃園市","M","35-44",1
"2005","07","桃園市","M","45-54",1
"2005","07","高雄市","M","35-44",1
"2005","07","高雄市","M","45-54",1
"2005","07","嘉義縣","M","15-24",1
"2005","07","彰化縣","M","25-34",2
"2005","08","台中市","M","35-44",2
"2005","08","台中市","M","45-54",2
"2005","08","台中市","M","55-64",1
"2005","08","台北市","F","55-64",1
"2005","08","台北市","M","35-44",3
"2005","08","台北市","M","45-54",1
"2005","08","台北市","M","55-64",1
"2005","08","台北市","M","65以上",1
"2005","08","台南市","M","55-64",1
"2005","08","台南市","M","65以上",1
"2005","08","桃園市","M","25-34",1
"2005","08","高雄市","M","25-34",1
"2005","08","高雄市","M","35-44",1
"2005","08","高雄市","M","55-64",1
"2005","08","高雄市","M","65以上",1
"2005","08","新北市","M","35-44",1
"2005","08","新北市","M","45-54",1
"2005","08","新竹市","M","15-24",1
"2005","09","台中市","M","25-34",1
"2005","09","台中市","M","45-54",1
"2005","09","台北市","M","25-34",2
"2005","09","台北市","M","35-44",2
"2005","09","台南市","M","25-34",1
"2005","09","台南市","M","55-64",2
"2005","09","其他","M","35-44",1
"2005","09","桃園市","F","25-34",1
"2005","09","桃園市","M","25-34",1
"2005","09","桃園市","M","45-54",1
"2005","09","高雄市","F","25-34",1
"2005","09","高雄市","F","35-44",2
"2005","09","高雄市","M","35-44",1
"2005","09","新北市","F","25-34",1
"2005","09","新北市","M","25-34",1
"2005","09","新北市","M","35-44",1
"2005","09","新北市","M","65以上",1
"2005","09","新竹市","M","55-64",1
"2005","09","彰化縣","M","15-24",1
"2005","09","彰化縣","M","45-54",1
"2005","10","台中市","M","25-34",1
"2005","10","台北市","M","25-34",2
"2005","10","台北市","M","35-44",1
"2005","10","台北市","M","45-54",1
"2005","10","台北市","M","65以上",1
"2005","10","台南市","M","35-44",1
"2005","10","南投縣","M","35-44",1
"2005","10","桃園市","M","25-34",1
"2005","10","桃園市","M","35-44",1
"2005","10","高雄市","M","25-34",1
"2005","10","高雄市","M","35-44",1
"2005","10","新竹市","M","25-34",1
"2005","10","新竹市","M","35-44",1
"2005","10","新竹市","M","45-54",1
"2005","10","嘉義市","M","45-54",1
"2005","10","彰化縣","M","25-34",1
"2005","11","台北市","F","45-54",1
"2005","11","台北市","M","35-44",2
"2005","11","台南市","M","25-34",1
"2005","11","台南市","M","35-44",1
"2005","11","宜蘭縣","F","65以上",1
"2005","11","桃園市","M","25-34",1
"2005","11","高雄市","M","15-24",2
"2005","11","高雄市","M","35-44",1
"2005","11","高雄市","M","45-54",1
"2005","11","新北市","M","25-34",1
"2005","11","新北市","M","45-54",1
"2005","11","彰化縣","M","25-34",2
"2005","12","台中市","M","35-44",2
"2005","12","台北市","F","55-64",1
"2005","12","台北市","M","35-44",6
"2005","12","台北市","M","45-54",1
"2005","12","台北市","M","55-64",3
"2005","12","台南市","M","25-34",1
"2005","12","南投縣","F","25-34",1
"2005","12","屏東縣","M","15-24",1
"2005","12","桃園市","F","65以上",1
