確定病名,死亡年份,死亡月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎,2023,5,台中市,潭子區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,5,台中市,潭子區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台中市,潭子區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台中市,潭子區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台中市,潭子區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,大雅區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,外埔區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,台中市,外埔區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,台中市,外埔區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,烏日區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,龍井區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,霧峰區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,台中市,太平區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,5,台中市,太平區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台中市,太平區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,大里區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,5,台中市,大里區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,台中市,大里區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台中市,大里區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,台中市,和平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,中區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,東區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台中市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,北區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,5,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,西屯區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,5,台中市,西屯區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,西屯區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,台中市,南屯區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,台中市,南屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台中市,北屯區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,5,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,新營區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,東山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台南市,官田區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,台南市,官田區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,西港區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台南市,七股區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台南市,將軍區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,5,台南市,將軍區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,北門區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台南市,新市區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,南化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,左鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,仁德區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,台南市,歸仁區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,歸仁區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,永康區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台南市,永康區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,永康區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台南市,東區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台南市,南區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,台南市,中西區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,台南市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台南市,北區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台南市,安南區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,台南市,安平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,鳳山區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,5,高雄市,鳳山區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,5,高雄市,鳳山區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,高雄市,林園區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,大寮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,高雄市,大樹區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,仁武區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,高雄市,仁武區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,仁武區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,大社區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,鳥松區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,橋頭區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,燕巢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,燕巢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,田寮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,阿蓮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,湖內區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,內門區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,鼓山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,左營區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,高雄市,左營區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,高雄市,左營區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,左營區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,楠梓區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,楠梓區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,三民區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,5,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,新興區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,前金區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,苓雅區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,苓雅區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,高雄市,前鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,高雄市,前鎮區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,高雄市,旗津區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,小港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,高雄市,小港區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,基隆市,中正區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,基隆市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,基隆市,七堵區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,基隆市,暖暖區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,基隆市,仁愛區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,基隆市,仁愛區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,基隆市,信義區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,基隆市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,基隆市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹市,東區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,新竹市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新竹市,北區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新竹市,北區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新竹市,香山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,嘉義市,東區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,5,嘉義市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,嘉義市,西區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,嘉義市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義市,西區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新北市,板橋區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,5,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,新北市,板橋區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,5,新北市,板橋區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,5,新北市,板橋區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新北市,三重區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,新北市,三重區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,5,新北市,三重區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新北市,永和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,新北市,永和區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,中和區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,新北市,新店區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,5,新北市,新店區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新北市,新莊區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,新北市,新莊區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,5,新北市,新莊區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,新北市,樹林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,新北市,樹林區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,樹林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,鶯歌區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,三峽區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,淡水區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,新北市,淡水區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,新北市,汐止區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,瑞芳區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新北市,土城區,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,5,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,蘆洲區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,泰山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,深坑區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,貢寮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新北市,金山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,桃園市,桃園區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,桃園市,桃園區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,5,桃園市,桃園區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,桃園市,中壢區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,桃園市,中壢區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,5,桃園市,楊梅區,F,是,70+,1
嚴重特殊傳染性肺炎,2023,5,桃園市,楊梅區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,桃園市,蘆竹區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,桃園市,大園區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,5,桃園市,龜山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,桃園市,龜山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,桃園市,八德區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,桃園市,八德區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,5,桃園市,龍潭區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,桃園市,平鎮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,桃園市,平鎮區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,桃園市,新屋區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,桃園市,觀音區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,桃園市,觀音區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,桃園市,復興區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,桃園市,復興區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,關西鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,新埔鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,新埔鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,竹北市,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,竹北市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,新竹縣,竹北市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,新竹縣,湖口鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,湖口鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,湖口鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新竹縣,湖口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,新豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,新豐鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,新竹縣,寶山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,新竹縣,峨眉鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,宜蘭市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,蘇澳鎮,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,頭城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,壯圍鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,員山鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,員山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,冬山鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,宜蘭縣,五結鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,苗栗市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,通霄鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,通霄鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,通霄鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,竹南鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,頭份市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,頭份市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,三義鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,苗栗縣,西湖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,彰化市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,彰化市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,彰化縣,鹿港鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,員林市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,彰化縣,溪湖鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,溪湖鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,彰化縣,二林鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,二林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,福興鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,埔心鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,永靖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,埤頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,芳苑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,溪州鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,彰化縣,溪州鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,南投縣,南投市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,南投縣,南投市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,埔里鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,埔里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,草屯鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,5,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,竹山鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,南投縣,竹山鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,南投縣,竹山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,名間鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,南投縣,名間鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,南投縣,鹿谷鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,5,南投縣,鹿谷鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,南投縣,信義鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,斗六市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,雲林縣,斗南鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,雲林縣,虎尾鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,5,雲林縣,虎尾鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,雲林縣,西螺鎮,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,西螺鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,雲林縣,古坑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,莿桐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,林內鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,崙背鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,麥寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,褒忠鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,台西鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,口湖鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,口湖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,雲林縣,水林鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,5,嘉義縣,布袋鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義縣,民雄鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義縣,溪口鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義縣,新港鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義縣,新港鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,嘉義縣,東石鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義縣,義竹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,嘉義縣,中埔鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,嘉義縣,竹崎鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,屏東縣,屏東市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,屏東市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,屏東縣,屏東市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,5,屏東縣,潮州鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,萬丹鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,萬丹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,高樹鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,屏東縣,高樹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,萬巒鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,內埔鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,內埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,內埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,新埤鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,枋寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,枋寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,新園鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,崁頂鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,林邊鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,佳冬鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,枋山鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,瑪家鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,5,屏東縣,來義鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,澎湖縣,馬公市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,5,澎湖縣,白沙鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,澎湖縣,西嶼鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,鳳林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,吉安鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,吉安鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,5,花蓮縣,光復鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,瑞穗鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,瑞穗鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,秀林鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,5,花蓮縣,秀林鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,5,台東縣,台東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台東縣,台東市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台東縣,關山鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台東縣,卑南鄉,F,否,60-64,2
嚴重特殊傳染性肺炎,2023,5,台東縣,卑南鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,5,台東縣,長濱鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,台北市,松山區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,6,台北市,松山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,台北市,大安區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,6,台北市,大安區,M,否,70+,11
嚴重特殊傳染性肺炎,2023,6,台北市,大同區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,6,台北市,大同區,M,否,70+,2
